condition,reaction_id,reaction_name,flux,subsystem,equation
glucose_aerobic,GLCt1,Glucose transport  uniport,10.0,,glc__D_e --> glc__D_c
glucose_aerobic,GLNS,Glutamine synthetase,0.6928746658859433,,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c
glucose_aerobic,GTPCII,GTP cyclohydrolase II,0.0008360402199069754,,gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c
glucose_aerobic,H2Ot,H2O transport via diffusion,-30.679666440024146,,h2o_e <=> h2o_c
glucose_aerobic,GLUDy,Glutamate dehydrogenase (NADP),-4.157045318898675,,glu__L_c + h2o_c + nadp_c <-- akg_c + h_c + nadph_c + nh4_c
glucose_aerobic,H2Oter,H2O endoplasmic reticulum transport,-0.001857867155348834,,h2o_c <=> h2o_r
glucose_aerobic,H2Otm,H2O transport  mitochondrial,-69.60064828813773,,h2o_c <=> h2o_m
glucose_aerobic,HCITSm,Homocitrate synthase,0.24169162720947107,,accoa_m + akg_m + h2o_m --> coa_m + h_m + hcit_m
glucose_aerobic,HCO3E,HCO3 equilibration reaction,2.2229380513748795,,co2_c + h2o_c <=> h_c + hco3_c
glucose_aerobic,HACNHm,Homoacontinate hydratase  mitochondrial,0.24169162720947107,,b124tc_m + h2o_m <=> hicit_m
glucose_aerobic,HEX1,Hexokinase (D-glucose:ATP),10.0,,atp_c + glc__D_c --> adp_c + g6p_c + h_c
glucose_aerobic,ILEtmi,Isoleucine transport from mitochondria to cytosol,0.1627322731071456,,ile__L_m --> ile__L_c
glucose_aerobic,HICITDm,Homoisocitrate dehydrogenase,0.24169162720947107,,hicit_m + nad_m <=> h_m + nadh_m + oxag_m
glucose_aerobic,IMPC,IMP cyclohydrolase,-0.1395849373216443,,h2o_c + imp_c <=> fprica_c
glucose_aerobic,IMPD,IMP dehydrogenase,0.04170911763758134,,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c
glucose_aerobic,HISTD,Histidinol dehydrogenase,0.055989360181648955,,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c
glucose_aerobic,HISTP,Histidinol-phosphatase,0.055989360181648955,,h2o_c + hisp_c --> histd_c + pi_c
glucose_aerobic,HMGCOAR,Hydroxymethylglutaryl CoA reductase,-0.011147202932093005,,coa_c + mev__R_c + 2.0 nadp_c <=> 2.0 h_c + hmgcoa_c + 2.0 nadph_c
glucose_aerobic,HMGCOASm,Hydroxymethylglutaryl CoA synthase  mitochondrial,-0.011147202932093005,,coa_m + h_m + hmgcoa_m <=> aacoa_m + accoa_m + h2o_m
glucose_aerobic,HMGCOAtm,Hydroxymethylglutaryl CoA reversible mitochondrial transport,-0.011147202932093005,,hmgcoa_c <=> hmgcoa_m
glucose_aerobic,HSDxi,Homoserine dehydrogenase  NADH   irreversible,0.3671821087025787,,aspsa_c + h_c + nadh_c --> hom__L_c + nad_c
glucose_aerobic,IPDDI,Isopentenyl-diphosphate D-isomerase,0.003715734310697668,,ipdp_c <=> dmpp_c
glucose_aerobic,IPMD,3-isopropylmalate dehydrogenase,0.2503053749297247,,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c
glucose_aerobic,IPPMIa,3-isopropylmalate dehydratase,-0.2503053749297247,,3c2hmp_c <=> 2ippm_c + h2o_c
glucose_aerobic,IPPMIb,2-isopropylmalate hydratase,-0.2503053749297247,,2ippm_c + h2o_c <=> 3c3hmp_c
glucose_aerobic,HSERTA,Homoserine O trans acetylase,0.04838899454613105,,accoa_c + hom__L_c <=> achms_c + coa_c
glucose_aerobic,HSK,Homoserine kinase,0.3187931141564477,,atp_c + hom__L_c --> adp_c + h_c + phom_c
glucose_aerobic,HSTPT,Histidinol-phosphate transaminase,0.055989360181648955,,glu__L_c + imacp_c --> akg_c + hisp_c
glucose_aerobic,ICDHxm,Isocitrate dehydrogenase  NAD,0.6523692590446952,,icit_m + nad_m --> akg_m + co2_m + nadh_m
glucose_aerobic,IPPSm,2 isopropylmalate synthase  mitochondrial,0.2503053749297247,,3mob_m + accoa_m + h2o_m --> 3c3hmp_m + coa_m + h_m
glucose_aerobic,KARA1im,Acetohydroxy acid isomeroreductase  mitochondrial,0.47375612461395267,,alac__S_m + h_m + nadph_m --> 23dhmb_m + nadp_m
glucose_aerobic,KARA2im,Ketol acid reductoisomerase  2 Aceto 2 hydroxybutanoate   mitochondrial,0.1627322731071456,,2ahbut_m + h_m + nadph_m --> 23dhmp_m + nadp_m
glucose_aerobic,ICDHyr,Isocitrate dehydrogenase (NADP),5.439860365414855,,icit_c + nadp_c --> akg_c + co2_c + nadph_c
glucose_aerobic,ICDHym,Isocitrate dehydrogenase  NADP,0.9112838396986032,,icit_m + nadp_m --> akg_m + co2_m + nadph_m
glucose_aerobic,ICL,Isocitrate lyase,0.04400611702964502,,icit_c --> glx_c + succ_c
glucose_aerobic,LEUTA,Leucine transaminase,-0.2503053749297247,,akg_c + leu__L_c <=> 4mop_c + glu__L_c
glucose_aerobic,IG3PS,Imidazole-glycerol-3-phosphate synthase,0.055989360181648955,,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c
glucose_aerobic,IGPDH,Imidazoleglycerol-phosphate dehydratase,0.055989360181648955,,eig3p_c --> h2o_c + imacp_c
glucose_aerobic,IGPS,Indole-3-glycerol-phosphate synthase,0.023983376005412223,,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c
glucose_aerobic,ILETAm,Isoleucine transaminase  mitochondrial,-0.1627322731071456,,akg_m + ile__L_m <=> 3mop_m + glu__L_m
glucose_aerobic,LNS14DMx,Cytochrome P450 lanosterol 14 alpha demethylase  NAD,0.001857867155348834,,2.0 h_c + lanost_c + 3.0 nadh_c + 3.0 o2_c --> 44mctr_c + for_c + 4.0 h2o_c + 3.0 nad_c
glucose_aerobic,FORt,Formate transport via diffusion,-0.00436598781506976,,for_e <=> for_c
glucose_aerobic,LNSTLS,Lanosterol synthase,0.001857867155348834,,Ssq23epx_c --> lanost_c
glucose_aerobic,MALtm,Malate transport  mitochondrial,-4.943488930609871,,mal__L_c + pi_m <=> mal__L_m + pi_c
glucose_aerobic,MAN1PT,Mannose 1 phosphate guanylyltransferase,0.6822594885483286,,gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c
glucose_aerobic,MAN6PI,Mannose-6-phosphate isomerase,-0.6822594885483286,,man6p_c <=> f6p_c
glucose_aerobic,MANNANter,Mannan endoplasmic reticulum transport via diffusion,-0.6822594885483286,,mannan_c <=> mannan_r
glucose_aerobic,MCITDm,2 methylcitrate dehydratase  mitochondrial,0.24169162720947107,,hcit_m <=> b124tc_m + h2o_m
glucose_aerobic,MDHm,Malate dehydrogenase  mitochondrial,6.50433833891875,,mal__L_m + nad_m <=> h_m + nadh_m + oaa_m
glucose_aerobic,METAT,Methionine adenosyltransferase,0.015791870820465088,,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c
glucose_aerobic,MTHFC,Methenyltetrahydrofolate cyclohydrolase,0.2231805144616396,,h2o_c + methf_c <=> 10fthf_c + h_c
glucose_aerobic,MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),0.2231805144616396,,mlthf_c + nadp_c <=> methf_c + nadph_c
glucose_aerobic,MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH,0.058607263900549586,,2.0 h_c + mlthf_c + nadph_c --> 5mthf_c + nadp_c
glucose_aerobic,METS,Methionine synthase,0.058607263900549586,,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c
glucose_aerobic,NADH2_u6cm,NADH dehydrogenase  cytosolicmitochondrial,12.510789072757364,,h_c + nadh_c + q6_m --> nad_c + q6h2_m
glucose_aerobic,NADH2_u6m,NADH dehydrogenase  mitochondrial,21.114509491513708,,h_m + nadh_m + q6_m --> nad_m + q6h2_m
glucose_aerobic,MEVK2,Mevalonate kinase  ctp,0.011147202932093005,,ctp_c + mev__R_c --> 5pmev_c + cdp_c + h_c
glucose_aerobic,MFAPS_SC,Methylene fatty acyl phospholipid synthase  yeast specific,0.005066910423678638,,amet_c + 0.01 ptdmeeta_SC_c --> ahcys_c + h_c + 0.01 ptd2meeta_SC_c
glucose_aerobic,FUM,Fumarase,0.3171801476715845,,fum_c + h2o_c <=> mal__L_c
glucose_aerobic,MI1PP,Myo-inositol 1-phosphatase,0.004475770874249464,,h2o_c + mi1p__D_c --> inost_c + pi_c
glucose_aerobic,MI1PS,Myo Inositol 1 phosphate synthase,0.004475770874249464,,g6p_c --> mi1p__D_c
glucose_aerobic,FUMm,Fumarase  mitochondrial,6.187158191247166,,fum_m + h2o_m <=> mal__L_m
glucose_aerobic,NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),0.7809713484522987,,atp_c + gdp_c <=> adp_c + gtp_c
glucose_aerobic,NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),1.4536966005534013,,atp_c + udp_c <=> adp_c + utp_c
glucose_aerobic,NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),-0.01182279098858352,,atp_c + cdp_c <=> adp_c + ctp_c
glucose_aerobic,NH4t,Ammonia reversible transport,4.726126918283443,,nh4_e <=> nh4_c
glucose_aerobic,G3PD1ir,Glycerol 3 phosphate dehydrogenase  NAD,0.02085878124414373,,dhap_c + h_c + nadh_c --> glyc3p_c + nad_c
glucose_aerobic,PETOHM_SC,Phosphatidylethanolamine N methyltransferase  yeast specific,0.005066910423678638,,amet_c + 0.01 pe_SC_c --> ahcys_c + h_c + 0.01 ptdmeeta_SC_c
glucose_aerobic,O2t,O2 transport  diffusion,20.0,,o2_e <=> o2_c
glucose_aerobic,O2ter,O2  transport  endoplasmic reticulum,0.001857867155348834,,o2_c <=> o2_r
glucose_aerobic,O2tm,O2 transport  diffusion,19.952928402164023,,o2_c <=> o2_m
glucose_aerobic,PEtm_SC,Phosphatidylethanolamine mitochondrial transport  yeast specific,-8.867093241437618e-05,,pe_SC_c <=> pe_SC_m
glucose_aerobic,OAAt2m,Oxaloacetate transport  mitochondrial,4.840706652665555,,h_c + oaa_c <=> h_m + oaa_m
glucose_aerobic,OCBT,Ornithine carbamoyltransferase,0.1357087508475262,,cbp_c + orn_c --> citr__L_c + h_c + pi_c
glucose_aerobic,PFK,Phosphofructokinase,7.62991324002102,,atp_c + f6p_c --> adp_c + fdp_c + h_c
glucose_aerobic,PGCD,Phosphoglycerate dehydrogenase,0.48125515204100494,,3pg_c + nad_c --> 3php_c + h_c + nadh_c
glucose_aerobic,PGI,Glucose-6-phosphate isomerase,8.557366153871632,,g6p_c <=> f6p_c
glucose_aerobic,PGK,Phosphoglycerate kinase,-15.028755660070644,,3pg_c + atp_c <=> 13dpg_c + adp_c
glucose_aerobic,PGL,6-phosphogluconolactonase,0.0024490067047780086,,6pgl_c + h2o_c --> 6pgc_c + h_c
glucose_aerobic,PGM,Phosphoglycerate mutase,-14.54750050802964,,2pg_c <=> 3pg_c
glucose_aerobic,PGMT,Phosphoglucomutase,-1.4159481178969955,,g1p_c <=> g6p_c
glucose_aerobic,OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,0.2503053749297247,,3c4mop_c + h_c --> 4mop_c + co2_c
glucose_aerobic,OMPDC,Orotidine-5'-phosphate decarboxylase,0.09340004880980961,,h_c + orot5p_c --> co2_c + ump_c
glucose_aerobic,ORNTA,Ornithine transaminase,0.13908669112997862,,akg_c + orn_c --> glu5sa_c + glu__L_c
glucose_aerobic,ORNTACim,Ornithine transacetylase  irreversible  mitochondrial,0.27479544197750483,,acorn_m + glu__L_m --> acglu_m + orn_m
glucose_aerobic,ORNt3m,Ornithine mitochondrial transport via proton antiport,0.27479544197750483,,h_c + orn_m <=> h_m + orn_c
glucose_aerobic,PHETA1,Phenylalanine transaminase,-0.11307655095509495,,akg_c + phe__L_c <=> glu__L_c + phpyr_c
glucose_aerobic,ORPT,Orotate phosphoribosyltransferase,-0.09340004880980962,,orot5p_c + ppi_c <=> orot_c + prpp_c
glucose_aerobic,OXAGm,Non enzymatic reaction,0.24169162720947107,,h_m + oxag_m <=> 2oxoadp_m + co2_m
glucose_aerobic,PPND2,Prephenate dehydrogenase  NADP,0.08613747720253685,,nadp_c + pphn_c --> 34hpp_c + co2_c + nadph_c
glucose_aerobic,PPNDH,Prephenate dehydratase,0.11307655095509495,,h_c + pphn_c --> co2_c + h2o_c + phpyr_c
glucose_aerobic,P5CR,Pyrroline-5-carboxylate reductase,0.13908669112997862,,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c
glucose_aerobic,PINOS_SC,Phosphatidylinositol synthase  yeast specific,0.004475770874249464,,0.01 cdpdag_SC_c + inost_c --> cmp_c + h_c + 0.01 ptd1ino_SC_c
glucose_aerobic,PIt2m,Phosphate transporter  mitochondrial,43.76499888225464,,h_c + pi_c <=> h_m + pi_m
glucose_aerobic,PAPSR,Phosphoadenylyl-sulfate reductase (thioredoxin),0.04838899454613105,,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c
glucose_aerobic,PIt2r,Phosphate reversible transport via symport,0.16695469846022348,,h_e + pi_e <=> h_c + pi_c
glucose_aerobic,PC,Pyruvate carboxylase,1.6580619876417724,,atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c
glucose_aerobic,PMANM,Phosphomannomutase,-0.6822594885483286,,man1p_c <=> man6p_c
glucose_aerobic,PMDPHT,Pyrimidine phosphatase,0.0008360402199069754,,5aprbu_c + h2o_c --> 4r5au_c + pi_c
glucose_aerobic,PMETM_SC,Phosphatidyl N methylethanolamine N methyltransferase  yeast specific,0.005066910423678638,,amet_c + 0.01 ptd2meeta_SC_c --> ahcys_c + h_c + 0.01 pc_SC_c
glucose_aerobic,GCC2cm_copy2,Glycine cleavage complex  lipoamide   mitochondrial,6.143152074217521,,dhlam_m + nad_m --> h_m + lpam_m + nadh_m
glucose_aerobic,PDHm,Pyruvate dehydrogenase,7.572958192123274,,coa_m + nad_m + pyr_m --> accoa_m + co2_m + nadh_m
glucose_aerobic,PMEVK,Phosphomevalonate kinase,0.011147202932093005,,5pmev_c + atp_c --> 5dpmev_c + adp_c
glucose_aerobic,PRAGSr,Phosphoribosylglycinamide synthase,0.08359557713999533,,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c
glucose_aerobic,PYRt2m,Pyruvate mitochondrial transport via proton symport,8.683202714458325,,h_c + pyr_c <=> h_m + pyr_m
glucose_aerobic,PRAIS,Phosphoribosylaminoimidazole synthase,0.08359557713999533,,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c
glucose_aerobic,PPA,Inorganic diphosphatase,3.390159981424201,,h2o_c + ppi_c --> h_c + 2.0 pi_c
glucose_aerobic,PRAIi,Phosphoribosylanthranilate isomerase (irreversible),0.023983376005412223,,pran_c --> 2cpr5p_c
glucose_aerobic,PRAMPC,Phosphoribosyl-AMP cyclohydrolase,0.055989360181648955,,h2o_c + prbamp_c --> prfp_c
glucose_aerobic,SLFAT,Sulfate adenylyltransferase  ADP,0.04838899454613105,,adp_c + h_c + so4_c <=> aps_c + pi_c
glucose_aerobic,PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,0.08359557713999533,,5aizc_c + asp__L_c + atp_c <=> 25aics_c + adp_c + h_c + pi_c
glucose_aerobic,RBFSa,Riboflavin synthase,0.0016720804398139507,,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c
glucose_aerobic,RBFSb,Riboflavin synthase,0.0008360402199069754,,2.0 dmlz_c --> 4r5au_c + ribflv_c
glucose_aerobic,SO4ti,Sulfate irreversible uniport,0.06527869595839317,,so4_e --> so4_c
glucose_aerobic,PRATPP,Phosphoribosyl-ATP pyrophosphatase,0.055989360181648955,,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c
glucose_aerobic,PRFGS,Phosphoribosylformylglycinamidine synthase,0.08359557713999533,,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c
glucose_aerobic,RNDR1,Ribonucleoside-diphosphate reductase (ADP),0.00017734186482874087,,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c
glucose_aerobic,PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,0.055989360181648955,,prfp_c --> prlp_c
glucose_aerobic,RNDR2,Ribonucleoside-diphosphate reductase (GDP),0.002026764169471455,,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c
glucose_aerobic,SQ23EPXter,Squalene 2 3 epoxide endoplamic reticular transport,0.001857867155348834,,Ssq23epx_r <=> Ssq23epx_c
glucose_aerobic,SQLEr,Squalene epoxidase  endoplasmic reticular  NADP,0.001857867155348834,,h_r + nadph_r + o2_r + sql_r --> Ssq23epx_r + h2o_r + nadp_r
glucose_aerobic,RNDR4,Ribonucleoside-diphosphate reductase (UDP),0.005066910423678638,,trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c
glucose_aerobic,SQLS,Squalene synthase,0.001857867155348834,,2.0 frdp_c + h_c + nadph_c --> nadp_c + 2.0 ppi_c + sql_c
glucose_aerobic,RNTR1,Ribonucleoside triphosphate reductase  ATP,0.0028628043893784427,,atp_c + trdrd_c --> datp_c + h2o_c + trdox_c
glucose_aerobic,SQLter,Squalene endoplamic reticular transport,0.001857867155348834,,sql_c <=> sql_r
glucose_aerobic,RPE,Ribulose 5-phosphate 3-epimerase,-0.24519342530228205,,ru5p__D_c <=> xu5p__D_c
glucose_aerobic,RPI,Ribose-5-phosphate isomerase,-0.245970351567246,,r5p_c <=> ru5p__D_c
glucose_aerobic,SACCD1,Saccharopine dehydrogenase  NADP  L glutamate forming,0.24169162720947107,,L2aadp6sa_c + glu__L_c + h_c + nadph_c <=> h2o_c + nadp_c + saccrp__L_c
glucose_aerobic,SACCD2,Saccharopine dehydrogenase  NAD  L lysine forming,0.24169162720947107,,h2o_c + nad_c + saccrp__L_c <=> akg_c + h_c + lys__L_c + nadh_c
glucose_aerobic,SUCCtm,Succinate transport  mitochondrial,0.04400611702964502,,pi_m + succ_c --> pi_c + succ_m
glucose_aerobic,SUCD2_u6m,Succinate dehydrogenase  ubiquinone 6   mitochondrial,6.187158191247166,,q6_m + succ_m <=> fum_m + q6h2_m
glucose_aerobic,SUCOASm,Succinate  CoA ligase  ADP forming,-6.143152074217521,,atp_m + coa_m + succ_m <=> adp_m + pi_m + succoa_m
glucose_aerobic,SULR,Sulfite reductase (NADPH2),0.04838899454613105,,5.0 h_c + 3.0 nadph_c + so3_c <=> 3.0 h2o_c + h2s_c + 3.0 nadp_c
glucose_aerobic,PRPPS,Phosphoribosylpyrophosphate synthetase,0.256968362136865,,atp_c + r5p_c <=> amp_c + h_c + prpp_c
glucose_aerobic,TALA,Transaldolase,-0.010998010569619021,,g3p_c + s7p_c <=> e4p_c + f6p_c
glucose_aerobic,SHK3Dr,Shikimate dehydrogenase,0.223197404163044,,3dhsk_c + h_c + nadph_c --> nadp_c + skm_c
glucose_aerobic,SHKK,Shikimate kinase,0.223197404163044,,atp_c + skm_c --> adp_c + h_c + skm5p_c
glucose_aerobic,PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,0.223197404163044,,pep_c + skm5p_c --> 3psme_c + pi_c
glucose_aerobic,TKT1,Transketolase,-0.010998010569619021,,r5p_c + xu5p__D_c <=> g3p_c + s7p_c
glucose_aerobic,PSERDm_SC,Phosphatidylserine decarboxylase  yeast specific  mitochondrial,0.008867093241437618,,h_m + 0.01 ps_SC_m --> co2_m + 0.01 pe_SC_m
glucose_aerobic,TKT2,Transketolase,-0.23419541473266303,,e4p_c + xu5p__D_c <=> f6p_c + g3p_c
glucose_aerobic,THRD_L,L-threonine deaminase,0.1571586716410991,,thr__L_c --> 2obut_c + nh4_c
glucose_aerobic,THRS,Threonine synthase,0.3187931141564477,,h2o_c + phom_c --> pi_c + thr__L_c
glucose_aerobic,TMDS,Thymidylate synthase,0.003040146254207183,,dump_c + mlthf_c --> dhf_c + dtmp_c
glucose_aerobic,TPI,Triose-phosphate isomerase,7.6090544587768765,,dhap_c <=> g3p_c
glucose_aerobic,TRDR,Thioredoxin reductase (NADPH),0.0585228153934883,,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c
glucose_aerobic,TRE6PP,Trehalose-phosphatase,0.01976095065234669,,h2o_c + tre6p_c --> pi_c + tre_c
glucose_aerobic,TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",0.01976095065234669,,g6p_c + udpg_c --> h_c + tre6p_c + udp_c
glucose_aerobic,PSERS_SC,Phosphatidylserine synthase  yeast specific,0.010302717861479899,,0.01 cdpdag_SC_c + ser__L_c <=> cmp_c + h_c + 0.01 ps_SC_c
glucose_aerobic,VALTA,Valine transaminase,-0.22345074968422796,,akg_c + val__L_c <=> 3mob_c + glu__L_c
glucose_aerobic,TRIGS_SC,Triglycerol synthesis,0.005573601466046503,,0.01 12dgr_SC_c + 0.02 dcacoa_c + 0.06 ddcacoa_c + 0.17 hdcoa_c + 0.09 ocdycacoa_c + 0.24 odecoa_c + 0.27 pmtcoa_c + 0.05 stcoa_c + 0.1 tdcoa_c --> coa_c + 0.01 triglyc_SC_c
glucose_aerobic,TRPS1,Tryptophan synthase (indoleglycerol phosphate),0.023983376005412223,,3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c
glucose_aerobic,PSERT,Phosphoserine transaminase,0.48125515204100494,,3php_c + glu__L_c --> akg_c + pser__L_c
glucose_aerobic,TYRTAim,Tyrosine transaminase  irreversible  mitochondrial,0.08613747720253685,,34hpp_m + glu__L_m --> akg_m + tyr__L_m
glucose_aerobic,TYRt2m,Tyrosine mitochondrial transport via proton symport,-0.08613747720253685,,h_c + tyr__L_c <=> h_m + tyr__L_m
glucose_aerobic,BIOMASS_SC5_notrace,Biomass SC5 notrace,0.8444850706131064,,1.1348 13BDglcn_c + 0.4588 ala__L_c + 0.046 amp_c + 0.1607 arg__L_c + 0.1017 asn__L_c + 0.2975 asp__L_c + 59.276 atp_c + 0.0447 cmp_c + 0.0066 cys__L_c + 0.0036 damp_c + 0.0024 dcmp_c + 0.0024 dgmp_c + 0.0036 dtmp_c + 0.0007 ergst_c + 0.1054 gln__L_c + 0.3018 glu__L_c + 0.2904 gly_c + 0.5185 glycogen_c + 0.046 gmp_c + 59.276 h2o_c + 0.0663 his__L_c + 0.1927 ile__L_c + 0.2964 leu__L_c + 0.2862 lys__L_c + 0.8079 mannan_c + 0.0507 met__L_c + 6e-06 pa_SC_c + 6e-05 pc_SC_c + 4.5e-05 pe_SC_c + 0.1339 phe__L_c + 0.1647 pro__L_c + 1.7e-05 ps_SC_c + 5.3e-05 ptd1ino_SC_c + 0.00099 ribflv_c + 0.1854 ser__L_c + 0.02 so4_c + 0.1914 thr__L_c + 0.0234 tre_c + 6.6e-05 triglyc_SC_c + 0.0284 trp__L_c + 0.102 tyr__L_c + 0.0599 ump_c + 0.2646 val__L_c + 0.0015 zymst_c --> 59.276 adp_c + 58.70001 h_c + 59.305 pi_c
glucose_aerobic,UMPK,UMP kinase,0.04281539308008453,,atp_c + ump_c <=> adp_c + udp_c
glucose_aerobic,PSP_L,Phosphoserine phosphatase (L-serine),0.48125515204100494,,h2o_c + pser__L_c --> pi_c + ser__L_c
glucose_aerobic,PStm_SC,Phosphatidylserine mitochondrial  transport  yeast specific,8.867093241437618e-05,,ps_SC_c <=> ps_SC_m
glucose_aerobic,URIDK2r,Uridylate kinase (dUMP),-0.005066910423678638,,atp_c + dump_c <=> adp_c + dudp_c
glucose_aerobic,PYK,Pyruvate kinase,14.10110569970355,,adp_c + h_c + pep_c --> atp_c + pyr_c
glucose_aerobic,PYRDC,Pyruvate decarboxylase,3.396374623211573,,h_c + pyr_c --> acald_c + co2_c
glucose_low_o2,13GS,1 3 beta glucan synthase,0.4324895124376811,,udpg_c --> 13BDglcn_c + h_c + udp_c
glucose_low_o2,2DDA7Ptm,2 Dehydro 3 deoxy D arabino heptonate7 phohsphate mitochondrial transport via diffusion,-0.10072874351187797,,2dda7p_c <=> 2dda7p_m
glucose_low_o2,ACCOAC,Acetyl-CoA carboxylase,0.1515313977310733,,accoa_c + atp_c + hco3_c <=> adp_c + h_c + malcoa_c + pi_c
glucose_low_o2,AGAT_SC,1 Acyl glycerol 3 phosphate acyltransferase  yeast specific,0.009413545080376033,,0.01 1ag3p_SC_c + 0.02 dcacoa_c + 0.06 ddcacoa_c + 0.17 hdcoa_c + 0.09 ocdycacoa_c + 0.24 odecoa_c + 0.27 pmtcoa_c + 0.05 stcoa_c + 0.1 tdcoa_c --> coa_c + 0.01 pa_SC_c
glucose_low_o2,AGPRim,N acetyl g glutamyl phosphate reductase  irreversible  mitochondrial,0.06124521030026027,,acg5p_m + h_m + nadph_m --> acg5sa_m + nadp_m + pi_m
glucose_low_o2,AGTi,Alanine glyoxylate aminotransferase  irreversible,0.01985991231330167,,ala__L_c + glx_c --> gly_c + pyr_c
glucose_low_o2,AHCi,Adenosylhomocysteinase,0.007126853967734081,,ahcys_c + h2o_c --> adn_c + hcys__L_c
glucose_low_o2,AHSERL2,O acetylhomoserine  thiol  lyase,0.021837900125730635,,achms_c + h2s_c --> ac_c + h_c + hcys__L_c
glucose_low_o2,ACGKm,Acetylglutamate kinase  mitochondrial,0.06124521030026027,,acglu_m + atp_m --> acg5p_m + adp_m
glucose_low_o2,2OBUTtm,2obut transporter  mitochondrial,0.07344089623435068,,2obut_c <=> 2obut_m
glucose_low_o2,2OXOADPtim,2 oxoadipate transport out of mitochondria via diffusion,0.10907516607302109,,2oxoadp_m --> 2oxoadp_c
glucose_low_o2,ACHBSm,2 aceto 2 hydroxybutanoate synthase  mitochondrial,0.07344089623435068,,2obut_m + h_m + pyr_m --> 2ahbut_m + co2_m
glucose_low_o2,ACLSm,Acetolactate synthase  mitochondrial,0.21380561903202244,,h_m + 2.0 pyr_m --> alac__S_m + co2_m
glucose_low_o2,AICART,Phosphoribosylaminoimidazolecarboxamide formyltransferase,0.06299452900142354,,10fthf_c + aicar_c <=> fprica_c + thf_c
glucose_low_o2,AIRCr,Phosphoribosylaminoimidazole carboxylase,0.03772659220672998,,air_c + co2_c <=> 5aizc_c + h_c
glucose_low_o2,AKGDam,Oxoglutarate dehydrogenase  lipoamide,1.2334432095339691,,akg_m + h_m + lpam_m <=> co2_m + sdhlam_m
glucose_low_o2,AKGDbm,Oxoglutarate dehydrogenase  dihydrolipoamide S succinyltransferase,1.2334432095339691,,coa_m + sdhlam_m --> dhlam_m + succoa_m
glucose_low_o2,ALATA_L,L-alanine transaminase,-0.19471555939332288,,akg_c + ala__L_c <=> glu__L_c + pyr_c
glucose_low_o2,34HPPt2m,3  4 hydroxyphenyl pyruvate mitochondrial transport via proton symport,0.03887374891491317,,34hpp_c + h_c <=> 34hpp_m + h_m
glucose_low_o2,ACONT,Aconitate hydratase,1.2930915472072493,,cit_c <=> icit_c
glucose_low_o2,ACONTm,Aconitate hydratase,0.3484917255666334,,cit_m <=> icit_m
glucose_low_o2,ACOTAim,Acteylornithine transaminase  irreversible  mitochondrial,0.06124521030026027,,acg5sa_m + glu__L_m --> acorn_m + akg_m
glucose_low_o2,ACS,Acetyl-CoA synthetase,0.19471174824146215,,ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c
glucose_low_o2,ACt2r,Acetate reversible transport via proton symport,-1.9944291215364944,,ac_e + h_e <=> ac_c + h_c
glucose_low_o2,ACtr,Acetate transporter,1.9944291215351964,,ac_e <=> ac_c
