reaction_id,reaction_name,reaction_equation,lower_bound,upper_bound,gene_reaction_rule,subsystem
ARABR,Arabinose reductase,arab__L_c + h_c + nadph_c --> abt_c + nadp_c,0.0,999999.0,YHR104W,
3HPH5MBDCm,3 Hexaprenyl 4 hydroxy 5 methoxybenzoate decarboxylase  mitochondrial,3hph5mb_m --> 2hp6mp_m + co2_m,0.0,999999.0,,
ARAB_Dt,D arabinose reversible transport,arab__D_e <=> arab__D_c,-999999.0,999999.0,,
ARAB_Lt,L arabinoase extracellular transport,arab__L_e <=> arab__L_c,-999999.0,999999.0,,
ARGN,Arginase,arg__L_c + h2o_c --> orn_c + urea_c,0.0,999999.0,YPL111W,
BPNT,"3',5'-bisphosphate nucleotidase",h2o_c + pap_c --> amp_c + pi_c,0.0,999999.0,YOL064C,
BTDD_RR,R R  butanediol dehydrogenase,btd_RR_c + nad_c <=> actn__R_c + h_c + nadh_c,-999999.0,999999.0,YAL060W,
BTDt_RR,R R  butanediol transport,btd_RR_c <=> btd_RR_e,-999999.0,999999.0,,
3IPM3MT,3 Isopropylmalate 3 methyltransferase,3c2hmp_c + amet_c --> 3ipmmest_c + ahcys_c,0.0,999999.0,YER175C,
BTNt2i,Biotin uptake,btn_e + h_e --> btn_c + h_c,0.0,999999.0,YGR065C,
BTSr,Biotin synthase,dtbt_c + s_c <=> btn_c + 2.0 h_c,-999999.0,999999.0,YGR286C,
C14STR,C 14 sterol reductase,44mctr_c + h_c + nadph_c --> 44mzym_c + nadp_c,0.0,999999.0,YNL280C,
C22STDS,C 22 sterol desaturase  NADP,ergtrol_c + h_c + nadph_c + o2_c --> ergtetrol_c + 2.0 h2o_c + nadp_c,0.0,999999.0,YMR015C and YHR042W,
C22STDSx,C 22 sterol desaturase  NAD,ergtrol_c + h_c + nadh_c + o2_c --> ergtetrol_c + 2.0 h2o_c + nad_c,0.0,999999.0,(YIL043C and YNL111C and YMR015C) or (YNL111C and YMR015C and YKL150W),
C24STRer,C s24 sterol reductase  endoplamic reticular,ergtetrol_r + h_r + nadph_r --> ergst_r + nadp_r,0.0,999999.0,YGL012W,
C3STDH1,C 3 sterol dehydrogenase  4 methylzymosterol,4mzym_int1_c + nad_c --> 4mzym_int2_c + co2_c + h_c + nadh_c,0.0,999999.0,YGL001C,
ARGSL,Argininosuccinate lyase,argsuc_c <=> arg__L_c + fum_c,-999999.0,999999.0,YHR018C,
ARGSS,Argininosuccinate synthase,asp__L_c + atp_c + citr__L_c <=> amp_c + argsuc_c + h_c + ppi_c,-999999.0,999999.0,YOL058W,
ARGTRS,Arginyl-tRNA synthetase,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,0.0,999999.0,YDR341C,
ARGTRSm,Arginyl tRNA synthetase  mitochondrial,arg__L_m + atp_m + trnaarg_m --> amp_m + argtrna_m + ppi_m,0.0,999999.0,YHR091C,
ARGt2m,Arginine mitochondrial transport via proton symport,arg__L_c + h_c <=> arg__L_m + h_m,-999999.0,999999.0,,
ARGt2r,L arganine reversible transport via proton symport,arg__L_e + h_e <=> arg__L_c + h_c,-999999.0,999999.0,YKR039W or YEL063C or YNL270C,
ARGt6,L arginine transport in via proton antiport  vacuolar,arg__L_c + h_v --> arg__L_v + h_c,0.0,999999.0,YBR293W,
ARMT,HnRNP arginine N methyltransferase,amet_c + his__L_c --> NPmehis_c + ahcys_c + h_c,0.0,999999.0,YBR034C,
ASAD,Aspartate-semialdehyde dehydrogenase,aspsa_c + nadp_c + pi_c <-- 4pasp_c + h_c + nadph_c,-999999.0,0.0,YDR158W,
C3STDH2,C 3 sterol dehydrogenase  zymosterol,nad_c + zym_int1_c --> co2_c + h_c + nadh_c + zym_int2_c,0.0,999999.0,YGL001C,
C3STKR1,C 3 sterol keto reductase  4 methylzymosterol,4mzym_int2_c + h_c + nadph_c --> 4mzym_c + nadp_c,0.0,999999.0,YLR100W,
C3STKR2,C 3 sterol keto reductase  zymosterol,h_c + nadph_c + zym_int2_c --> nadp_c + zymst_c,0.0,999999.0,YLR100W,
ASNN,L-asparaginase,asn__L_c + h2o_c --> asp__L_c + nh4_c,0.0,999999.0,YDR321W,
C4STMO1,C 4 sterol methyl oxidase  4 4 dimethylzymosterol,44mzym_c + 3.0 h_c + 3.0 nadph_c + 3.0 o2_c --> 4mzym_int1_c + 4.0 h2o_c + 3.0 nadp_c,0.0,999999.0,YGR060W,
ASNNe,L asparaginase  extracellular,asn__L_e + h2o_e --> asp__L_e + nh4_e,0.0,999999.0,YLR160C or YLR158C or YLR157C or YLR155C,
C4STMO2,C 4 sterol methyl oxidase  4 methylzymosterol,4mzym_c + 3.0 h_c + 3.0 nadph_c + 3.0 o2_c --> 4.0 h2o_c + 3.0 nadp_c + zym_int1_c,0.0,999999.0,YGR060W,
ASNS1,Asparagine synthase (glutamine-hydrolysing),asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,0.0,999999.0,YML096W or YGR124W or YPR145W,
3MBALDt,3 methylbutanal transport  extracellular,3mbald_c <=> 3mbald_e,-999999.0,999999.0,,
ASNTRS,Asparaginyl-tRNA synthetase,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c,0.0,999999.0,YHR019C,
ASNTRSm,Asparaginyl tRNA synthetase  miotchondrial,asn__L_m + atp_m + trnaasn_m --> amp_m + asntrna_m + ppi_m,0.0,999999.0,YCR024C,
C5STDS,C 5 sterol desaturase,epist_c + h_c + nadph_c + o2_c --> ergtrol_c + 2.0 h2o_c + nadp_c,0.0,999999.0,YLR056W,
C8STI,C 8 sterol isomerase,fecost_c --> epist_c,0.0,999999.0,YMR202W,
ASNt2m,Asparagine mitochondrial transport via proton transport,asn__L_c + h_c <=> asn__L_m + h_m,-999999.0,999999.0,,
ASNt2r,L asparagine reversible transport via proton symport,asn__L_e + h_e <=> asn__L_c + h_c,-999999.0,999999.0,YKR039W or YCL025C or YDR508C or YPL265W,
3MBALDtm,3 methylbutanal transport  mitochondrial,3mbald_c <=> 3mbald_m,-999999.0,999999.0,,
ASNt6,L asparagine transport in via proton antiport  vacuolar,asn__L_c + h_v --> asn__L_v + h_c,0.0,999999.0,YJR001W,
ASNt7,L asparagine transport out via proton symport  vacuolar,asn__L_v + h_v --> asn__L_c + h_c,0.0,999999.0,YKL146W or YNL101W,
CAT,Catalase,2.0 h2o2_c --> 2.0 h2o_c + o2_c,0.0,999999.0,YGR088W,
CATp,Catalase A  peroxisomal,2.0 h2o2_x --> 2.0 h2o_x + o2_x,0.0,999999.0,YDR256C,
ASPCT,Aspartate carbamoyltransferase,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,0.0,999999.0,YJL130C,
3MOBDC,3 Methyl 2 oxobutanoate decarboxylase,3mob_c + h_c --> 2mppal_c + co2_c,0.0,999999.0,YLR134W or YLR044C or (YGR087C and YGR087C),
ASPGLU2m,Aspartate glutamate transporter,asp__L_m + glu__L_c --> asp__L_c + glu__L_m,0.0,999999.0,YPR021C,
ASPGLUtp,Aspartate glutamate peroxisomal shuttle,asp__L_c + glu__L_x <=> asp__L_x + glu__L_c,-999999.0,999999.0,,
ASPK,Aspartate kinase,asp__L_c + atp_c --> 4pasp_c + adp_c,0.0,999999.0,YER052C,
ASPOcm,Aspartate oxidase,asp__L_c + fad_m --> fadh2_m + h_c + iasp_c,0.0,999999.0,,
CBASPtn,N carbomoyl L aspartate transport  diffusion,cbasp_n <=> cbasp_c,-999999.0,999999.0,,
CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,0.0,999999.0,(YJR109C and YOR303W) or YJL130C,
CBPtn,Carbamoyl phosphate nuclear transport via diffusion,cbp_c <=> cbp_n,-999999.0,999999.0,,
CCP2m,Cytochrome c peroxidase  mitochondrial,2.0 focytc_m + h2o2_m --> 2.0 ficytc_m + 2.0 h2o_m,0.0,999999.0,(YKR066C and YJR048W) or (YKR066C and YEL039C),
CDPDGPm_SC,CDP diacylglycerol  serine O phosphatidyltransferae  yeast specific  mitochondrial,0.01 cdpdag_SC_m + glyc3p_m <=> cmp_m + h_m + 0.01 pgp_SC_m,-999999.0,999999.0,YCL004W,
ASPTA,Aspartate transaminase,akg_c + asp__L_c <=> glu__L_c + oaa_c,-999999.0,999999.0,YLR027C,
ASPTAm,Aspartate transaminase,akg_m + asp__L_m <=> glu__L_m + oaa_m,-999999.0,999999.0,YKL106W,
3MOBtm,3 methyl 2 oxobutanoate transport  diffusion  mitochondrial,3mob_c <=> 3mob_m,-999999.0,999999.0,,
ASPTAp,Aspartate transaminase  peroxisomal,akg_x + asp__L_x <=> glu__L_x + oaa_x,-999999.0,999999.0,YLR027C,
ASPTRS,Aspartyl-tRNA synthetase,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,0.0,999999.0,YLL018C,
ASPTRSm,Aspartyl tRNA synthetase  mitochondrial,asp__L_m + atp_m + trnaasp_m --> amp_m + asptrna_m + ppi_m,0.0,999999.0,YPL104W,
CDPtn,CDP nuclear transport,cdp_c <=> cdp_n,-999999.0,999999.0,,
CER1_24ter,Ceramide 1  C24  endoplasmic reticular transport,cer1_24_c <=> cer1_24_r,-999999.0,999999.0,,
CER1_26ter,Ceramide 1  C26  endoplasmic reticular transport,cer1_26_c <=> cer1_26_r,-999999.0,999999.0,,
CER2_24ter,Ceramide 2  C24  endoplasmic reticular transport,cer2_24_c <=> cer2_24_r,-999999.0,999999.0,,
CER2_26ter,Ceramide 2  C26  endoplasmic reticular transport,cer2_26_c <=> cer2_26_r,-999999.0,999999.0,,
ASPt2m,Aspartate mitochondrial transport via proton symport,asp__L_c + h_c <=> asp__L_m + h_m,-999999.0,999999.0,,
ASPt2n,Aspartate nuclear transport via proton symport,asp__L_c + h_c <=> asp__L_n + h_n,-999999.0,999999.0,,
CERASE124er,Alkaline ceramidase  ceramide 1   endoplasmic reticulum,cer1_24_r + coa_r + h_r --> sphgn_r + ttccoa_r,0.0,999999.0,YPL087W,
3MOPDC,3 Methyl 2 oxopentanoate decarboxylase,3mop_c + h_c --> 2mbald_c + co2_c,0.0,999999.0,YLR044C or YDL080C or YLR134W or YGR087C or YDR380W,
CERASE126er,Alkaline ceramidase  ceramide 1   endoplasmic reticulum,cer1_26_r + coa_r + h_r --> hexccoa_r + sphgn_r,0.0,999999.0,YPL087W,
ASPt2r,L aspartate reversible transport via proton symport,asp__L_e + h_e <=> asp__L_c + h_c,-999999.0,999999.0,YFL055W or YKR039W or YPL265W,
ASPt5n,L aspartate nuclear transport via diffusion,asp__L_n <=> asp__L_c,-999999.0,999999.0,,
ASPt7,L aspartate transport out via proton symport  vacuolar,asp__L_v + h_v --> asp__L_c + h_c,0.0,999999.0,YER119C,
CERASE224er,Alkaline ceramidase  ceramide 2   endoplasmic reticulum,cer2_24_r + coa_r + h_r --> psphings_r + ttccoa_r,0.0,999999.0,YPL087W or YBR183W,
CERASE226er,Alkaline ceramidase  ceramide 2   endoplasmic reticulum,cer2_26_r + coa_r + h_r --> hexccoa_r + psphings_r,0.0,999999.0,YPL087W or YBR183W,
ATHRDHr,L-allo-threonine dehydrogenase,athr__L_c + nadp_c <=> 2aobut_c + h_c + nadph_c,-999999.0,999999.0,YMR226C,
3MOPt,3mop reversible trasport,3mop_e <=> 3mop_c,-999999.0,999999.0,,
ATP2tp_H,AMPATP transporter  peroxisomal,amp_x + atp_c + h_x --> amp_c + atp_x + h_c,0.0,999999.0,YPR128C,
ATPATF1,ATP adenylyltransferase,adp_c + atp_c + h_c --> ap4a_c + pi_c,0.0,999999.0,YDR530C,
ATPATF2,ATP adenylyltransferase,adp_c + gtp_c + h_c --> ap4g_c + pi_c,0.0,999999.0,YCL050C,
ATPATF3,ATP adenylyltransferase,gdp_c + gtp_c + h_c --> gp4g_c + pi_c,0.0,999999.0,YCL050C,
ATPH1,ATP diphosphohydrolase,atp_c + 2.0 h2o_c --> amp_c + 2.0 h_c + 2.0 pi_c,0.0,999999.0,YER005W,
ATPM,ATP maintenance requirement,atp_c + h2o_c --> adp_c + h_c + pi_c,1.0,1.0,,
CERH124_copy1,Ceramide 1 hydroxylase  24C,cer1_24_c + h_c + nadph_c + o2_c --> cer2_24_c + h2o_c + nadp_c,0.0,999999.0,YDR297W,
CERH126_copy1,Ceramide 1 hydroxylase  26C,cer1_26_c + h_c + nadph_c + o2_c --> cer2_26_c + h2o_c + nadp_c,0.0,999999.0,YDR297W,
CERS124,Ceramide 1 synthase  24C,sphgn_c + ttccoa_c --> cer1_24_c + coa_c + h_c,0.0,999999.0,YKL008C or YHL003C,
CERS124er,Ceramide 1 synthase  24C   endoplasmic reticular,sphgn_r + ttccoa_r --> cer1_24_r + coa_r + h_r,0.0,999999.0,YHL003C or YKL008C or YPL087W,
CERS126,Ceramide 1 synthase  26C,hexccoa_c + sphgn_c --> cer1_26_c + coa_c + h_c,0.0,999999.0,YKL008C or YHL003C,
CERS126er,Ceramide 1 synthase  26C   endoplasmic reticular,hexccoa_r + sphgn_r --> cer1_26_r + coa_r + h_r,0.0,999999.0,YHL003C or YKL008C or YPL087W,
CERS224,Ceramide 2 synthase  24C,psphings_c + ttccoa_c --> cer2_24_c + coa_c + h_c,0.0,999999.0,YKL008C or YHL003C,
CERS224er,Ceramide 2 synthase  24C   endoplasmic reticular,psphings_r + ttccoa_r --> cer2_24_r + coa_r + h_r,0.0,999999.0,YHL003C or YKL008C or YBR183W,
ATPPRT,ATP phosphoribosyltransferase,atp_c + prpp_c --> ppi_c + prbatp_c,0.0,999999.0,YER055C,
ATPS,ATPase  cytosolic,atp_c + h2o_c --> adp_c + h_e + pi_c,0.0,999999.0,(YCR024C_A and YEL017C_A and YGL008C) or (YCR024C_A and YEL017C_A and YPL036W),
ATPS3g,ATP synthase  Golgi Apparatus,adp_g + 3.0 h_c + pi_g --> atp_g + h2o_g + 2.0 h_g,0.0,999999.0,YBR127C and YDL185W and YEL027W and YEL051W and YGR020C and YHR026W and YHR039C_A and YKL080W and YLR447C and YMR054W and YOR332W and YPL234C and YPR036W,
ATPS3m,ATP synthase  mitochondrial,adp_m + 3.0 h_c + pi_m --> atp_m + h2o_m + 2.0 h_m,0.0,999999.0,(Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDL181W and YDR298C and YDR377W and YJR121W and YKL016C and YLR295C and YML081C_A and YPL078C and YPL271W) or (Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDL181W and YDR298C and YDR322C_A and YDR377W and YJR121W and YKL016C and YLR295C and YML081C_A and YOL077W_A and YPL078C and YPL271W and YPR020W),
CERS226,Ceramide 2 synthase  26C,hexccoa_c + psphings_c --> cer2_26_c + coa_c + h_c,0.0,999999.0,YKL008C or YHL003C,
CERS226er,Ceramide 2 synthase  26C   endoplasmic reticular,hexccoa_r + psphings_r --> cer2_26_r + coa_r + h_r,0.0,999999.0,YHL003C or YKL008C or YBR183W,
CERH124_copy2,Ceramide 1 hydroxylase  24C,cer1_24_c + h_c + nadph_c + o2_c --> cer2_24_c + h2o_c + nadp_c,0.0,999999.0,YMR272C,
CERH126_copy2,Ceramide 1 hydroxylase  26C,cer1_26_c + h_c + nadph_c + o2_c --> cer2_26_c + h2o_c + nadp_c,0.0,999999.0,YMR272C,
CITtbm,Citrate transport  mitochondrial,cit_c + pep_m <=> cit_m + pep_c,-999999.0,999999.0,YBR291C,
3MOPtm,3 Methyl 2 oxopentanoate transport  diffusion  mitochondrial,3mop_c <=> 3mop_m,-999999.0,999999.0,,
CITtcm,Citrate transport  mitochondrial,cit_c + icit_m <=> cit_m + icit_c,-999999.0,999999.0,YBR291C,
CERS324,Ceramide 3 synthase  24C,cer2_24_c + h_c + nadph_c + o2_c --> cer3_24_c + h2o_c + nadp_c,0.0,999999.0,YMR272C,
CERS326,Ceramide 3 synthase  26C,cer2_26_c + h_c + nadph_c + o2_c --> cer3_26_c + h2o_c + nadp_c,0.0,999999.0,YMR272C,
CHLPCTD,Choline phosphate cytididyltransferase,cholp_c + ctp_c + h_c --> cdpchol_c + ppi_c,0.0,999999.0,YGR202C,
CHLSTI,Cholestenol delta isomerase  lumped reaction,amet_c + o2_c + zymst_c --> ahcys_c + ergtetrol_c + 2.0 h2o_c + h_c,0.0,999999.0,,
CLPNSm_SC,Cardiolipin synthase  yeast specific  mitochondrial,0.01 cdpdag_SC_m + 0.01 pg_SC_m --> 0.01 clpn_SC_m + cmp_m + h_m,0.0,999999.0,YDL142C,
3OPHB5Hm,3 Hexaprenyl 4 5 dihydroxybenzoate hydroxylase  mitochondrial,3ophb_5_c + 0.5 o2_c --> 3dh5hpb_c,0.0,999999.0,,
CMPN,CMP nucleosidase,cmp_c + h2o_c --> csn_c + r5p_c,0.0,999999.0,,
CHLt2,Choline transport via proton symport,chol_e + h_e --> chol_c + h_c,0.0,999999.0,YGL077C,
CHOLK,Choline kinase,atp_c + chol_c --> adp_c + cholp_c + h_c,0.0,999999.0,YLR133W,
CHORM,Chorismate mutase,chor_c --> pphn_c,0.0,999999.0,YPR060C,
CHORS,Chorismate synthase,3psme_c --> chor_c + pi_c,0.0,999999.0,YGL148W,
CHRPL,Chorismate pyruvate lyase,chor_c --> 4hbz_c + pyr_c,0.0,999999.0,,
CO2t,CO2 transporter via diffusion,co2_e <=> co2_c,-999999.0,999999.0,,
CO2tg,CO2 Golgi transport,co2_c <=> co2_g,-999999.0,999999.0,,
CO2tm,CO2 transport  diffusion   mitochondrial,co2_c <=> co2_m,-999999.0,999999.0,,
CO2tn,CO2 nuclear transport via diffusion,co2_n <=> co2_c,-999999.0,999999.0,,
CO2tp,CO2 peroxisomal transport,co2_c <=> co2_x,-999999.0,999999.0,,
CHTNDA,Chitin deacetylase,chitin_c + h2o_c --> ac_c + chitos_c + h_c,0.0,999999.0,YLR307W or YLR308W,
CHTNS,Chitin synthase,udpacgal_c --> chitin_c + h_c + udp_c,0.0,999999.0,YNL192W or YBR038W or YBR023C,
CITt2r,Citrate reversible transport via symport,cit_e + h_e <=> cit_c + h_c,-999999.0,999999.0,,
CO2tv,CO2 vacuolar transport,co2_c <=> co2_v,-999999.0,999999.0,,
COAHLp,CoA hydrolase  peroxisomal,coa_x + h2o_x --> 2.0 h_x + pan4p_x + pap_x,0.0,999999.0,YLR151C,
3OPHB_5tm,3 Octaprenyl 4 hydroxybenzoate mitochondrial transport,3ophb_5_c <=> 3ophb_5_m,-999999.0,999999.0,,
COAtim,CoA transporter  mitochondrial   irreversible,coa_c --> coa_m,0.0,999999.0,YHR002W,
CITtam,Citrate transport  mitochondrial,cit_c + mal__L_m <=> cit_m + mal__L_c,-999999.0,999999.0,YBR291C or UNKNOWN,
CITtap,Citratemalate antiport into peroxisome,cit_x + mal__L_c <=> cit_c + mal__L_x,-999999.0,999999.0,,
COAtn,Coenzyme A transport  nuclear,coa_c <=> coa_n,-999999.0,999999.0,,
4ABUTNtm,4 aminobutanal mitochondrial transport via diffusion,4abutn_c <=> 4abutn_m,-999999.0,999999.0,,
COUCOAFm,P coumaroyl CoA formation,T4hcinnm_m + atp_m + coa_m --> amp_m + coucoa_m + ppi_m,0.0,999999.0,,
CPPPGO,Coproporphyrinogen oxidase (O2 required),cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,0.0,999999.0,YDR044W,
4ABUTtm,4 aminobutanoate mitochondrial transport via diffusion,4abut_c <=> 4abut_m,-999999.0,999999.0,,
CRNCARtm,Carnithine acetylcarnithine carrier  mitochondrial,acrn_c + crn_m --> acrn_m + crn_c,0.0,999999.0,YOR100C,
CRNCARtp,Carnitine acetylcarnitine carrier  peroxisomal,acrn_x + crn_c --> acrn_c + crn_x,0.0,999999.0,,
DCTPD,DCTP deaminase,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,0.0,999999.0,YHR144C,
DCYTD,Deoxycytidine deaminase,dcyt_c + h2o_c + h_c --> duri_c + nh4_c,0.0,999999.0,YLR245C,
CRNt,L carnitine reversible transport,crn_e <=> crn_c,-999999.0,999999.0,YBR132C,
4ABZt,4 Aminobenzoate mitochondrial transport via diffusion,4abz_c <=> 4abz_e,-999999.0,999999.0,,
CRNtim,L carnitine transport out of mitochondria via diffusion,crn_m --> crn_c,0.0,999999.0,,
DCYTt2,Deoxycytidine transport in via proton symport,dcyt_e + h_e --> dcyt_c + h_c,0.0,999999.0,,
CRNtp,Carnitine transport into peroxsiome,crn_c --> crn_x,0.0,999999.0,,
4ABZtm,4 Aminobenzoate mitochondrial transport via diffusion,4abz_c <=> 4abz_m,-999999.0,999999.0,,
CSNATm,Carnitine O aceyltransferase  mitochondrial,acrn_m + coa_m <=> accoa_m + crn_m,-999999.0,999999.0,YML042W,
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,0.0,999999.0,YBR249C or YDR035W,
DDPAm,2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial,e4p_m + h2o_m + pep_m --> 2dda7p_m + pi_m,0.0,999999.0,YDR035W,
DESAT14,Myristicoyl CoA desaturase  n C140CoA   n C141CoA,h_c + nadph_c + o2_c + tdcoa_c --> 2.0 h2o_c + nadp_c + tdecoa_c,0.0,999999.0,,
DESAT16,Palmitoyl CoA desaturase  n C160CoA   n C161CoA,h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c,0.0,999999.0,YGL055W,
DESAT18,Stearoyl CoA desaturase  n C180CoA   n C181CoA,h_c + nadph_c + o2_c + stcoa_c --> 2.0 h2o_c + nadp_c + odecoa_c,0.0,999999.0,YGL055W,
CSNATp,Carnitine O acetyltransferase  reverse direction  peroxisomal,accoa_x + crn_x <=> acrn_x + coa_x,-999999.0,999999.0,YML042W,
CSNATr,Carnitine O acetyltransferase,accoa_c + crn_c <=> acrn_c + coa_c,-999999.0,999999.0,YAR035W or YER024W,
CSND,Cytosine deaminase,csn_c + h2o_c + h_c --> nh4_c + ura_c,0.0,999999.0,YPR062W,
CSNt2,Cytosine transport in via proton symport,csn_e + h_e --> csn_c + h_c,0.0,999999.0,YER056C or YER060W or YER060W_A or YGL186C,
CSm,Citrate synthase,accoa_m + h2o_m + oaa_m --> cit_m + coa_m + h_m,0.0,999999.0,YNR001C or YPR001W,
DESAT18_2,Oleoyl CoA desaturase  n C181CoA   n C182CoA,h_c + nadph_c + o2_c + odecoa_c --> 2.0 h2o_c + nadp_c + ocdycacoa_c,0.0,999999.0,,
DGDPtn,DGDP nuclear transport,dgdp_c <=> dgdp_n,-999999.0,999999.0,,
CSp,Citrate synthase,accoa_x + h2o_x + oaa_x --> cit_x + coa_x + h_x,0.0,999999.0,YCR005C,
DGGH,Alpha D glucoside glucohydrase,6dg_c + h2o_c --> gal_c + glc__D_c,0.0,999999.0,YJL221C,
4H2OGLTtm,4 hydroxy 2 oxoglutarate mitochondrial transport via diffusion,4h2oglt_c <=> 4h2oglt_m,-999999.0,999999.0,,
DGK1,Deoxyguanylate kinase (dGMP:ATP),atp_c + dgmp_c <=> adp_c + dgdp_c,-999999.0,999999.0,YDR454C,
DGSNt2,Deoxyguanosine transport in via proton symport,dgsn_e + h_e --> dgsn_c + h_c,0.0,999999.0,,
CTPS1,CTP synthase  NH3,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,0.0,999999.0,YBL039C or YJR103W,
CTPS2,CTP synthase (glutamine),atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,0.0,999999.0,YBL039C or YJR103W,
CTPtm,CTPCMP antiport,cmp_m + ctp_c + 2.0 h_c --> cmp_c + ctp_m + 2.0 h_m,0.0,999999.0,YBR192W,
DHAD1m,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylbutanoate   mitochondrial,23dhmb_m --> 3mob_m + h2o_m,0.0,999999.0,YJR016C,
4H2OGLTtp,4 hydroxy 2 oxoglutarate peroxisomal transport via diffusion,4h2oglt_c <=> 4h2oglt_x,-999999.0,999999.0,,
DHAD2m,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate   mitochondrial,23dhmp_m --> 3mop_m + h2o_m,0.0,999999.0,YJR016C,
DHAK,Dihydroxyacetone kinase,atp_c + dha_c --> adp_c + dhap_c + h_c,0.0,999999.0,YML070W or YFL053W,
CYOOm,Cytochrome c oxidase  mitochondrial,4.0 focytc_m + 6.0 h_m + o2_m --> 4.0 ficytc_m + 2.0 h2o_m + 6.0 h_c,0.0,999999.0,((Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YLR038C and YLR395C and YMR256C and YNL052W) and YEL039C) or ((Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YLR038C and YLR395C and YMR256C and YNL052W) and YJR048W) or ((Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YIL111W and YLR038C and YLR395C and YMR256C) and YJR048W) or ((Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YIL111W and YLR038C and YLR395C and YMR256C) and YEL039C),
CYOR_u6m,Ubiquinol 6 cytochrome c reductase,2.0 ficytc_m + 1.5 h_m + q6h2_m --> 2.0 focytc_m + 1.5 h_c + q6_m,0.0,999999.0,((Q0105 and YBL045C and YDR529C and YEL024W and YFR033C and YGR183C and YHR001W_A and YJL166W and YOR065W and YPR191W) and YEL039C) or ((Q0105 and YBL045C and YDR529C and YEL024W and YFR033C and YGR183C and YHR001W_A and YJL166W and YOR065W and YPR191W) and YJR048W),
DHAPtm,Dihydroxyacetone phosphate transport  mitochondrial,dhap_m --> dhap_c,0.0,999999.0,,
DHFR,Dihydrofolate reductase,dhf_c + h_c + nadph_c --> nadp_c + thf_c,0.0,999999.0,YOR236W,
CYSS,Cysteine synthase,acser_c + h2s_c --> ac_c + cys__L_c + h_c,0.0,999999.0,YGR012W,
4HBZCOAFm,4 hydroxybenzoyl CoA formation,coa_m + coucoa_m + h2o_m + nad_m --> 4hbzcoa_m + accoa_m + h_m + nadh_m,0.0,999999.0,,
CYSTGL,Cystathionine g lyase,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,0.0,999999.0,YAL012W,
CYSTL,Cystathionine b-lyase,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,0.0,999999.0,YFR055W,
CYSTLp,Cystathione b lyase  peroxisomal,cyst__L_x + h2o_x --> hcys__L_x + nh4_x + pyr_x,0.0,999999.0,YGL184C,
CYSTRS,Cysteinyl-tRNA synthetase,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c,0.0,999999.0,YNL247W,
CYSTS,Cystathionine beta synthase,hcys__L_c + ser__L_c --> cyst__L_c + h2o_c,0.0,999999.0,YGR155W,
DHFRim,Dihydrofolate reductase  mitochondrial,dhf_m + h_m + nadph_m --> nadp_m + thf_m,0.0,999999.0,YOR236W,
DHFS,Dihydrofolate synthase,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,0.0,999999.0,,
DHFtm,Dihydrofolate reversible mitochondrial transport,dhf_c <=> dhf_m,-999999.0,999999.0,,
DHNPAm,Dihydroneopterin aldolase,dhnpt_m --> 2ahhmp_m + gcald_m + h_m,0.0,999999.0,YNL256W,
DHNPTtm,Dhnpt mitochondrial transport,dhnpt_c <=> dhnpt_m,-999999.0,999999.0,,
DHORD4i,Dihydoorotic acid  ubiquinone 6   irreversible,dhor__S_c + q6_m --> orot_c + q6h2_m,0.0,999999.0,YKL216W,
