metabolite_id,metabolite_name,compartment,formula,charge
2dhglcn_p,2-Dehydro-D-gluconate,C_p,C6H9O7,-1
2dhguln_c,2-Dehydro-L-gulonate,C_c,C6H9O7,0
2dhp_c,2-Dehydropantoate,C_c,C6H9O4,-1
2dmmq8_c,2-Demethylmenaquinone 8,C_c,C50H70O2,0
2dmmql8_c,2-Demethylmenaquinol 8,C_c,C50H72O2,0
2dr1p_c,2-Deoxy-D-ribose 1-phosphate,C_c,C5H9O7P,0
2dr5p_c,2-Deoxy-D-ribose 5-phosphate,C_c,C5H9O7P,-2
2h3oppan_c,2-Hydroxy-3-oxopropanoate,C_c,C3H3O4,-1
2hadnt_c,2 Hydroxylamino 4 6 dinitrotoluene,C_c,HNO,0
2hyoxplac_c,2-Hydroxyphenylacetate,C_c,C8H7O3,-1
2ins_c,2-Inosose,C_c,C6H10O6,0
2ippm_c,2-Isopropylmaleate,C_c,C7H8O4,-2
2kmb_c,2-keto-4-methylthiobutyrate,C_c,C5H7O3S,-1
2m35mdntha_c,N  2 methyl 3 5 dinitrophenyl  4 methyl 3 5 dinitroaniline,C_c,HN,0
2m35mdntha_e,N  2 methyl 3 5 dinitrophenyl  4 methyl 3 5 dinitroaniline,C_e,HN,0
2maacoa_c,2-Methyl-3-acetoacetyl-CoA,C_c,C26H38N7O18P3S,0
2mahmp_c,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,C_c,C6H8N3O7P2,-3
2mb2coa_c,Trans-2-Methylbut-2-enoyl-CoA,C_c,C26H38N7O17P3S,-4
2mbald_c,2 methylbutyraldehyde C5H10O,C_c,C5H10O,0
2mbald_e,2 methylbutyraldehyde C5H10O,C_e,C5H10O,0
2mbcoa_c,2-Methylbutanoyl-CoA,C_c,C26H40N7O17P3S,-4
2me4p_c,2-C-methyl-D-erythritol 4-phosphate,C_c,C5H11O7P,0
2mecdp_c,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate",C_c,C5H10O9P2,-2
2mop_c,2-Methyl-3-oxopropanoate,C_c,C4H5O3,-1
2mp2coa_c,2-Methylprop-2-enoyl-CoA,C_c,C25H36N7O17P3S,-4
2obut_c,2-Oxobutanoate,C_c,C4H5O3,-1
2obut_e,2-Oxobutanoate,C_e,C4H5O3,-1
2ohph_c,2-Octaprenyl-6-hydroxyphenol,C_c,C46H70O2,0
2oph_c,2-Octaprenylphenol,C_c,C46H70O,0
2oxoadp_c,2 Oxoadipate C6H6O5,C_c,C6H6O5,-2
2p4c2me_c,2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C_c,C14H22N3O17P3,-4
2pg_c,D-Glycerate 2-phosphate,C_c,C3H4O7P,-3
2pglyc_c,2-Phosphoglycolate,C_c,C2H2O6P,-3
2pglyc_e,2-Phosphoglycolate,C_e,C2H2O6P,-3
34dhbz_c,"3,4-Dihydroxybenzoate",C_c,C7H5O4,-1
34dhbz_e,"3,4-Dihydroxybenzoate",C_e,C7H5O4,-1
34dhbz_p,"3,4-Dihydroxybenzoate",C_p,C7H5O4,-1
34dhpac_e,"3,4-Dihydroxyphenylacetaldehyde",C_e,C8H8O3,0
34dhpac_p,"3,4-Dihydroxyphenylacetaldehyde",C_p,C8H8O3,0
34dhsa_c,"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione",C_c,C19H23O4,0
34hpp_c,3-(4-Hydroxyphenyl)pyruvate,C_c,C9H7O4,-1
35cgmp_c,"3',5'-Cyclic GMP",C_c,C10H11N5O7P,-1
35dnta_c,N N bis 3 5 dinitrotolyl  amine,C_c,HN,0
35dnta_e,N N bis 3 5 dinitrotolyl  amine,C_e,HN,0
3c2hmp_c,3-Carboxy-2-hydroxy-4-methylpentanoate,C_c,C7H10O5,-2
3c3hmp_c,3-Carboxy-3-hydroxy-4-methylpentanoate,C_c,C7H10O5,-2
3c4mop_c,3-Carboxy-4-methyl-2-oxopentanoate,C_c,C7H8O5,-2
3dhq_c,3-Dehydroquinate,C_c,C7H9O6,-1
3dhsk_c,3-Dehydroshikimate,C_c,C7H7O5,-1
3gmp_c,Guanosine 3  phosphate C10H12N5O8P,C_c,C10H12N5O8P,-2
3h6athcoa_c,3 Hydroxy 6 acetylthiohexanoyl CoA,C_c,C23H34N7O16P3S,0
3hbcoa__R_c,(R)-3-Hydroxybutyryl-CoA,C_c,C25H38N7O18P3S,0
3hbcoa_c,(S)-3-Hydroxybutanoyl-CoA,C_c,C25H38N7O18P3S,-4
3hbycoa_c, S  3 Hydroxybutyryl CoA C25H38N7O18P3S,C_c,C25H38N7O18P3S,0
3hdcoa_c,(S)-3-Hydroxydecanoyl-CoA,C_c,C31H50N7O18P3S,-4
3hdd5coa_c,3-hydroxy-(5Z)-dodecenoyl-CoA,C_c,C35H56N7O18P3S,0
3hdd6coa_c,S  3 hydroxy  6Z  dodedecenyl CoA,C_c,C33H50N7O18P3S,0
3hddccoa_c,S  3 hydroxy  5Z  dodedecenyl CoA,C_c,C33H53N7O18P3S,0
3hddcoa_c,(S)-3-Hydroxydodecanoyl-CoA,C_c,C33H54N7O18P3S,-4
3hdec4coa_c,3 Hydroxy 4Z decenoyl CoA,C_c,C31H48N7O18P3S,0
3hhcoa_c,(S)-3-Hydroxyhexanoyl-CoA,C_c,C27H42N7O18P3S,-4
3hhd58coa_c,S  3 hydroxy  5Z 8Z  tetradecedienyl CoA,C_c,C35H52N7O18P3S,0
3hhdcoa_c,(S)-3-Hydroxyhexadecanoyl-CoA,C_c,C37H62N7O18P3S,-4
3hhdd7coa_c,S  3 hydroxy  7Z  hexadecenyl CoA,C_c,C37H60N7O18P3S,0
3hhpcoa_c,3 Hydroxyheptanoyl CoA,C_c,C28H44N7O18P3S,0
3hibutcoa_c,(S)-3-Hydroxyisobutyryl-CoA,C_c,C25H38N7O18P3S,-4
3hmbcoa_c,(S)-3-Hydroxy-2-methylbutyryl-CoA,C_c,C26H40N7O18P3S,-4
3hmp_c,3-Hydroxy-2-methylpropanoate,C_c,C4H7O3,-1
3hnonacoa_c,3 Hydroxynonanoyl CoA,C_c,C30H46N7O18P3S,0
3hocoa_c,(S)-3-Hydroxyoctanoyl-CoA,C_c,C29H46N7O18P3S,0
3hodcoa_c,(S)-3-Hydroxyoctadecanoyl-CoA,C_c,C39H66N7O18P3S,0
3hodecoa_c,S  3 hydroxy  9Z  octadecenyl CoA,C_c,C39H64N7O18P3S,0
3hptcoa_c,3-Hydroxypentoyl-CoA,C_c,C26H40N7O18P3S,0
3hsa_c,Secophenol,C_c,C19H23O3,0
3htdccoa_c,S  3 hydroxy  7Z  tetradecenyl CoA,C_c,C35H56N7O18P3S,0
3htdcoa_c,(S)-3-Hydroxytetradecanoyl-CoA,C_c,C35H58N7O18P3S,-4
3hvacccoa_c,3 hydroxy  11Z  octadecenyl CoA,C_c,C39H64N7O18P3S,0
3ig3p_c,C'-(3-Indolyl)-glycerol 3-phosphate,C_c,C11H12NO6P,-2
3mb2coa_c,3-Methylbut-2-enoyl-CoA,C_c,C26H38N7O17P3S,-4
3mgcoa_c,3-Methylglutaconyl-CoA,C_c,C27H37N7O19P3S,0
3mob_c,3-Methyl-2-oxobutanoate,C_c,C5H7O3,-1
3mop_c,(S)-3-Methyl-2-oxopentanoate,C_c,C6H9O3,-1
3o6athcoa_c,3 Oxo 6 acetylthiohexanoyl CoA,C_c,C23H32N7O16P3S,0
3odcoa_c,3-Oxodecanoyl-CoA,C_c,C31H48N7O18P3S,-4
3odd5coa_c,3 oxo  5Z  tetradecenyl CoA,C_c,C35H54N7O18P3S,0
3odd6coa_c,3 oxo  6Z  dodedecenyl CoA,C_c,C33H48N7O18P3S,0
3oddccoa_c,3 oxo  5Z  dodedecenyl CoA,C_c,C33H51N7O18P3S,0
3oddcoa_c,3-Oxododecanoyl-CoA,C_c,C33H52N7O18P3S,-4
3odec4coa_c,3 oxo 4Z decenoyl CoA,C_c,C31H46N7O18P3S,0
3ohcoa_c,3-Oxohexanoyl-CoA,C_c,C27H40N7O18P3S,-4
3ohd58coa_c,3 oxo  5Z 8Z  tetradec dienyl CoA,C_c,C35H50N7O18P3S,0
3ohdcoa_c,3-Oxohexadecanoyl-CoA,C_c,C37H60N7O18P3S,-4
3ohdd7coa_c,3 oxo  7Z  hexadecenyl CoA,C_c,C37H58N7O18P3S,0
3ohodcoa_c,3-Oxooctadecanoyl-CoA,C_c,C39H64N7O18P3S,-4
3ohpcoa_c,3 oxoheptanoyl CoA,C_c,C28H42N7O18P3S,0
3ononacoa_c,3 Oxononanoyl CoA,C_c,C30H44N7O18P3S,0
3oocoa_c,3-Oxooctanoyl-CoA,C_c,C29H44N7O18P3S,-4
3oodecoa_c,3 oxo  9Z  octadecenyl CoA,C_c,C39H62N7O18P3S,0
3ophb_c,3-Octaprenyl-4-hydroxybenzoate,C_c,C47H69O3,-1
3optcoa_c,3-Ocopentanoyl-CoA,C_c,C26H38N7O18P3S,0
3otdccoa_c,3 oxo  7Z  tetradecenyl CoA,C_c,C35H54N7O18P3S,0
3otdcoa_c,3-Oxotetradecanoyl-CoA,C_c,C35H56N7O18P3S,-4
3ovacccoa_c,3 oxo  11Z  octadecenyl CoA,C_c,C39H62N7O18P3S,0
3oxoadp_c,3-Oxoadipate,C_c,C6H6O5,-2
3padsel_c,3'-Phosphoadenylylselenate,C_c,C10H11N5O13P2Se,0
3pg_c,3-Phospho-D-glycerate,C_c,C3H4O7P,-3
3php_c,3-Phosphohydroxypyruvate,C_c,C3H2O7P,-3
3psme_c,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,C_c,C10H9O10P,-4
3sala_c,3-Sulfino-L-alanine,C_c,C3H5NO4S,0
3snpyr_c,3-Sulfinopyruvate,C_c,C3H2O5S,0
49dsha_c,"9,10-disecoandrosta-1(10),2-dien-4-oate",C_c,C19H23O6,0
4aabutn_c,4 Acetamidobutanoate C6H10NO3,C_c,C6H10NO3,-1
4abut_c,4-Aminobutanoate,C_c,C4H9NO2,0
4abut_e,4-Aminobutanoate,C_e,C4H9NO2,0
4abut_p,4-Aminobutanoate,C_p,C4H9NO2,0
4abutn_c,4-Aminobutanal,C_c,C4H10NO,1
4abutn_e,4-Aminobutanal,C_e,C4H10NO,1
4abz_c,4-Aminobenzoate,C_c,C7H6NO2,-1
4adcho_c,4-amino-4-deoxychorismate,C_c,C10H10NO5,-1
4ahmmp_c,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C_c,C6H9N3O,0
4ahmmp_e,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C_e,C6H9N3O,0
4ampm_c,4-Amino-2-methyl-5-phosphomethylpyrimidine,C_c,C6H8N3O4P,-2
4c2me_c,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C_c,C14H23N3O14P2,-2
4cml_c,4-Carboxymuconolactone,C_c,C7H4O6,0
4fumacac_c,4 Fumarylacetoacetate C8H6O6,C_c,C8H6O6,-2
4h2oglt_c,4 Hydroxy 2 oxoglutarate C5H4O6,C_c,C5H4O6,-2
4hadnt_c,4 Hydroxylamino 2 6 dinitrotoluene,C_c,HNO,0
4hba_c,4-Hydroxy-benzyl alcohol,C_c,C7H8O2,0
4hbald_c,4-Hydroxybenzaldehyde,C_c,C7H6O2,0
4hbz_c,4-Hydroxybenzoate,C_c,C7H5O3,-1
4hoxoh_c,4-Hydroxy-2-oxohexanoic acid,C_c,C6H9O4,0
4hoxpacd_c,4-Hydroxyphenylacetaldehyde,C_c,C8H8O2,0
4hphac_c,4-Hydroxyphenylacetate,C_c,C8H7O3,-1
4hphac_e,4-Hydroxyphenylacetate,C_e,C8H7O3,-1
4hpro_LT_c,Trans 4 Hydroxy L proline C5H9NO3,C_c,C5H9NO3,0
4hpro_LT_e,Trans 4 Hydroxy L proline C5H9NO3,C_e,C5H9NO3,0
4hthr_c,4-Hydroxy-L-threonine,C_c,C4H9NO4,0
4izp_c,4-Imidazolone-5-propanoate,C_c,C6H7N2O3,-1
4mhetz_c,4-Methyl-5-(2-hydroxyethyl)-thiazole,C_c,C6H9NOS,0
4mlacac_c,4 Maleylacetoacetate C8H6O6,C_c,C8H6O6,-2
4mop_c,4-Methyl-2-oxopentanoate,C_c,C6H9O3,-1
4mpetz_c,4-Methyl-5-(2-phosphoethyl)-thiazole,C_c,C6H8NO4PS,-2
4pasp_c,4-Phospho-L-aspartate,C_c,C4H6NO7P,-2
4per_c,4-Phospho-D-erythronate,C_c,C4H6O8P,-3
4ppan_c,D-4'-Phosphopantothenate,C_c,C9H15NO8P,-3
4ppcys_c,N-((R)-4-Phosphopantothenoyl)-L-cysteine,C_c,C12H20N2O9PS,-3
4r5au_c,4-(1-D-Ribitylamino)-5-aminouracil,C_c,C9H16N4O6,0
56dura_c,"5,6-dihydrouracil",C_c,C4H6N2O2,0
5a2opntn_c,5-Amino-2-oxopentanoate,C_c,C5H9NO3,0
5aizc_c,5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,C_c,C9H11N3O9P,0
5aop_c,5-Amino-4-oxopentanoate,C_c,C5H9NO3,0
5aprbu_c,5-Amino-6-(5'-phosphoribitylamino)uracil,C_c,C9H15N4O9P,-2
5apru_c,5-Amino-6-(5'-phosphoribosylamino)uracil,C_c,C9H13N4O9P,-2
5aptn_c,5-Aminopentanoate,C_c,C5H11NO2,0
5dglcn_c,5-Dehydro-D-gluconate,C_c,C6H9O7,-1
5dh4dglc_c,5-Dehydro-4-deoxy-D-glucarate,C_c,C6H6O7,-2
5dpmev_c, R  5 Diphosphomevalonate C6H10O10P2,C_c,C6H10O10P2,-4
5drib_c,5'-deoxyribose,C_c,C5H10O4,0
5drib_e,5'-deoxyribose,C_e,C5H10O4,0
5fthf_c,5-Formyltetrahydrofolate,C_c,C20H21N7O7,-2
5mcsn_c,5-Methylcytosine,C_c,C5H7N3O,0
5mdr1p_c,5-Methylthio-5-deoxy-D-ribose 1-phosphate,C_c,C6H11O7PS,-2
5mdru1p_c,5-Methylthio-5-deoxy-D-ribulose 1-phosphate,C_c,C6H11O7PS,-2
5mta_c,5-Methylthioadenosine,C_c,C11H15N5O3S,0
5mthf_c,5-Methyltetrahydrofolate,C_c,C20H24N7O6,-1
5odhf2a_c,"5-Oxo-4,5-dihydrofuran-2-acetate",C_c,C6H5O4,-1
5ohhipcoa_c,"5-hydroxy-3-[(3aS,4S,5R,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA",C_c,C34H53N7O19P3S,0
5oxpro_c,5-Oxoproline,C_c,C5H6NO3,-1
5pmev_c, R  5 Phosphomevalonate C6H10O7P,C_c,C6H10O7P,-3
6ath2coa_c,6 acetylthiohex 2 enoyl CoA,C_c,C23H32N7O15P3S,0
6pgc_c,6-Phospho-D-gluconate,C_c,C6H10O10P,-3
6pgl_c,"6-phospho-D-glucono-1,5-lactone",C_c,C6H9O9P,-2
6pthp_c,"6-Pyruvoyl-5,6,7,8-tetrahydropterin",C_c,C9H11N5O3,0
9ohadd_c,"9alpha-Hydroxyandrosta-1,4-diene-3,17-dione",C_c,C19H23O3,0
ACP_c,Acyl carrier protein,C_c,C384H603N96O142P0S3,1
CCbuttc_c,"Cis,cis-Butadiene-1,2,4-tricarboxylate",C_c,C7H3O6,-3
L2aadp6sa_c,L 2 Aminoadipate 6 semialdehyde C6H11NO3,C_c,C6H11NO3,0
L2aadp_c,L 2 Aminoadipate C6H10NO4,C_c,C6H10NO4,-1
LalaDgluMdap_c,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C_c,C15H25N4O8,-1
LalaDglu_c,L-alanine-D-glutamate,C_c,C8H13N2O5,-1
LalaLglu_c,L-alanine-L-glutamate,C_c,C8H13N2O5,-1
Largn_c,L-Arogenate,C_c,C10H13NO5,0
Ncbmpts_c,N-Carbamoylputrescine,C_c,C5H14N3O,1
R3hdec4coa_c, 3 Hydroxy 4Z decenoyl CoA,C_c,C31H48N7O18P3S,0
R3hdec4e_c, 3 Hydroxy 4Z decenic acid,C_c,C10H17O3,0
R_3h4atba_c, 3 Hydroxy 4 acetylthiobutanoic acid,C_c,HO,0
R_3h4atbcoa_c, 3 Hydroxy 4 acetylthiobutanyl CoA,C_c,C21H32N7O16P3S,0
R_3h6atha_c, 3 Hydroxy 6acetylthiohexanoic acid,C_c,C2H3O,0
R_3h6athcoa_c, 3 Hydroxy 6 acetylthiohexanoyl CoA,C_c,C23H34N7O16P3S,0
R_3hcddec5ecoa_c,(R)-Hydroxydodecanoyl-5-en-CoA,C_c,C33H53N7O18P3S,0
R_3hcmrs7e_c, 3 hydroxy cis myristol 7 en,C_c,C14H25O3,0
R_3hcmrs7ecoa_c,(R)-3-hydroxy-cis-myristol-7-eoyl-CoA,C_c,C35H56N7O18P3S,0
R_3hdcaa_c, 3 hydroxydecanoic acid,C_c,C10H19O3,0
R_3hdcoa_c,(R)-Hydroxydecanoyl-CoA,C_c,C31H50N7O18P3S,0
R_3hdd5ea_c, 3 Hydroxydodecanoic 5 en acid,C_c,C12H22O3,0
R_3hdd6coa_c, 3 hydroxy  6Z  dodedecenyl CoA,C_c,C33H50N7O18P3S,0
R_3hdd6e_c, 3 Hydroxydodecanoic 6 en acid,C_c,C12H19O3,0
R_3hdda_c, 3 Hydroxydodecanoic acid,C_c,C12H23O3,0
R_3hddcoa_c,(R)-3-Hydroxydodecanoyl-CoA,C_c,C33H54N7O18P3S,-4
R_3hhcoa_c,(R)-Hydroxyhexanoyl-CoA,C_c,C27H42N7O18P3S,0
R_3hhdca_c, 3 Hydroxyhexadecanoic acid,C_c,C16H31O3,0
R_3hhdcoa_c, 3 Hydroxyhexadecanoyl CoA,C_c,C37H62N7O18P3S,0
R_3hhpa_c, 3 hydroxyheptanoic acid,C_c,C7H13O3,0
R_3hhpcoa_c, 3 Hydroxyheptanoyl CoA,C_c,C28H44N7O18P3S,0
R_3hhxa_c, 3 hydroxyhexanoic acid,C_c,C6H11O3,0
R_3hmrscoa_c,(R)-3-hydroxytetradecanoyl-coa,C_c,C35H58N7O18P3S,-4
R_3hnonaa_c, 3 hydroxynonanoic acid,C_c,C9H15O3,0
R_3hnonacoa_c, 3 Hydroxynonanoyl CoA,C_c,C30H46N7O18P3S,0
R_3hocoa_c,(R)-Hydroxyoctanoyl-CoA,C_c,C29H46N7O18P3S,0
R_3hocta_c, 3 hydroxyoctanoic acid,C_c,C8H15O3,0
R_3hpba_c, 3 Hydroxyphenylbutanoic acid,C_c,C10H11O3,0
R_3hpbcoa_c, 3 Hydroxyphenylbutanoyl CoA,C_c,C31H42N7O18P3S,0
R_3hpdeca_c, 3 Hydroxy 10 phenyldecanoic acid,C_c,C16H17O3,0
R_3hpdecacoa_c, 3 Hydroxyphenyldecanoyl CoA,C_c,C37H48N7O18P3S,0
R_3hphpa_c, 3 Hydroxy 7 phenylheptanoic acid,C_c,C13H13O3,0
R_3hphpcoa_c, 3 Hydroxyphenylheptanoyl CoA,C_c,C34H44N7O18P3S,0
R_3hphxa_c, 3 Hydroxy 6 phenylhexanoic acid,C_c,C12H13O3,0
R_3hphxacoa_c, 3 Hydroxyphenylhexanoyl CoA,C_c,C33H44N7O18P3S,0
R_3hpnona_c, 3 Hydroxy 9 phenylnonanoic acid,C_c,C15H15O3,0
R_3hpnonacoa_c, 3 Hydroxyphenylnonanoyl CoA,C_c,C36H46N7O18P3S,0
R_3hpocta_c, 3 Hydroxy 8 phenyloctanoic acid,C_c,C14H15O3,0
R_3hpoctacoa_c, 3 Hydroxyphenyloctanoyl CoA,C_c,C35H46N7O18P3S,0
R_3hppta_c, 3 Hydroxy 5 phenylpentanoic acic,C_c,C11H11O3,0
R_3hpptcoa_c, 3 Hydroxyphenylpentanoyl CoA,C_c,C32H42N7O18P3S,0
R_3hpt_c, 3 Hydroxypentanoic acid,C_c,C5H9O3,0
R_3hptcoa_c, 3 Hydroxpypentoyl CoA,C_c,C26H40N7O18P3S,0
R_3htd58coa_c, 3 hydroxy  5Z 8Z  tetradecedienyl CoA,C_c,C35H52N7O18P3S,0
R_3htd58e_c, 3 hydroxy  5Z 8Z  tetradecedienic acid,C_c,C14H21O3,0
R_3htd5coa_c, 3 hydroxy  5Z  tetradecenyl CoA,C_c,C35H56N7O18P3S,0
R_3htd5e_c, 3 hydroxy  5Z  tetradecenic acid,C_c,C14H25O3,0
R_3htd5e_e, 3 hydroxy  5Z  tetradecenic acid,C_e,C14H25O3,0
R_3htd5e_p, 3 hydroxy  5Z  tetradecenic acid,C_p,C14H25O3,0
R_3httdca_c, 3 Hydroxytetradecanoic acid,C_c,C14H27O3,0
S2hglut_c,(S)-2-Hydroxyglutarate,C_c,C5H6O5,0
Sfglutth_c,S-Formylglutathione,C_c,C11H16N3O7S,-1
aacald_c,Aminoacetaldehyde,C_c,C2H6NO,1
aacoa_c,Acetoacetyl-CoA,C_c,C25H36N7O18P3S,-4
aact_c,Aminoacetone,C_c,C3H8NO,1
abt__L_c,L Arabinitol C5H12O5,C_c,C5H12O5,0
abt_c,L Arabinitol C5H12O5,C_c,C5H12O5,0
abt_e,L Arabinitol C5H12O5,C_e,C5H12O5,0
ac_c,Acetate,C_c,C2H3O2,-1
ac_e,Acetate,C_e,C2H3O2,-1
ac_p,Acetate,C_p,C2H3O2,-1
acac_c,Acetoacetate,C_c,C4H5O3,-1
acac_e,Acetoacetate,C_e,C4H5O3,-1
acadl_c,Acetyl adenylate,C_c,C12H14N5O8P,0
acald_c,Acetaldehyde,C_c,C2H4O,0
acald_e,Acetaldehyde,C_e,C2H4O,0
accoa_c,Acetyl-CoA,C_c,C23H34N7O17P3S,-4
acetol_c,Acetol cytosol,C_c,C3H6O2,0
acg5sa_c,N-Acetyl-L-glutamate 5-semialdehyde,C_c,C7H10NO4,-1
acgam1p_c,N-Acetyl-D-glucosamine 1-phosphate,C_c,C8H14NO9P,0
acgam6p_c,N-Acetyl-D-glucosamine 6-phosphate,C_c,C8H14NO9P,-2
acgam_c,N-Acetyl-D-glucosamine,C_c,C8H15NO6,0
acglu_c,N-Acetyl-L-glutamate,C_c,C7H9NO5,-2
acglu_e,N-Acetyl-L-glutamate,C_e,C7H9NO5,-2
achms_c,O Acetyl L homoserine C6H11NO4,C_c,C6H11NO4,0
acmum6p_c,N-acetylmuramate 6-phosphate,C_c,C11H17NO11P,0
acorn_c,N2-Acetyl-L-ornithine,C_c,C7H14N2O3,0
acser_c,O-Acetyl-L-serine,C_c,C5H9NO4,0
actn__R_c, R  Acetoin C4H8O2,C_c,C4H8O2,0
actn__R_e, R  Acetoin C4H8O2,C_e,C4H8O2,0
actn__S_c,S-acetoin,C_c,C4H8O2,0
ad_c,Acetamide,C_c,C2H5NO,0
ad_e,Acetamide,C_e,C2H5NO,0
adcobhex_c,Adenosyl-cobyric acid,C_c,C55H76CoN15O11,0
ade_c,Adenine,C_c,C5H5N5,0
ade_e,Adenine,C_e,C5H5N5,0
ade_p,Adenine,C_p,C5H5N5,0
adn_c,Adenosine,C_c,C10H13N5O4,0
adocbi_c,Adenosyl cobinamide,C_c,C58H84CoN16O11,1
adocbip_c,Adenosyl cobinamide phosphate,C_c,C58H83CoN16O14P,-1
adp_c,ADP C10H12N5O10P2,C_c,C10H12N5O10P2,-3
adpglc_c,ADPglucose C16H23N5O15P2,C_c,C16H23N5O15P2,-2
adprib_c,ADPribose C15H21N5O14P2,C_c,C15H21N5O14P2,-2
adsel_c,Adenylylselenate,C_c,C10H12N5O10PSe,0
agm_c,Agmatine,C_c,C5H16N4,2
agm_e,Agmatine,C_e,C5H16N4,2
agm_p,Agmatine,C_p,C5H16N4,2
ahcys_c,S-Adenosyl-L-homocysteine,C_c,C14H20N6O5S,0
ahdt_c,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate",C_c,C9H12N5O13P3,-4
aicar_c,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,C_c,C9H13N4O8P,-2
air_c,5-amino-1-(5-phospho-D-ribosyl)imidazole,C_c,C8H12N3O7P,0
akg_c,2-Oxoglutarate,C_c,C5H4O5,-2
akg_e,2-Oxoglutarate,C_e,C5H4O5,-2
ala_B_c,Beta-Alanine,C_c,C3H7NO2,0
ala__D_c,D-Alanine,C_c,C3H7NO2,0
ala__D_e,D-Alanine,C_e,C3H7NO2,0
ala__D_p,D-Alanine,C_p,C3H7NO2,0
ala__L_c,L-Alanine,C_c,C3H7NO2,0
ala__L_e,L-Alanine,C_e,C3H7NO2,0
alaala_c,D-Alanyl-D-alanine,C_c,C6H12N2O3,0
alaala_e,D-Alanyl-D-alanine,C_e,C6H12N2O3,0
alaala_p,D-Alanyl-D-alanine,C_p,C6H12N2O3,0
alac__S_c,(S)-2-Acetolactate,C_c,C5H7O4,-1
alltn_c,Allantoin,C_c,C4H6N4O3,0
alltt_c,Allantoate,C_c,C4H7N4O4,-1
amacald_c,Aminoacetaldehyde C2H5NO,C_c,C2H6NO,1
amet_c,S-Adenosyl-L-methionine,C_c,C15H23N6O5S,1
ametam_c,S-Adenosylmethioninamine,C_c,C14H24N6O3S,0
amp_c,AMP C10H12N5O7P,C_c,C10H12N5O7P,-2
andrs14dn317dn_c,"Androsta-1,4-diene-3,17-dione",C_c,C19H23O2,0
andrstndn_c,"Androst-4-ene-3,17-dione",C_c,C19H25O2,0
anhgm3p_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide,C_c,C34H52N6O19,0
anhgm3p_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide,C_p,C34H52N6O19,0
anhgm4p_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide,C_c,C37H57N7O20,-2
anhgm4p_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide,C_p,C37H57N7O20,-2
anhgm_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,C_c,C19H29N2O12,-1
anhgm_e,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,C_e,C19H29N2O12,-1
anhgm_p,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,C_p,C19H29N2O12,-1
anhm3p_c,"1,6-anhydrous-N-Acetylmuramyl-tripeptide",C_c,C26H39N5O14,-2
anhm4p_c,"1,6-anhydrous-N-Acetylmuramyl-tetrapeptide",C_c,C29H44N6O15,-2
anhm_c,"1,6-anhydrous-N-Acetylmuramate",C_c,C11H16NO7,-1
anth_c,Anthranilate,C_c,C7H6NO2,-1
appl_c,1-Aminopropan-2-ol,C_c,C3H10NO,0
applp_c,D-1-Aminopropan-2-ol O-phosphate,C_c,C3H9NO4P,-1
aprut_c,N Acetylputrescine C6H15N2O,C_c,C6H15N2O,1
aps_c,Adenosine 5'-phosphosulfate,C_c,C10H12N5O10PS,-2
arab__D_c,D Arabinose C5H10O5,C_c,C5H10O5,0
arab__L_c,L-Arabinose,C_c,C5H10O5,0
arab__L_e,L-Arabinose,C_e,C5H10O5,0
arab__L_p,L-Arabinose,C_p,C5H10O5,0
arabl__D_c,Arabl  D c,C_c,C5H12O5,0
arg__L_c,L-Arginine,C_c,C6H15N4O2,1
arg__L_e,L-Arginine,C_e,C6H15N4O2,1
argsuc_c,N(omega)-(L-Arginino)succinate,C_c,C10H17N4O6,0
asn__L_c,L-Asparagine,C_c,C4H8N2O3,0
asn__L_e,L-Asparagine,C_e,C4H8N2O3,0
asn__L_p,L-Asparagine,C_p,C4H8N2O3,0
aso3_c,Arsenite,C_c,H3AsO3,0
aso3_e,Arsenite,C_e,H3AsO3,0
aso3_p,Arsenite,C_p,H3AsO3,0
aso4_c,Arsenate,C_c,HAsO4,-2
aso4_e,Arsenate,C_e,HAsO4,-2
