reaction_id,reaction_name,equation,lower_bound,upper_bound,gene_rule,subsystem
CHOD,MNXR6103,chsterol_c + o2_c --> chol4en3one_c + h2o2_c,0.0,1000.0,XP_023467959_1,
CHOLCOA,MNXR87732,cholc5coa_c + fad_c --> cholenec5coa_c + fadh2_c,0.0,1000.0,,
CHOLD,Choline dehydrogenase,chol_c + nad_c --> betald_c + h_c + nadh_c,0.0,1000.0,XP_023463847_1 or XP_023467903_1,
CHOLK,Choline kinase,atp_c + chol_c --> adp_c + cholp_c + h_c,0.0,1000.0,XP_023462601_1 or XP_023465534_1,
CHOLSH,CHOLINE-SULFATASE-RXN,chols_c + h2o_c --> chol_c + h_c + so4_c,0.0,1000.0,,
CHOLSabc_1,Choline sulfate transport in via ABC system,atp_c + chols_e + h2o_c --> adp_c + chols_c + h_c + pi_c,0.0,1000.0,XP_023466427_1,
CHORM,Chorismate mutase,chor_c --> pphn_c,0.0,1000.0,XP_023462697_1 or XP_023462989_1,
CHORS,Chorismate synthase,3psme_c --> chor_c + pi_c,0.0,1000.0,XP_023464062_1,
CHSTEROLt_1,MNXR1163,atp_c + chsterol_e + h2o_c --> adp_c + chsterol_c + h_c + pi_c,0.0,1000.0,,
CITL,Citrate lyase,cit_c --> ac_c + oaa_c,0.0,1000.0,XP_023471616_1,
CLPNH140pp,"Cardiolipin hydrolase (periplasm, n-C14:0)",clpn140_p + h2o_p --> h_p + pa140_p + pg140_p,0.0,1000.0,,
CLPNH180pp,"Cardiolipin hydrolase (periplasm, n-C18:0)",clpn180_p + h2o_p --> h_p + pa180_p + pg180_p,0.0,1000.0,,
CLPNH181pp,"Cardiolipin hydrolase (periplasm, n-C18:1)",clpn181_p + h2o_p --> h_p + pa181_p + pg181_p,0.0,1000.0,,
CLPNS140pp,"Cardiolipin synthase (periplasmic, n-C14:0)",2.0 pg140_p <=> clpn140_p + glyc_p,-1000.0,1000.0,,
CLPNS160,Cardiolipin synthase (n-C16:0),2.0 pg160_c <=> clpn160_c + glyc_c,-1000.0,1000.0,,
CLPNS180pp,"Cardiolipin synthase (periplasmic, n-C18:0)",2.0 pg180_p <=> clpn180_p + glyc_p,-1000.0,1000.0,,
CLPNS181pp,"Cardiolipin synthase (periplasmic, n-C18:1)",2.0 pg181_p <=> clpn181_p + glyc_p,-1000.0,1000.0,,
CLS,,cdpdhdecg_c + pg160_c <=> clpn160_c + cmp_c + h_c,-1000.0,1000.0,,
CMt2ppi,Chloramphenicol transport via diffusion  periplasm to cytosol,cm_p --> cm_c,0.0,1000.0,,
CMtex,Chloramphenicol transport via diffusion (extracellular to periplasm),cm_e <=> cm_p,-1000.0,1000.0,,
CMtexabc,Chloramphenicol extrusion via ABC system,atp_c + cm_c + h2o_c --> adp_c + cm_e + h_c + pi_c,0.0,1000.0,XP_023467288_1,
CO2FO,,co2_c + fdxrd_c + 2.0 h_c <-- co_c + fdxo_2_2_c + h2o_c,-1000.0,0.0,XP_023469035_1,
CO2t,CO2 transporter via diffusion,co2_e <=> co2_c,-1000.0,1000.0,spontaneous,
CO2tex,CO2 transport via diffusion (extracellular to periplasm),co2_e <=> co2_p,-1000.0,1000.0,spontaneous,
CO2tpp,CO2 transporter via diffusion (periplasm),co2_p <=> co2_c,-1000.0,1000.0,spontaneous,
COAt,COAt,coa_e <=> coa_c,-1000.0,1000.0,,
COBALT2abcpp,Cobalt (Co+2) ABC transporter (periplasm),atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c,0.0,1000.0,XP_023465593_1,
COBALT2t3pp,Cobalt (Co+2) transport out via proton antiport (periplasm),cobalt2_c + h_p --> cobalt2_p + h_c,0.0,1000.0,XP_023461133_1 or XP_023470328_1 or XP_023471199_1,
COBALTt4pp,Cobalt transport out via proton antiporter (periplasm),cobalt2_c + h_p + k_p --> cobalt2_p + h_c + k_c,0.0,1000.0,XP_023461133_1 or XP_023469349_1 or XP_023471199_1,
COBALTt5,Cobalt (Co+2) transport via diffusion (extracellular to cytoplasm),cobalt2_c <=> cobalt2_e,-1000.0,1000.0,XP_023462878_1 or XP_023463559_1 or XP_023466291_1 or XP_023467119_1 or XP_023469349_1,
COabc,Cobalt transport via ABC system,atp_c + cobalt2_e + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,0.0,1000.0,XP_023464774_1 or XP_023465593_1,
COt_1,Co transport via diffusion (extracellular to periplasm),co_e <=> co_p,-1000.0,1000.0,spontaneous,
CPK1,Adenylate kinase,cmp_c + ctp_c <=> 2.0 cdp_c,-1000.0,1000.0,XP_023463380_1,
CPPPGO,Coproporphyrinogen oxidase (O2 required),cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,0.0,1000.0,XP_023462226_1 or XP_023469580_1,
CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c,0.0,1000.0,XP_023462226_1,
CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase,crn_c + ctbtcoa_c <=> crncoa_c + ctbt_c,-1000.0,1000.0,,
CRNCDH,Carnityl-CoA dehydratse,crncoa_c <=> ctbtcoa_c + h2o_c,-1000.0,1000.0,XP_023470708_1,
CRNDH,Carnitine 3 dehydrogenase,crn_c + nad_c --> dhcrn_c + h_c + nadh_c,0.0,1000.0,,
CRNabc,L-carnitine transport via ABC system,atp_c + crn_e + h2o_c --> adp_c + crn_c + h_c + pi_c,0.0,1000.0,XP_023466427_1,
CSND,Cytosine deaminase,csn_c + h2o_c + h_c --> nh4_c + ura_c,0.0,1000.0,XP_023464581_1,
CTBTabc,Crotonobetaine transport in via ABC system,atp_c + ctbt_e + h2o_c --> adp_c + ctbt_c + h_c + pi_c,0.0,1000.0,XP_023463336_1,
CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,tdecoa_c <=> td2coa_c,-1000.0,1000.0,XP_023470708_1,
CTECOAI7,3-cis-2-trans-enoyl-CoA isomerase,hdcoa_c <=> hdd2coa_c,-1000.0,1000.0,XP_023470708_1,
CTECOAI8,3-cis-2-trans-enoyl-CoA isomerase,odecoa_c <=> od2coa_c,-1000.0,1000.0,XP_023470708_1,
CTPS1,CTP synthase  NH3,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,0.0,1000.0,XP_023467579_1,
CTPS2,CTP synthase (glutamine),atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,0.0,1000.0,XP_023467579_1,
CU2t4pp,Copper  Cu2  transport out via proton antiport  periplasm,cu2_c + h_p + k_p --> cu2_p + h_c + k_c,0.0,1000.0,XP_023471199_1,
CUabcpp,Copper transport via ABC system (periplasm),atp_c + cu2_p + h2o_c --> adp_c + cu2_c + h_c + pi_c,0.0,1000.0,XP_023471338_1,
CYANST,Cyanide sulfurtransferase,cyan_c + tsul_c --> h_c + so3_c + tcynt_c,0.0,1000.0,XP_023466274_1,
CYANSTpp,Cyanide sulfurtransferase (periplasmic),cyan_p + tsul_p --> h_p + so3_p + tcynt_p,0.0,1000.0,XP_023465108_1,
CYANt2pp,Cyanate transport via proton symport  periplasm,cyan_p + h_p --> cyan_c + h_c,0.0,1000.0,,
CYANtex,Cyanide transport via diffusion (extracellular to periplasm),cyan_e <=> cyan_p,-1000.0,1000.0,,
CYNTAH_1,Cyanate aminohydrolase,cynt_c + 2.0 h_c + hco3_c --> 2.0 co2_c + nh3_c,0.0,1000.0,XP_023468055_1,
CYNTt2pp,Cyanate transport via proton symport (periplasm),cynt_p + h_p --> cynt_c + h_c,0.0,1000.0,,
CYNTtex,Cyanate transport via diffusion (extracellular to periplasm),cynt_e <=> cynt_p,-1000.0,1000.0,,
CYP1,MNXR19061,chol4en3one_c + nadh_c + o2_c --> h2o_c + h_c + hchol_c + nad_c,0.0,1000.0,,
CYP2,CYP2,hchol_c + nad_c --> h_c + nadh_c + ochol_c,0.0,1000.0,,
CYP3,CYP3,h_c + nadh_c + o2_c + ochol_c --> cchol_c + h2o_c + nad_c,0.0,1000.0,,
CYSDS,Cysteine Desulfhydrase,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c,0.0,1000.0,XP_023466567_1,
CYSS,Cysteine synthase,acser_c + h2s_c --> ac_c + cys__L_c + h_c,0.0,1000.0,XP_023468911_1 or XP_023470462_1,
CYSTA,Cysteine transaminase,akg_c + cys__L_c --> glu__L_c + mercppyr_c,0.0,1000.0,XP_023469313_1,
CYSTGL,Cystathionine g lyase,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,0.0,1000.0,XP_023466567_1,
CYSTL,Cystathionine b-lyase,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,0.0,1000.0,XP_023466567_1 or XP_023470171_1,
CYSTS,Cystathionine beta synthase,hcys__L_c + ser__L_c --> cyst__L_c + h2o_c,0.0,1000.0,XP_023465498_1 or XP_023469506_1,
CYSabc,L-cysteine transport via ABC system,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c,0.0,1000.0,XP_023463336_1,
CYSabcpp,L-cysteine uptake via ABC system (periplasm),atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c,0.0,1000.0,XP_023467457_1,
CYStec,L-cysteine transport via diffusion (extracellular to cytosol),cys__L_e <=> cys__L_c,-1000.0,1000.0,XP_023470902_1,
CYStex,L-cysteine transport via diffusion (extracellular to periplasm),cys__L_e <=> cys__L_p,-1000.0,1000.0,,
CYTBD2pp,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c,0.0,1000.0,XP_023470733_1,
CYTD,Cytidine deaminase,cytd_c + h2o_c + h_c --> nh4_c + uri_c,0.0,1000.0,XP_023470368_1,
CYTDH,Cytidine hydrolase,cytd_c + h2o_c --> csn_c + rib__D_c,0.0,1000.0,,
CYTDK1,ATP:cytidine 5'-phosphotransferase,atp_c + cytd_c --> adp_c + cmp_c + h_c,0.0,1000.0,XP_023469672_1,
CYTDK2,Cytidine kinase (GTP),cytd_c + gtp_c --> cmp_c + gdp_c + h_c,0.0,1000.0,XP_023461109_1 or XP_023469672_1,
CYTDt4,Cytidine transport in via sodium symport,cytd_e + na1_e --> cytd_c + na1_c,0.0,1000.0,XP_023465477_1 or XP_023470504_1,
CYTK1,Cytidylate kinase (CMP),atp_c + cmp_c <=> adp_c + cdp_c,-1000.0,1000.0,XP_023461068_1,
CYTK2,Cytidylate kinase (dCMP),atp_c + dcmp_c <=> adp_c + dcdp_c,-1000.0,1000.0,XP_023461068_1,
CYTK2_1,Adenylate kinase,ctp_c + dcmp_c <=> cdp_c + dcdp_c,-1000.0,1000.0,XP_023463380_1,
CYTOM,Cytosine 5 methyltransferase,amet_c + csn_c <=> 5mcsn_c + ahcys_c + h_c,-1000.0,1000.0,,
Clt,Major Facilitator(MFS) TCDB:2.A.1.14.6,cl_e <=> cl_c,-1000.0,1000.0,XP_023470766_1,
Cobalt2abcppI,Cobalt II transport via ABC system periplasm I,atp_c + cobalt2_p + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,0.0,1000.0,XP_023465593_1,
Cotpp,Co transport via diffusion (periplasm to cytosol),co_p <=> co_c,-1000.0,1000.0,spontaneous,
Cuabc,Copper transport via ABC system,atp_c + cu2_e + h2o_c --> adp_c + cu2_c + h_c + pi_c,0.0,1000.0,XP_023468206_1,
Cut1,Copper export via ATPase,atp_c + cu2_c + h2o_c --> adp_c + cu2_e + h_c + pi_c,0.0,1000.0,XP_023468206_1,
DAAD5,D Amino acid dehydrogenase  orn D,fad_c + h2o_c + orn__D_c --> 5a2opntn_c + fadh2_c + nh4_c,0.0,1000.0,,
DADA,Deoxyadenosine deaminase,dad_2_c + h2o_c + h_c --> din_c + nh4_c,0.0,1000.0,XP_023463379_1,
DADK,Deoxyadenylate kinase,atp_c + damp_c <=> adp_c + dadp_c,-1000.0,1000.0,XP_023463380_1 or XP_023466906_1,
DADNK,Deoxyadenosine kinase,atp_c + dad_2_c --> adp_c + damp_c + h_c,0.0,1000.0,XP_023462507_1,
DAGK120,Diacylglycerol kinase (n-C12:0),12dgr120_c + atp_c --> adp_c + h_c + pa120_c,0.0,1000.0,,
DAGK140,Diacylglycerol kinase (n-C14:0),12dgr140_c + atp_c --> adp_c + h_c + pa140_c,0.0,1000.0,,
DAGK141,Diacylglycerol kinase (n-C14:1),12dgr141_c + atp_c --> adp_c + h_c + pa141_c,0.0,1000.0,,
DAGK160,Diacylglycerol kinase (n-C16:0),12dgr160_c + atp_c --> adp_c + h_c + pa160_c,0.0,1000.0,,
DAGK161,Diacylglycerol kinase (n-C16:1),12dgr161_c + atp_c --> adp_c + h_c + pa161_c,0.0,1000.0,,
DAGK180,Diacylglycerol kinase (n-C18:0),12dgr180_c + atp_c --> adp_c + h_c + pa180_c,0.0,1000.0,,
DAGK181,Diacylglycerol kinase (n-C18:1),12dgr181_c + atp_c --> adp_c + h_c + pa181_c,0.0,1000.0,,
DALAOX,D amino acid oxidase,ala__D_c + h2o_c + o2_c --> h2o2_c + nh4_c + pyr_c,0.0,1000.0,XP_023468820_1,
DALAtex,D-Alanine transport via diffusion (extracellular to periplasm),ala__D_e <=> ala__D_p,-1000.0,1000.0,,
DAPE,Diaminopimelate epimerase,26dap_LL_c <=> 26dap__M_c,-1000.0,1000.0,,
DASYN120,CDP-diacylglycerol synthetase (n-C12:0),ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c,0.0,1000.0,,
DASYN140,CDP-diacylglycerol synthetase (n-C14:0),ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c,0.0,1000.0,,
DASYN141,CDP-diacylglycerol synthetase (n-C14:1),ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c,0.0,1000.0,,
DASYN161,CDP-diacylglycerol synthetase (n-C16:1),ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,0.0,1000.0,,
DASYN180,CDP-diacylglycerol synthetase (n-C18:0),ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,0.0,1000.0,,
DASYN181,CDP-diacylglycerol synthetase (n-C18:1),ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,0.0,1000.0,,
DATPHs,DATP amine hydrolysis (spontaneous),datp_c + h2o_c + h_c --> ditp_c + nh4_c,0.0,1000.0,spontaneous,
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c --> db4p_c + for_c,0.0,1000.0,XP_023462823_1 or XP_023471108_1,
DCMPDA,DCMP deaminase,dcmp_c + h2o_c + h_c --> dump_c + nh4_c,0.0,1000.0,XP_023468798_1,
DCTPD,DCTP deaminase,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,0.0,1000.0,XP_023468798_1,
DCYTD,Deoxycytidine deaminase,dcyt_c + h2o_c + h_c --> duri_c + nh4_c,0.0,1000.0,XP_023470368_1,
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,0.0,1000.0,XP_023463022_1 or XP_023464226_1 or XP_023468998_1,
DDPGA,2-dehydro-3-deoxy-phosphogluconate aldolase,4h2oglt_c <=> glx_c + pyr_c,-1000.0,1000.0,,
DESAT16,Palmitoyl CoA desaturase  n C160CoA   n C161CoA,h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c,0.0,1000.0,XP_023465806_1,
DESAT18,Stearoyl CoA desaturase  n C180CoA   n C181CoA,h_c + nadph_c + o2_c + stcoa_c --> 2.0 h2o_c + nadp_c + odecoa_c,0.0,1000.0,XP_023465806_1,
DGK1,Deoxyguanylate kinase (dGMP:ATP),atp_c + dgmp_c <=> adp_c + dgdp_c,-1000.0,1000.0,XP_023466999_1,
DH23t,,23dhb_c + h_c --> d23hb_e,0.0,1000.0,,
DHAD1,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c --> 3mob_c + h2o_c,0.0,1000.0,XP_023462481_1,
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",23dhmp_c --> 3mop_c + h2o_c,0.0,1000.0,XP_023462481_1,
DHAK,Dihydroxyacetone kinase,atp_c + dha_c --> adp_c + dhap_c + h_c,0.0,1000.0,XP_023469315_1,
DHBD,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c,-1000.0,1000.0,XP_023463443_1,
DHDPRy,Dihydrodipicolinate reductase (NADPH),23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,0.0,1000.0,,
DHDPS,Dihydrodipicolinate synthase,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,0.0,1000.0,XP_023466495_1,
DHFOR,Dihydrofolate:NAD+ oxidoreductase,fol_c + h_c + nadh_c --> dhf_c + nad_c,0.0,1000.0,XP_023468722_1,
DHFR,Dihydrofolate reductase,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,-1000.0,1000.0,XP_023463443_1 or XP_023467435_1 or XP_023468722_1,
DHFR2i,Dihydrofolate reductase (NAD+),dhf_c + h_c + nadh_c --> nad_c + thf_c,0.0,1000.0,XP_023468722_1,
DHFS,Dihydrofolate synthase,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,0.0,1000.0,XP_023463397_1,
DHNAOT_1,1 4 dihydroxy 2 naphthoate octaprenyltransferase,dhna_c + nad_c + octdp_c --> 2dmmq8_c + co2_c + nadh_c + ppi_c,0.0,1000.0,,
DHNPA_1,Dihydroneopterin aldolase,dhnpt_c --> 2ahhmp_c + gcald_c,0.0,1000.0,,
DHORDfum,Fumarate dependent DHORD,dhor__S_c + fum_c --> orot_c + succ_c,0.0,1000.0,XP_023462303_1,
DHORDi,Dihydoorotic acid dehydrogenase  irreversible,dhor__S_c + o2_c --> h2o2_c + orot_c,0.0,1000.0,XP_023462303_1,
DHORTS,Dihydroorotase,dhor__S_c + h2o_c <=> cbasp_c + h_c,-1000.0,1000.0,XP_023466212_1 or XP_023469279_1 or XP_023470151_1,
DHPM1,"Dihydropyrimidinase (5,6-dihydrouracil)",56dura_c + h2o_c --> cala_c + h_c,0.0,1000.0,XP_023469279_1,
DHPPDA,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,0.0,1000.0,XP_023463931_1,
DHPPDA2,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,0.0,1000.0,XP_023463931_1,
DHPS,Dihydropteroate synthase,2ahhmp_c + 4abz_c --> dhpt_c + h2o_c,0.0,1000.0,,
DHQS,3-dehydroquinate synthase,2dda7p_c --> 3dhq_c + pi_c,0.0,1000.0,XP_023465122_1,
DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c --> 3dhsk_c + h2o_c,0.0,1000.0,XP_023464021_1 or XP_023465122_1,
DHR_1,,cbasp_c + h_c <=> dhor__S_c + h2o_c,-1000.0,1000.0,XP_023464593_1,
DKGLCNR1,"2,5-diketo-D-gluconate reductase",25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c,0.0,1000.0,,
DKGLCNR2x,"2,5-diketo-D-gluconate reductase (NADH)",25dkglcn_c + h_c + nadh_c --> 5dglcn_c + nad_c,0.0,1000.0,XP_023463808_1,
DKGLCNR2y,"2,5-diketo-D-gluconate reductase (NADPH)",25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c,0.0,1000.0,XP_023463808_1,
DMATT,Dimethylallyltranstransferase,dmpp_c + ipdp_c --> grdp_c + ppi_c,0.0,1000.0,XP_023461848_1 or XP_023463652_1 or XP_023466420_1,
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,0.0,1000.0,XP_023466330_1,
DNADDP,Deamino-NAD+ nucleotidohydrolase,dnad_c + h2o_c --> amp_c + 2.0 h_c + nicrnt_c,0.0,1000.0,XP_023463244_1 or XP_023466650_1,
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,dhpmp_c + h2o_c --> dhnpt_c + pi_c,0.0,1000.0,XP_023464484_1 or XP_023465026_1 or XP_023471676_1,
DNTAep,N N bis 3 5 dinitrotolyl  amine extrusion pump,35dnta_c + h_p --> 35dnta_e + h_c,0.0,1000.0,,
DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,0.0,1000.0,XP_023464484_1 or XP_023465026_1,
DOPAtex,Dopamine transport via diffusion (extracellular to periplasm),dopa_e <=> dopa_p,-1000.0,1000.0,,
DPCOAK,Dephospho-CoA kinase,atp_c + dpcoa_c --> adp_c + coa_c + h_c,0.0,1000.0,XP_023462928_1 or XP_023467434_1,
DPMVD,Diphosphomevalonate decarboxylase,5dpmev_c + atp_c --> adp_c + co2_c + ipdp_c + pi_c,0.0,1000.0,XP_023462918_1,
DPR,2-dehydropantoate 2-reductase,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,0.0,1000.0,XP_023461064_1 or XP_023461065_1 or XP_023470359_1,
DRBK,Deoxyribokinase,atp_c + drib_c --> 2dr5p_c + adp_c + h_c,0.0,1000.0,XP_023467758_1,
DRBK_1,Deoxyribokinase,atp_c + drib_c --> 2dr5p_c + adp_c + h_c,0.0,1000.0,XP_023470148_1,
DRIBt2,Deoxyribose transport in via proton symporter,drib_e + h_e --> drib_c + h_c,0.0,1000.0,,
DRIBtex_1,5-Deoxy-D-ribose transport by diffusion,5drib_c --> 5drib_e,0.0,1000.0,,
DRPA,Deoxyribose-phosphate aldolase,2dr5p_c --> acald_c + g3p_c,0.0,1000.0,XP_023461926_1,
DTMPK,DTMP kinase,atp_c + dtmp_c <=> adp_c + dtdp_c,-1000.0,1000.0,XP_023462749_1,
DURADx,Dihydrouracil dehydrogenase (NAD),56dura_c + nad_c <=> h_c + nadh_c + ura_c,-1000.0,1000.0,,
DURIPP,Deoxyuridine phosphorylase,duri_c + pi_c <=> 2dr1p_c + ura_c,-1000.0,1000.0,XP_023464411_1 or XP_023470497_1,
DUTPDP,DUTP diphosphatase,dutp_c + h2o_c --> dump_c + h_c + ppi_c,0.0,1000.0,XP_023462250_1 or XP_023469126_1,
DXPRIi,1-deoxy-D-xylulose reductoisomerase,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,0.0,1000.0,,
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,0.0,1000.0,,
DXYLUDtex,1-deoxy-d-xyluose transport,dxyl_e <=> dxyl_p,-1000.0,1000.0,,
DXYLUDtpp,1-deoxy-d-xyluose transport,dxyl_p + h_p --> dxyl_c + h_c,0.0,1000.0,,
D_LACt2,D lactate transport via proton symport,h_e + lac__D_e --> h_c + lac__D_c,0.0,1000.0,XP_023462876_1 or XP_023466247_1 or XP_023470959_1,
D_LACt2pp,D-lactate transport via proton symport (periplasm),h_p + lac__D_p --> h_c + lac__D_c,0.0,1000.0,XP_023461588_1,
D_LACtex,D-lactate transport via diffusion (extracellular to periplasm),lac__D_e <=> lac__D_p,-1000.0,1000.0,,
E4PD,Erythrose 4-phosphate dehydrogenase,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c,-1000.0,1000.0,XP_023466656_1,
ECHA191,ECHA191,cholenec8coa_c + h2o_c <=> hcholc8coa_c,-1000.0,1000.0,,
ECHA192,ECHA192,cholenec5coa_c + h2o_c <=> hcholc5coa_c,-1000.0,1000.0,,
ECHA193,ECHA193,cholenec3coa_c + h2o_c <=> hcholc3coa_c,-1000.0,1000.0,,
ECHA20,MNXR84970,h2o_c + hipecoa_c --> hipohcoa_c,0.0,1000.0,,
ECOAH1,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),3hbcoa_c <=> b2coa_c + h2o_c,-1000.0,1000.0,XP_023470708_1,
ECOAH12,3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA) (mitochondria),2mp2coa_c + h2o_c --> 3hibutcoa_c,0.0,1000.0,XP_023462439_1 or XP_023469455_1,
ECOAH14,3 hydroxyacyl CoA dehydratase  3 hydroxyheptanoyl CoA,h2o_c + hp2coa_c <=> 3hhpcoa_c,-1000.0,1000.0,XP_023470708_1,
ECOAH15,3 hydroxyacyl CoA dehydratase  3 hydroxynonanoyl CoA,h2o_c + nona2coa_c <=> 3hnonacoa_c,-1000.0,1000.0,XP_023470708_1,
ECOAH1_1,3 hydroxyacyl CoA dehydratase  3 hydroxybutanoyl CoA,3hbycoa_c <=> b2coa_c + h2o_c,-1000.0,1000.0,XP_023469513_1 or XP_023470708_1,
ECOAH2,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),3hhcoa_c <=> h2o_c + hx2coa_c,-1000.0,1000.0,XP_023469513_1 or XP_023470708_1,
ECOAH23,3 hydroxyacyl CoA dehydratase  3 hydroxy 6 acetylthiohexanoyl CoA,6ath2coa_c + h2o_c <=> 3h6athcoa_c,-1000.0,1000.0,XP_023470708_1,
ECOAH25,3 hydroxyacyl CoA dehydratase  3 hydroxy  11Z  octadecenyl CoA,3hvacccoa_c <=> h2o_c + vacc2coa_c,-1000.0,1000.0,XP_023470708_1,
ECOAH27,3 hydroxyacyl CoA dehydratase  3 hydroxy  7Z  tetradecenyl CoA,3htdccoa_c <=> h2o_c + tde2coa_c,-1000.0,1000.0,XP_023470708_1,
ECOAH28,3 hydroxyacyl CoA dehydratase  3 hydroxy  5Z  dodedecenyl CoA,3hddccoa_c <=> dde2coa_c + h2o_c,-1000.0,1000.0,XP_023470708_1,
ECOAH29,3 hydroxyacyl CoA dehydratase  3 hydroxy  9Z  octadecenyl CoA,3hodecoa_c <=> h2o_c + ode2coa_c,-1000.0,1000.0,XP_023470708_1,
ECOAH3,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),3hocoa_c <=> h2o_c + oc2coa_c,-1000.0,1000.0,XP_023469513_1 or XP_023470708_1,
ECOAH30,3 hydroxyacyl CoA dehydratase  3 hydroxy  7Z  hexadecenyl CoA,3hhdd7coa_c <=> h2o_c + hdd7_2_coa_c,-1000.0,1000.0,XP_023470708_1,
ECOAH31,3 hydroxyacyl CoA dehydratase  3 hydroxy  5Z  tetradecenyl CoA,3hdd5coa_c <=> h2o_c + tded5_2_coa_c,-1000.0,1000.0,XP_023470708_1,
ECOAH36,3 hydroxyacyl CoA dehydratase  3 hydroxy  5Z 8Z  tetradec dienyl CoA,3hhd58coa_c <=> h2o_c + td58_2_coa_c,-1000.0,1000.0,XP_023470708_1,
ECOAH37,3 hydroxyacyl CoA dehydratase  3 hydroxy  6Z  dodedecenyl CoA,3hdd6coa_c <=> dd6_2_coa_c + h2o_c,-1000.0,1000.0,XP_023470708_1,
ECOAH38,3 hydroxyacyl CoA dehydratase  3 hydroxy  4Z  decenyl CoA,3hdec4coa_c <=> dec4_2_coa_c + h2o_c,-1000.0,1000.0,XP_023470708_1,
ECOAH4,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),3hdcoa_c <=> dc2coa_c + h2o_c,-1000.0,1000.0,XP_023469513_1 or XP_023470708_1,
