reaction_id,reaction_name,equation,lower_bound,upper_bound,gene_rule,subsystem
HACD11i,3 hydroxyacyl CoA dehydrogenase  3 oxononaryl CoA,3hnonacoa_c + nad_c --> 3ononacoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD19i,3 hydroxyacyl CoA dehydrogenase  3 oxo 6acetylthiohexanoyl CoA,3h6athcoa_c + nad_c --> 3o6athcoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD1_1,3 hydroxyacyl CoA dehydrogenase  acetoacetyl CoA,aacoa_c + h_c + nadh_c <=> 3hbycoa_c + nad_c,-1000.0,1000.0,XP_023465033_1,
HACD1i,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c,-1000.0,1000.0,XP_023465033_1,
HACD20i,3 hydroxyacyl CoA dehydrogenase  3 oxo  11Z  octadecenyl CoA,3hvacccoa_c + nad_c --> 3ovacccoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD22i,3 hydroxyacyl CoA dehydrogenase  3 oxo  7Z  tetradecenyl CoA,3htdccoa_c + nad_c --> 3otdccoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD23i,3 hydroxyacyl CoA dehydrogenase  3 oxo  5Z  dodedecenyl CoA,3hddccoa_c + nad_c --> 3oddccoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD24i,3 hydroxyacyl CoA dehydrogenase  3 oxo  9Z  octadecenyl CoA,3hodecoa_c + nad_c --> 3oodecoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD25i,3 hydroxyacyl CoA dehydrogenase  3 oxo  7Z  hexadecenyl CoA,3hhdd7coa_c + nad_c --> 3ohdd7coa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD26i,3 hydroxyacyl CoA dehydrogenase  3 oxo  5Z  tetradecenyl CoA,3hdd5coa_c + nad_c --> 3odd5coa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD2i,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD3,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c,-1000.0,1000.0,XP_023465033_1,
HACD31i,3 hydroxyacyl CoA dehydrogenase  3 oxo  5Z 8Z  tetradec dienyl CoA,3hhd58coa_c + nad_c --> 3ohd58coa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD32i,3 hydroxyacyl CoA dehydrogenase  3 oxo  6Z  dodedecenyl CoA,3hdd6coa_c + nad_c --> 3odd6coa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD33i,3 hydroxyacyl CoA dehydrogenase  3 oxo  4Z  decenyl CoA,3hdec4coa_c + nad_c --> 3odec4coa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD3i,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c,-1000.0,1000.0,XP_023465033_1,
HACD4i,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c,-1000.0,1000.0,XP_023465033_1,
HACD5i,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD6,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),3otdcoa_c + h_c + nadh_c <=> 3htdcoa_c + nad_c,-1000.0,1000.0,XP_023465033_1,
HACD6i,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD7,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c,-1000.0,1000.0,XP_023465033_1,
HACD7i,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c,0.0,1000.0,XP_023465238_1,
HACD8,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c,-1000.0,1000.0,XP_023465033_1,
HACD8i,3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA),3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c,0.0,1000.0,XP_023470708_1,
HACD9,3 hydroxyacyl CoA dehydrogenase  2 Methylacetoacetyl CoA,3hmbcoa_c + nad_c <=> 2maacoa_c + h_c + nadh_c,-1000.0,1000.0,XP_023463443_1 or XP_023465238_1,
HACOADr,3 hydroxyacyl CoA dehydrogenase,3hmp_c + nad_c --> h_c + mmalsa__S_c + nadh_c,0.0,1000.0,,
HBCE,3 hydroxyacyl CoA dehydratase  3 hydroxybutanoyl CoA,3hbcoa_c <=> 3hbcoa__R_c,-1000.0,1000.0,,
HBCH,,3hbcoa_c + 4.0 h_c --> ctncoa_c + h2o_c,0.0,1000.0,XP_023470708_1,
HBCHLR,(3R)-3-Hydroxybutanoyl-CoA hydro-lyase,3hbcoa__R_c <=> b2coa_c + h2o_c,-1000.0,1000.0,XP_023470708_1,
HBRCH,R hydroxy acyl CoA thioesterase  C40,3hbcoa__R_c + h2o_c --> bhb_c + coa_c + h_c,0.0,1000.0,XP_023467133_1,
HBZOPT,Hydroxybenzoate octaprenyltransferase,4hbz_c + octdp_c --> 3ophb_c + ppi_c,0.0,1000.0,,
HCITI,,hcit_c <=> hicit_c,-1000.0,1000.0,,
HCO3E,HCO3 equilibration reaction,co2_c + h2o_c <=> h_c + hco3_c,-1000.0,1000.0,XP_023461367_1 or spontaneous,
HCYSMT,Homocysteine S-methyltransferase,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c,0.0,1000.0,XP_023468751_1 or XP_023470835_1,
HDAD,MNXR76953,49dsha_c + h2o_c --> hhd_c + hip_c,0.0,1000.0,XP_023462258_1,
HETZK,Hydroxyethylthiazole kinase,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,0.0,1000.0,XP_023462770_1 or XP_023464702_1 or XP_023465239_1,
HEX1,Hexokinase (D-glucose:ATP),atp_c + glc__D_c --> adp_c + g6p_c + h_c,0.0,1000.0,XP_023461664_1 or XP_023463158_1 or XP_023466587_1 or XP_023466662_1 or XP_023466788_1,
HEX4,Hexokinase (D-mannose:ATP),atp_c + man_c --> adp_c + h_c + man6p_c,0.0,1000.0,XP_023461664_1 or XP_023463158_1 or XP_023466662_1 or XP_023466788_1,
HEX7,Hexokinase (D-fructose:ATP),atp_c + fru_c --> adp_c + f6p_c + h_c,0.0,1000.0,XP_023461664_1 or XP_023463158_1 or XP_023466662_1 or XP_023466788_1,
HG2t3pp,Mercury (Hg+2) transport out via proton antiport (periplasm),h_p + hg2_c --> h_c + hg2_p,0.0,1000.0,XP_023470328_1,
HG2tppi,Mercury  Hg2  transport via diffusion  periplasm to cytoplasm,hg2_p --> hg2_c,0.0,1000.0,,
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing,hgentis_c + o2_c --> 4mlacac_c + h_c,0.0,1000.0,XP_023462785_1,
HIAA,HIAA,h2o_c + hipocoa_c --> accoa_c + hia_c,0.0,1000.0,,
HIAt,THIA Transport,hia_e <=> hia_c,-1000.0,1000.0,,
HIBD,3 hydroxyisobutyrate dehydrogenase,3hmp_c + nad_c --> 2mop_c + h_c + nadh_c,0.0,1000.0,XP_023462664_1,
HIBDkt,3-hydroxyisobutyrate dehydrogenase,3hmp_c + nad_c --> h_c + mmtsa_c + nadh_c,0.0,1000.0,XP_023463463_1,
HICITD,,hicit_c + nad_c <=> 2oxoadp_c + co2_c + 3.0 h_c + nadh_c,-1000.0,1000.0,,
HIPB,HIPB,h_c + hipcoa_c + nadh_c --> 5ohhipcoa_c + nad_c,0.0,1000.0,,
HISDr,Histidase r,his__L_c --> nh4_c + urcan_c,0.0,1000.0,,
HISTD,Histidinol dehydrogenase,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,0.0,1000.0,XP_023470633_1,
HISTP,Histidinol-phosphatase,h2o_c + hisp_c --> histd_c + pi_c,0.0,1000.0,XP_023464008_1,
HISabc,L-histidine transport via ABC system,atp_c + h2o_c + his__L_e --> adp_c + h_c + his__L_c + pi_c,0.0,1000.0,XP_023463336_1,
HMBS,Hydroxymethylbilane synthase,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c,0.0,1000.0,XP_023464958_1,
HMBS_1,Hydroxymethylbilane synthase,h2o_c + 4.0 ppbng_c --> 4.0 h_c + hmbil_c + 4.0 nh3_c,0.0,1000.0,XP_023464958_1,
HMGCOAR,Hydroxymethylglutaryl CoA reductase,coa_c + mev__R_c + 2.0 nadp_c <=> 2.0 h_c + hmgcoa_c + 2.0 nadph_c,-1000.0,1000.0,XP_023461833_1 or XP_023467636_1,
HMGCOAS,Hydroxymethylglutaryl CoA synthase,coa_c + h_c + hmgcoa_c <-- aacoa_c + accoa_c + h2o_c,-1000.0,0.0,XP_023461085_1,
HMGL,Hydroxymethylglutaryl-CoA lyase,hmgcoa_c --> acac_c + accoa_c,0.0,1000.0,XP_023467385_1,
HMGL_2,,hmgcoa_c --> acac_c + accoa_c,0.0,1000.0,XP_023469455_1,
HMPK1,Hydroxymethylpyrimidine kinase (ATP),4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,0.0,1000.0,XP_023465247_1,
HMPPtr,Hydroxymethl pyrimidine phosphate ABC transport,4ahmmp_e + atp_c + h2o_c --> 4ahmmp_c + adp_c + h_c + pi_c,0.0,1000.0,,
HMR_0188,Long-Chain-Fatty-Acid Coenzyme A Ligase,atp_c + coa_c + ddca_c --> amp_c + ddcacoa_c + ppi_c,0.0,1000.0,XP_023461734_1 or XP_023470575_1,
HMR_0260,Palmitoyl Coenzyme A Hydrolase,h2o_c + vacccoa_c --> coa_c + h_c + vacc_c,0.0,1000.0,XP_023467133_1,
HMR_9638,HMR 9638,4abutn_c <=> 4abutn_e,-1000.0,1000.0,,
HOPNTAL2,4-hydroxy-2-oxopentanoate aldolase(p-xylene),4hoxoh_c --> ppal_c + pyr_c,0.0,1000.0,,
HPACt2r,Ydroxyphenylacetate transport in via proton symporter,4hphac_e + h_e --> 4hphac_c + h_c,0.0,1000.0,XP_023467144_1,
HPHACA,2--hydroxyphenylacetate hydroxylase,2hyoxplac_c + h_c + nadh_c + o2_c --> h2o_c + hgentis_c + nad_c,0.0,1000.0,,
HPROb,L hydroxyproline reductase  NADP,1p3h5c_c + 2.0 h_c + nadph_c <=> 4hpro_LT_c + nadp_c,-1000.0,1000.0,,
HPYRI,Hydroxypyruvate isomerase,hpyr_c <=> 2h3oppan_c,-1000.0,1000.0,,
HPYRP,3-phosphohydroxypyruvate phosphatase,3php_c + h2o_c --> hpyr_c + pi_c,0.0,1000.0,XP_023461601_1,
HPYRRx,Hydroxypyruvate reductase (NADH),h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c,0.0,1000.0,XP_023463808_1 or XP_023464344_1 or XP_023466132_1,
HPYRRy,Hydroxypyruvate reductase (NADPH),h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c,0.0,1000.0,XP_023463808_1 or XP_023464344_1,
HSA,MNXR75761,3hsa_c + fmnh2_c + o2_c --> 34dhsa_c + fmn_c + h2o_c,0.0,1000.0,,
HSAC,R04597,34dhsa_c + o2_c --> 49dsha_c,0.0,1000.0,,
HSAE,R09960,h2o_c + hhd_c --> 4hoxoh_c + h_c,0.0,1000.0,,
HSDxi,Homoserine dehydrogenase  NADH   irreversible,aspsa_c + h_c + nadh_c --> hom__L_c + nad_c,0.0,1000.0,XP_023471690_1,
HSDy,Homoserine dehydrogenase (NADPH),hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,-1000.0,1000.0,XP_023471690_1,
HSERTA,Homoserine O trans acetylase,accoa_c + hom__L_c --> achms_c + coa_c,0.0,1000.0,XP_023461879_1 or XP_023463953_1,
HSK,Homoserine kinase,atp_c + hom__L_c --> adp_c + h_c + phom_c,0.0,1000.0,XP_023464317_1,
HSTPT,Histidinol-phosphate transaminase,glu__L_c + imacp_c --> akg_c + hisp_c,0.0,1000.0,XP_023464700_1 or XP_023469256_1,
HVCD,3-hydroxyacyl-CoA dehydrogenase (3-hydroxyacyl-CoA dehydrogenase (3-oxovaleryl-CoA)),3optcoa_c + h_c + nadh_c <=> 3hptcoa_c + nad_c,-1000.0,1000.0,XP_023465033_1 or XP_023465238_1,
HXANt2pp,Hypoxanthine transport in via proton symport (periplasm),h_p + hxan_p --> h_c + hxan_c,0.0,1000.0,XP_023463382_1,
HXANt2r,Hypoxanthine reversible transport via proton symport,h_e + hxan_e --> h_c + hxan_c,0.0,1000.0,XP_023463382_1,
HXAtex,Hexanoate transport via diffusion (extracellular to periplasm),hxa_e <=> hxa_p,-1000.0,1000.0,,
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan_c + prpp_c --> imp_c + ppi_c,0.0,1000.0,XP_023465546_1 or XP_023467501_1,
HYPOE,Hypothetical enyme,h2o_c + pyam5p_c --> pi_c + pydam_c,0.0,1000.0,XP_023460959_1 or XP_023462619_1,
HYXNtex,Hypoxanthine transport via diffusion (extracellular to periplasm),hxan_e <=> hxan_p,-1000.0,1000.0,,
ICDHyr,Isocitrate dehydrogenase (NADP),icit_c + nadp_c <=> akg_c + co2_c + nadph_c,-1000.0,1000.0,XP_023462061_1 or XP_023465750_1,
ICHORS,Isochorismate synthase,chor_c <=> ichor_c,-1000.0,1000.0,,
ICHORT,Isochorismatase,h2o_c + ichor_c --> 23ddhb_c + pyr_c,0.0,1000.0,XP_023462386_1 or XP_023469421_1,
ICL,Isocitrate lyase,icit_c --> glx_c + succ_c,0.0,1000.0,XP_023469944_1,
IDOND,L-idonate 5-dehydrogenase,5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c,-1000.0,1000.0,,
IG3PS,Imidazole-glycerol-3-phosphate synthase,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,0.0,1000.0,XP_023471450_1,
IGPDH,Imidazoleglycerol-phosphate dehydratase,eig3p_c --> h2o_c + imacp_c,0.0,1000.0,XP_023467493_1,
IGPS,Indole-3-glycerol-phosphate synthase,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,0.0,1000.0,XP_023465636_1,
ILETA,Isoleucine transaminase,akg_c + ile__L_c <=> 3mop_c + glu__L_c,-1000.0,1000.0,XP_023462373_1 or XP_023463832_1 or XP_023470546_1,
ILEabc,L-isoleucine transport via ABC system,atp_c + h2o_c + ile__L_e --> adp_c + h_c + ile__L_c + pi_c,0.0,1000.0,XP_023463336_1,
IMPC,IMP cyclohydrolase,h2o_c + imp_c <=> fprica_c,-1000.0,1000.0,XP_023462717_1,
IMPD,IMP dehydrogenase,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,0.0,1000.0,XP_023461305_1 or XP_023466427_1 or XP_023471048_1,
IND3ACtex,Indole 3 acetate transport  exterior,ind3ac_p <=> ind3ac_e,-1000.0,1000.0,,
IND3ACtpp,Indole 3 acetic acid export  periplasm,h_p + ind3ac_c --> h_c + ind3ac_p,0.0,1000.0,,
INDPYRD,Indole 3 pyruvate decarboxylase,h_c + indpyr_c <=> co2_c + id3acald_c,-1000.0,1000.0,XP_023463056_1,
INOSR,Ketoinositol reductase,inost_c + nadp_c <-- 2ins_c + h_c + nadph_c,-1000.0,0.0,XP_023464870_1,
INOSTO,Myo-Inositol:oxygen oxidoreductase,inost_c + o2_c <=> glcur_c + h2o_c + h_c,-1000.0,1000.0,XP_023462677_1,
INOST_Et,Myo-Inositol transport (transport mechanism unknown - evidence from biolog data),inost_e <=> inost_c,-1000.0,1000.0,,
INS2D,Inositol 2-dehydrogenase,inost_c + nad_c --> 2ins_c + h_c + nadh_c,0.0,1000.0,XP_023470081_1,
INSTt2,Inositol transport in via proton symport,h_e + inost_e --> h_c + inost_c,0.0,1000.0,XP_023466660_1 or XP_023470310_1,
IPDDI,Isopentenyl-diphosphate D-isomerase,ipdp_c <=> dmpp_c,-1000.0,1000.0,XP_023468706_1,
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,0.0,1000.0,XP_023466330_1,
IPDPUDCT,,ggdp_c + h_c + 7.0 ipdp_c --> 7.0 ppi_c + udcpdp_c,0.0,1000.0,,
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,0.0,1000.0,XP_023466908_1,
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,-1000.0,1000.0,XP_023469989_1,
IPPMIb,2-isopropylmalate hydratase,2ippm_c + h2o_c <=> 3c3hmp_c,-1000.0,1000.0,XP_023469989_1,
IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,0.0,1000.0,XP_023469937_1,
IZPN,Imidazolonepropionase,4izp_c + h2o_c --> forglu_c,0.0,1000.0,XP_023467849_1,
KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c + nadp_c <=> alac__S_c + h_c + nadph_c,-1000.0,1000.0,,
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,-1000.0,1000.0,,
KAS13,B-ketoacyl synthetase (octadecanoate),accoa_c + 23.0 h_c + 8.0 malcoa_c + 16.0 nadph_c --> 8.0 co2_c + 9.0 coa_c + 7.0 h2o_c + 16.0 nadp_c + ocdca_c,0.0,1000.0,XP_023464681_1 and XP_023470009_1,
KAS17,B-ketoacyl synthetase (n-C18:1),accoa_c + 22.0 h_c + 8.0 malcoa_c + 15.0 nadph_c --> 8.0 co2_c + 9.0 coa_c + 7.0 h2o_c + 15.0 nadp_c + ocdcea_c,0.0,1000.0,XP_023464681_1 and XP_023470009_1,
KAS2,B-ketoacyl synthetase (n-C14:0),accoa_c + 17.0 h_c + 6.0 malcoa_c + 12.0 nadph_c --> 6.0 co2_c + 7.0 coa_c + 5.0 h2o_c + 12.0 nadp_c + ttdca_c,0.0,1000.0,XP_023464681_1 and XP_023470009_1,
KAS7,B-ketoacyl synthetase (n-C16:1),accoa_c + 19.0 h_c + 7.0 malcoa_c + 13.0 nadph_c --> 7.0 co2_c + 8.0 coa_c + 6.0 h2o_c + hdcea_c + 13.0 nadp_c,0.0,1000.0,XP_023464681_1 and XP_023470009_1,
KAS8,"B-ketoacyl synthetase (palmitate, n-C16:0)",accoa_c + 20.0 h_c + 7.0 malcoa_c + 14.0 nadph_c --> 7.0 co2_c + 8.0 coa_c + 6.0 h2o_c + hdca_c + 14.0 nadp_c,0.0,1000.0,XP_023464681_1 and XP_023470009_1,
KAT20,Acetyl CoA C acyltransferase  cis hexadec 9 enoyl CoA,3ovacccoa_c + coa_c --> accoa_c + hdcoa_c,0.0,1000.0,,
KAT24,Acetyl CoA C acyltransferase  cis hexadec 7 enoyl CoA,3oodecoa_c + coa_c --> accoa_c + hdd7coa_c,0.0,1000.0,,
KAT25,Acetyl CoA C acyltransferase  cis tetradec 5 enoyl CoA,3ohdd7coa_c + coa_c --> accoa_c + tded5coa_c,0.0,1000.0,,
KSH,R09860,andrs14dn317dn_c + h_c + nadh_c + o2_c --> 9ohadd_c + h2o_c + nad_c,0.0,1000.0,,
KSTD,MNXR85993,andrstndn_c + nad_c --> andrs14dn317dn_c + h_c + nadh_c,0.0,1000.0,,
Kt1,Potassium transport via uniport (facilitated diffusion),k_e <=> k_c,-1000.0,1000.0,XP_023463072_1,
Kt2pp,Potassium transport in via proton symport (periplasm),h_p + k_p --> h_c + k_c,0.0,1000.0,XP_023465988_1 or XP_023466151_1,
Kt2r,Potassium reversible transport  via proton symport,h_e + k_e --> h_c + k_c,0.0,1000.0,XP_023466151_1,
Ktex,Potassium transport via diffusion (extracellular to periplasm),k_e <=> k_p,-1000.0,1000.0,,
LAAL1,L amino acid ligase  L glycine L glycine,atp_c + 2.0 gly_c --> adp_c + glygly_c + h_c + pi_c,0.0,1000.0,,
LACLt2,,lac__L_e <=> lac__L_c,-1000.0,1000.0,XP_023461588_1,
LADGMDH,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase,LalaDgluMdap_c + h2o_c --> 26dap__M_c + LalaDglu_c,0.0,1000.0,,
LALDO,D-Lactaldehyde NAD+ oxidoreductase (glutathione-formylating),gthrd_c + lald__D_c + nad_c <=> h_c + lgt__S_c + nadh_c,-1000.0,1000.0,XP_023467655_1,
LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c,0.0,1000.0,XP_023462622_1,
LALDO3,L-Lactaldehyde:NADP+ 1-oxidoreductase,h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c,0.0,1000.0,XP_023468916_1,
LALGP,L-alanyl-gamma-L-glutamate peptidase,LalaLglu_c + h2o_c --> ala__L_c + glu__L_c,0.0,1000.0,XP_023466778_1,
LASP2OA,L-Aspartate 2-oxoglutarate aminotransferase,Largn_c + oaa_c <=> asp__L_c + h_c + pphn_c,-1000.0,1000.0,XP_023469256_1,
LAT,R00457,akg_c + lys__L_c <=> L2aadp6sa_c + glu__L_c,-1000.0,1000.0,,
LCADi,Lactaldehyde dehydrogenase,h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c,0.0,1000.0,XP_023463219_1 or XP_023463260_1 or XP_023464136_1 or XP_023466483_1 or XP_023469229_1,
LCARR,"Lacaldehyde reductase (R-propane-1,2-diol forming)",h_c + lald__D_c + nadh_c <=> 12ppd__R_c + nad_c,-1000.0,1000.0,XP_023462622_1,
LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)",h_c + lald__L_c + nadh_c <=> 12ppd__S_c + nad_c,-1000.0,1000.0,XP_023467130_1 or XP_023467655_1 or XP_023468755_1,
LCARSyi,"Lacaldehyde reductase (S-propane-1,2-diol forming)",h_c + lald__L_c + nadph_c --> 12ppd__S_c + nadp_c,0.0,1000.0,XP_023463944_1,
LDH_L,L-lactate dehydrogenase,lac__L_c + nad_c <=> h_c + nadh_c + pyr_c,-1000.0,1000.0,XP_023466132_1,
LEUTA,Leucine transaminase,akg_c + leu__L_c <=> 4mop_c + glu__L_c,-1000.0,1000.0,XP_023462373_1 or XP_023463832_1 or XP_023470546_1,
LEUabc,L-leucine transport via ABC system,atp_c + h2o_c + leu__L_e --> adp_c + h_c + leu__L_c + pi_c,0.0,1000.0,XP_023463336_1,
LGTHL,Lactoylglutathione lyase,gthrd_c + mthgxl_c --> lgt__S_c,0.0,1000.0,XP_023467379_1 or XP_023468208_1,
LIPAMPL,Lipoyl-adenylate protein ligase,lipoamp_c --> amp_c + lipopb_c,0.0,1000.0,XP_023470557_1,
LIPATPT,Lipoate-ATP adenylate transferase,atp_c + h_c + lipoate_c --> lipoamp_c + ppi_c,0.0,1000.0,XP_023470557_1,
LIPOPBt,Lipoate transport via proton symport,h_e + lipoate_e --> h_c + lipoate_c,0.0,1000.0,,
LMN2,Laminaribiase,h2o_c + lmn2_c --> 2.0 glc__D_c,0.0,1000.0,XP_023463364_1,
LMN2abc,Laminoribiose transport via ABC-transporter,atp_c + h2o_c + lmn2_e --> adp_c + h_c + lmn2_c + pi_c,0.0,1000.0,,
LPLIPAL2G120,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",2agpg120_c + h2o_c --> ddca_c + g3pg_c + h_c,0.0,1000.0,,
LPLIPAL2G141,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)",2agpg141_c + h2o_c --> g3pg_c + h_c + ttdcea_c,0.0,1000.0,,
LPLIPAL2G161,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",2agpg161_c + h2o_c --> g3pg_c + h_c + hdcea_c,0.0,1000.0,,
LSERDHr,L-serine dehydrogenase,nadp_c + ser__L_c <=> 2amsa_c + h_c + nadph_c,-1000.0,1000.0,XP_023468023_1,
LTHRK,L threonine kinase,atp_c + thr__L_c --> adp_c + h_c + thrp_c,0.0,1000.0,XP_023466054_1 or XP_023467308_1 or XP_023467878_1,
LYSDC,Lysine decarboxylase,h_c + lys__L_c --> 15dap_c + co2_c,0.0,1000.0,XP_023461324_1,
LYSabc,L-lysine transport via ABC system,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c,0.0,1000.0,XP_023463336_1,
LYSabcpp,L-lysine transport via ABC system (periplasm),atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c,0.0,1000.0,XP_023466764_1,
LYSt2pp,L-lysine transport in via proton symport (periplasm),h_p + lys__L_p --> h_c + lys__L_c,0.0,1000.0,XP_023469873_1,
LYSt2r,L lysine reversible transport via proton symport,h_e + lys__L_e --> h_c + lys__L_c,0.0,1000.0,XP_023469873_1 or XP_023470222_1 or XP_023471266_1,
LYSt5r,LYStiDF,lys__L_e <=> lys__L_c,-1000.0,1000.0,XP_023470222_1 or XP_023470902_1,
LYStex,L-lysine transport via diffusion (extracellular to periplasm),lys__L_e <=> lys__L_p,-1000.0,1000.0,,
L_LACt2r,L lactate reversible transport via proton symport,h_e + lac__L_e --> h_c + lac__L_c,0.0,1000.0,XP_023461588_1 or XP_023462876_1 or XP_023466247_1 or XP_023470959_1,
L_LACt2rpp,L-lactate reversible transport via proton symport (periplasm),h_p + lac__L_p --> h_c + lac__L_c,0.0,1000.0,XP_023461588_1,
L_LACtex,L-lactate transport via diffusion (extracellular to periplasm),lac__L_e <=> lac__L_p,-1000.0,1000.0,,
LacR,Lactate racemase,lac__L_c <=> lac__D_c,-1000.0,1000.0,XP_023466132_1,
MACACI,Maleylacetoacetate isomerase,4mlacac_c --> 4fumacac_c,0.0,1000.0,XP_023471582_1,
MACCOAT,2-Methylacetyl-CoA thiolase,2maacoa_c + coa_c --> accoa_c + ppcoa_c,0.0,1000.0,,
MALS,Malate synthase,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,0.0,1000.0,XP_023461959_1,
MALT,Alpha glucosidase,h2o_c + malt_c --> 2.0 glc__D_c,0.0,1000.0,XP_023469443_1,
MALTHXabcpp,Maltohexaose transport via ABC system (periplasm),atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c,0.0,1000.0,,
