reaction_id,reaction_name,subsystem
EX_gcald_e,Glycolaldehyde exchange,
EX_glc__D_e,D-Glucose exchange,
EX_gln__L_e,L-Glutamine exchange,
EX_glu__L_e,L-Glutamate exchange,
EX_glx_e,Glyoxylate exchange,
EX_ade_e,Adenine exchange,
EX_adn_e,Adenosine exchange,
EX_akg_e,2-Oxoglutarate exchange,
EX_ala__L_e,L-Alanine exchange,
EX_gly_e,Glycine exchange,
EX_glyc_e,Glycerol exchange,
AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),
EX_gsn_e,Guanosine exchange,
EX_gthox_e,Oxidized glutathione exchange,
EX_gthrd_e,Reduced glutathione exchange,
EX_alltn_e,Allantoin exchange,
EX_alltt_e,Allantoate exchange,
EX_amet_e,S Adenosyl L methionine exchange,
EX_arab__D_e,D Arabinose exchange,
EX_arab__L_e,L-Arabinose exchange,
EX_gua_e,Guanine exchange,
EX_arg__L_e,L-Arginine exchange,
EX_h2o_e,H2O exchange,
AASAD1,L aminoadipate semialdehyde dehydrogenase  NADPH,
EX_h_e,H+ exchange,
EX_hdca_e,Hexadecanoate (n-C16:0) exchange,
EX_hdcea_e,Hexadecenoate (n-C16:1) exchange,
EX_asn__L_e,L-Asparagine exchange,
EX_asp__L_e,L-Aspartate exchange,
EX_btd_RR_e,R R  2 3 Butanediol exchange,
EX_btn_e,Biotin exchange,
EX_hexc_e,Hexacosanoate  n C260  exchange,
AASAD2,L aminoadipate semialdehyde dehydrogenase  NADH,
EX_his__L_e,L-Histidine exchange,
EX_hxan_e,Hypoxanthine exchange,
EX_iamac_e,Isoamyl acetate exchange,
EX_iamoh_e,Isoamyl alcohol exchange,
EX_ibutac_e,Isobutyl acetate exchange,
EX_chol_e,Choline exchange,
EX_cit_e,Citrate exchange,
EX_co2_e,CO2 exchange,
EX_crn_e,L-Carnitine exchange,
EX_csn_e,Cytosine exchange,
EX_cys__L_e,L-Cysteine exchange,
EX_cytd_e,Cytidine exchange,
EX_dad_2_e,Deoxyadenosine exchange,
EX_dann_e,7 8 Diaminononanoate exchange,
EX_ibutoh_e,Isobutyl alcohol exchange,
EX_id3acald_e,Indole 3 acetaldehyde exchange,
EX_ile__L_e,L-Isoleucine exchange,
EX_ind3eth_e,Indole 3 ethanol exchange,
EX_inost_e,Myo-Inositol exchange,
EX_dca_e,Decanoate (n-C10:0) exchange,
EX_dcyt_e,Deoxycytidine exchange,
EX_ddca_e,Dodecanoate (n-C12:0) exchange,
EX_ins_e,Inosine exchange,
EX_k_e,K+ exchange,
EX_dgsn_e,Deoxyguanosine exchange,
EX_din_e,Deoxyinosine exchange,
EX_lac__D_e,D-lactate exchange,
AATA,2 aminoadipate transaminase,
EX_lac__L_e,L-Lactate exchange,
EX_lanost_e,Lanosterol exchange,
EX_lanostest_SC_e,Lanosterol ester  yeast specific exchange,
EX_dttp_e,DTTP exchange,
EX_duri_e,Deoxyuridine exchange,
EX_leu__L_e,L-Leucine exchange,
ABTA,4-aminobutyrate transaminase,
EX_lys__L_e,L-Lysine exchange,
EX_mal__L_e,L-Malate exchange,
EX_malt_e,Maltose exchange,
EX_ribflv_e,Riboflavin exchange,
EX_sbt__D_e,D-Sorbitol exchange,
EX_man_e,D-Mannose exchange,
ABTt,L arabinitol transport via passive diffusion,
EX_melib_e,Melibiose exchange,
EX_met__L_e,L-Methionine exchange,
EX_mmet_e,S-Methyl-L-methionine exchange,
EX_na1_e,Sodium exchange,
EX_nac_e,Nicotinate exchange,
EX_sbt__L_e,L Sorbitol exchange,
EX_ser__L_e,L-Serine exchange,
EX_so3_e,Sulfite exchange,
EX_so4_e,Sulfate exchange,
EX_spmd_e,Spermidine exchange,
EX_sprm_e,Spermine exchange,
EX_srb__L_e,L Sorbose exchange,
EX_succ_e,Succinate exchange,
EX_nadp_e,Nicotinamide adenine dinucleotide phosphate exchange,
EX_nh4_e,Ammonia exchange,
EX_nmn_e,NMN exchange,
EX_sucr_e,Sucrose exchange,
EX_o2_e,O2 exchange,
EX_taur_e,Taurine exchange,
ABUTDm,Aminobutyraldehyde dehydrogenase  mitochondrial,
EX_thm_e,Thiamin exchange,
EX_oaa_e,Oxaloacetate exchange,
EX_ocdca_e,Octadecanoate (n-C18:0) exchange,
EX_ocdcea_e,Octadecenoate (n-C18:1) exchange,
ABUTt2r,4 aminobutyrate reversible transport in via proton symport,
EX_ocdcya_e,Octadecynoate  n C182  exchange,
EX_orn_e,Ornithine exchange,
EX_thmmp_e,Thiamin monophosphate exchange,
EX_thmpp_e,Thiamine diphosphate exchange,
EX_thr__L_e,L-Threonine exchange,
EX_thym_e,Thymine exchange,
EX_pacald_e,Phenylacetaldehyde exchange,
EX_pap_e,Adenosine 3  5  bisphosphate exchange,
EX_thymd_e,Thymidine exchange,
ACACT1r,Acetyl-CoA C-acetyltransferase,
EX_tre_e,Trehalose exchange,
EX_trp__L_e,L-Tryptophan exchange,
EX_pc_SC_e,Phosphatidylcholine  yeast specific exchange,
EX_pectin_e,Pectin exchange,
EX_pepd_e,Peptide exchange,
EX_phe__L_e,L-Phenylalanine exchange,
EX_pheac_e,Phenethyl acetate exchange,
EX_pi_e,Phosphate exchange,
EX_pnto__R_e,(R)-Pantothenate exchange,
EX_ttdca_e,Tetradecanoate (n-C14:0) exchange,
EX_tyr__L_e,L-Tyrosine exchange,
EX_ura_e,Uracil exchange,
EX_urea_e,Urea exchange,
EX_uri_e,Uridine exchange,
EX_val__L_e,L-Valine exchange,
EX_xan_e,Xanthine exchange,
EX_xtsn_e,Xanthosine exchange,
EX_pro__L_e,L-Proline exchange,
EX_ptd1ino_SC_e,Phosphatidyl 1D myo inositol  yeast specific exchange,
EX_ptrc_e,Putrescine exchange,
EX_pyr_e,Pyruvate exchange,
EX_xyl__D_e,D-Xylose exchange,
EX_xylt_e,Xylitol exchange,
EX_rib__D_e,D-Ribose exchange,
ACACT1m,Acetyl CoA C acetyltransferase  mitochondrial,
EX_zymst_e,Zymosterol exchange,
EX_zymstest_SC_e,Zymosterol ester  yeast specific exchange,
FA100tp,Fatty acid peroxisomal transport,
ACACT4p,Acetyl CoA C acetyltransferase  octanoyl CoA   peroxisomal,
FA120ACPHi,Fatty-acyl-ACP hydrolase,
FACOAL161,Fatty acid  CoA ligase  hexadecenoate,
FACOAL161p,Fatty acid  CoA ligase  hexadecenoate   peroxisomal,
FA120ACPtm,Fatty acyl ACP mitochondrial transport,
ACACT5p,Acetyl CoA C acyltransferase  decanoyl CoA   peroxisomal,
FA120tp,Fatty acid peroxisomal transport,
FA140ACPHi,Fatty-acyl-ACP hydrolase,
FACOAL180,Fatty acid  CoA ligase  octadecanoate,
FACOAL181,Fatty acid  CoA ligase  octadecenoate,
FACOAL182,Fatty acid  CoA ligase  octadecynoate,
FA140ACPtm,Fatty acyl ACP mitochondrial transport,
FACOAL240p,Fatty acid  CoA ligase  n C240   peroxisomal,
FA140COAabcp,Fatty acid peroxisomal transport via ABC system,
FA140tp,Fatty acid peroxisomal transport,
FA141ACPHi,Fatty-acyl-ACP hydrolase,
FA141ACPtm,Fatty acyl ACP mitochondrial transport,
FACOAL260p,Fatty acid  CoA ligase  n C260   peroxisomal,
FACOAL80p,Fatty acid  CoA ligase  octanoate   peroxisomal,
FADFMNtm,FADFMN antiport,
FALDH,Formaldehyde dehydrogenase,
FA141COAabcp,Fatty acid peroxisomal transport via ABC system,
FAS161ACPm,Fatty acyl ACP synthase  n C161ACP   mitochondrial,
FA141tp,Fatty acid peroxisomal transport,
FA160ACPHi,Fatty-acyl-ACP hydrolase,
FA160ACPtm,Fatty acyl ACP mitochondrial transport,
FA160COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,
FAO141p_even,Fatty acid oxidation,
FAO141p_odd,Fatty acid oxidation,
FAO161p_even,Fatty acid oxidation,
FAO161p_odd,Fatty acid oxidation,
FAO181p_even,Fatty acid oxidation,
FA160tp,Fatty acid peroxisomal transport,
FA161ACPHi,Fatty-acyl-ACP hydrolase,
FA161ACPtm,Fatty acyl ACP mitochondrial transport,
FAO181p_odd,Fatty acid oxidation,
FAS180,Fatty acid synthase  n C180,
FAO182p_eveneven,Fatty acid oxidation,
FAO182p_evenodd,Fatty acid oxidation,
FAO182p_oddodd,Fatty acid oxidation,
FAO240p,Fatty acid oxidation  tetradecansoyl CoA   peroxisomal,
FAO80p,Fatty acid oxidation  octanoyl CoA   peroxisomal,
FAS100,Fatty acid synthase  n C100,
FA161COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,
FA161tp,Fatty acid peroxisomal transport,
FA180ACPH,Fatty acyl ACP hydrolase,
FA180ACPtm,Fatty acyl ACP mitochondrial transport,
FA180COAabcp,Fatty acyl CoA transport via ABC system,
FA181ACPH,Fatty acyl ACP hydrolase,
FA181ACPtm,Fatty acyl ACP mitochondrial transport,
FA181COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,
FA182ACPH,Fatty acyl ACP hydrolase,
FA182ACPtm,Fatty acyl ACP mitochondrial transport,
FA182COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,
FA240tp,Fatty acid peroxisomal transport,
FAS100ACPm,Fatty acyl ACP synthase  n C100ACP   mitochondrial,
FAS100COA,Fatty acyl CoA synthase  n C100CoA,
FAS120,Fatty acid synthase  n C120,
FAS120ACPm,Fatty acyl ACP synthase  n C120ACP   mitochondrial,
FAS120COA,Fatty acyl CoA synthase  n C120CoA,
FAS140,Fatty acid synthase  n C140,
FAS140ACPm,Fatty acyl ACP synthase  n C140ACP   mitochondrial,
FAS140COA,Fatty acyl CoA synthase  n C140CoA,
FAS141,Fatty acid synthase  n C141,
FA260tp,Fatty acid peroxisomal transport,
FA80tp,Fatty acid peroxisomal transport,
FACOAL100p,Fatty acid  CoA ligase  decanoate   peroxisomal,
FAS141ACPm,Fatty acyl ACP synthase  n C141ACP   mitochondrial,
FACOAL120p,Fatty acid  CoA ligase  dodecanoate   peroxisomal,
FACOAL140,Fatty acid  CoA ligase  tetradecanoate,
FACOAL140p,Fatty acid  CoA ligase  tetradecanoate   peroxisomal,
FACOAL141,Fatty acid  CoA ligase  tetradecenoate,
FACOAL141p,Fatty acid  CoA ligase  tetradecenoate   peroxisomal,
FAS160,Fatty acid synthase  n C160,
FAS160ACPm,Fatty acyl ACP synthase  n C160ACP   mitochondrial,
FAS160COA,Fatty acyl CoA synthase  n C160CoA,
FAS161,Fatty acid synthase  n C161,
FACOAL160,Fatty acid  CoA ligase  hexadecanoate,
FACOAL160p,Fatty acid  CoA ligase  hexadecanoate   peroxisomal,
FAS180ACPm,Fatty acyl ACP synthase  n C180ACP   mitochondrial,
G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,
FAS180COA,Fatty acyl CoA synthase  n C180CoA,
GLUK,Glucokinase,
G3PIt,Glycero 3 phospho 1 inositol transport  extracellular to cytosol,
FAS181,Fatty acid synthase  n C181,
FAS181ACPm,Fatty acyl ACP synthase  n C181ACP   mitochondrial,
FAS182ACPm,Fatty acyl ACP synthase  n C182ACP   mitochondrial,
G3PT,Glycerol-3-phosphatase,
FAS240_L,Fatty acid synthase  n C240   lumped reaction,
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),
G5SADrm,L glutamate 5 semialdehyde dehydratase  reversible  mitochondrial,
FAS260,Fatty acid synthase  n C260,
G5SD,Glutamate-5-semialdehyde dehydrogenase,
G5SD2,Glutamate 5 semialdehyde dehydrogenase,
GLUN,Glutaminase,
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,
G6PDA,Glucosamine-6-phosphate deaminase,
FAS80ACPm_L,Fatty acyl ACP synthase  n C80ACP   mitochondrial  lumped reaction,
G6PDH2r,Glucose 6-phosphate dehydrogenase,
G6PDH2er,Glucose 6 phosphate dehydrogenase  endoplasmic reticulum,
G6PI,Glucose 6 phosphate isomerase,
G6PI3,Glucose 6 phosphate isomerase,
G6Pter,Glucose 6 phosphate endoplasmic reticular transport via diffusion,
GALIGH,1 alpha D Galactosyl myo inositol galactohydrolase,
GALKr,Galactokinase,
GALS3,A-galactosidase (melibiose),
GALT,Galactose 1 phosphate uridylyltransferase,
GLUSx,Glutamate synthase  NADH2,
GLUTRS,Glutamyl-tRNA synthetase,
GLUTRSm,Glutamyl tRNA synthetase  mitochondrial,
GLUt2n,Glutamate nuclear transport via proton symport,
GLUt2r,L glutamate transport via proton symport  reversible,
GLUt5m,L glutamate transport into mitochondria via hydroxide ion antiport,
GLUt7,L glutamate transport out via proton symport  vacuolar,
GLUt7m,Glutamate transport  uniporter   mitochondrial,
GLXt,Glyoxylate transport,
GLXtp,Glyoxylate transport  peroxisomal,
GLYAT,Glycine C-acetyltransferase,
GLYC3Ptm,Glycerol 3 phosphate shuttle,
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),
GALt2,D galactose transport in via proton symport,
GAM6Pt,D glucosamine 6 phosphate reversible uniport,
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,
GLYCDy,Glycerol dehydrogenase  NADP dependent,
FAS80COA_L,Fatty acyl CoA synthase  n C80CoA   lumped reaction,
GLYCLm,Glycine cleavage system  mitochondrial,
GLYCt,Glycerol transport via channel,
GLYCt2,Glycerol transport via symport,
GARFT,Phosphoribosylglycinamide formyltransferase,
GAT1_SC,Glycerol 3 phosphate acyltransferase  glycerol 3 phosphate   yeast specific,
GAT2_SC,Glycerol 3 phosphate acyltransferase  glycerone phosphate   yeast specific,
GBEZ,1 4 alpha glucan branching enzyme,
GCALDt,Glycoaldehydye reversible transport,
GCALDtm,Glycoaldehyde mitochondrial transport,
GCC2am,Glycine cleavage complex  lipoamide   mitochondrial,
GCC2bim,Glycine cleavage system  lipoamide  irreversible  mitochondrial,
GCC2cm_copy1,Glycine cleavage complex  lipoamide   mitochondrial,
GCCam,Glycine cleavage complex  lipoylprotein   mitochondrial,
GCCbim,Glycine cleavage complex  lipoylprotein  irreversible  mitochondrial,
GLYGS,Glycogen  starch  synthase,
GLYK,Glycerol kinase,
GLYOX,Hydroxyacylglutathione hydrolase,
GLYOXm,Hydroxyacylglutathione hydrolase  mitochondrial,
GLYTRS,Glycyl-tRNA synthetase,
GLYt2m,Glycine mitochondrial transport via proton symport,
GLYt2r,Glycine reversible transport via proton symport,
GCCcm,Glycine cleavage complex  lipoylprotein   mitochondrial,
GDPMANNtg,GDP mannose antiport,
GMPS2,GMP synthase,
GDPt3g,GDP Golgi transport via proton anitport,
GND,Phosphogluconate dehydrogenase,
FAS80_L,Fatty acid synthase  n C80   lumped reaction,
GNNUC,Ribosylpyrimidine nucleosidase,
GDPtn,GDP nuclear transport,
GF6PTA,Glutamine-fructose-6-phosphate transaminase,
GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),
GGLGH,Galactosylglycerol galactohydrolase,
FBA,Fructose-bisphosphate aldolase,
GGTT,Geranylgeranyltranstransferase,
GHMT2r,"Glycine hydroxymethyltransferase, reversible",
GHMT2rm,Glycine hydroxymethyltransferase  reversible  mitochondrial,
GRTT,Geranyltranstransferase,
GSNK,Guanosine kinase,
GSNt2,Guanosine transport in via proton symport,
GK1,Guanylate kinase (GMP:ATP),
GK2,Guanylate kinase  GMPdATP,
GLCGSD,Glucan 1 4 alpha glucosidase,
GLCGSDv,Glucan 1 4 alpha glucosidase  vacuole,
GSNt2m,Guanosine mitochondrial transport via proton symport,
GTHOr,Glutathione oxidoreductase,
GTHOXti,Oxidized glutathione irreversible uniport,
GTHOm,Glutathione oxidoreductase,
GLCNtv,Glycogen vacuolar  transport  via autophagy,
FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,
GLCP,Glycogen phosphorylase,
GLCS2,Glycogen synthase  UDPGlc,
GTHPi,Glutathione peridoxase,
GTHPm,Glutathione peroxidase  mitochondria,
GTHRDabcv,Reduced glutathione via ABC system  vacuolar,
GTHRDt2,Glutathione transport,
GLCt1,Glucose transport  uniport,
GLCtv,Glucose transport  vacuolar,
FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",
GLNS,Glutamine synthetase,
GLNTRS,Glutaminyl-tRNA synthetase,
GTHS,Glutathione synthetase,
GTMLT,G glutamyltransferase,
GLNt2n,Glutamine nuclear transport via proton symport,
FBP,Fructose-bisphosphatase,
GLNt2r,L glutamine reversible transport via proton symport,
GLNt6,L glutamine transport in via proton antiport  vacuolar,
GTPCI,GTP cyclohydrolase I,
GTPCII,GTP cyclohydrolase II,
GTPH1,GTP diphosphohydrolase,
GLNt7,L glutamine transport out via proton symport  vacuolar,
GTPt2m,GTPGDP translocase  mitochondrial  electroneutral,
GLPT,Glycylpeptide N tetradecanoyltransferase,
FBP26,Fructose 2 6 bisphosphate 2 phosphatase,
GLU5K,Glutamate 5-kinase,
GLUCYS,Gamma-glutamylcysteine synthetase,
GLUDC,Glutamate Decarboxylase,
GUAD,Guanine deaminase,
GUAPRT,Guanine phosphoribosyltransferase,
GUAt2r,Guanine reversible transport via proton symport,
GUAtm,Guanine mitochondrial transport via diffusion,
H2O2tn,Hydrogen peroxide nuclear transport,
H2Ot,H2O transport via diffusion,
GLUDxi,Glutamate dehydrogenase  NAD,
GLUDy,Glutamate dehydrogenase (NADP),
H2Oter,H2O endoplasmic reticulum transport,
FCLTm,Ferrochelatase  mitochondrial,
H2Otm,H2O transport  mitochondrial,
H2Otn,H2O transport  nuclear,
H2Otp,H2O transport  peroxisomal,
HCITSm,Homocitrate synthase,
H2Otv,H2O transport  vacuolar,
HCITSn,Homocitrate synthase,
FDH,Formate dehydrogenase,
HACD10p,3 hydroxyacyl CoA dehydrogenase  3 oxohexacosyl CoA   peroxisomal,
HACD4p,3 hydroxyacyl CoA dehydrogenase  3 oxodecanoyl CoA   peroxisomal,
FDNG,Formate  dehydrogenase  cytosolicmitochondrial,
HACD5p,3 hydroxyacyl CoA dehydrogenase  3 oxodecanoyl CoA   peroxisomal,
HACD6p,3 Hydroxyacyl CoA dehydrogenase  3 oxotetradecanoyl CoA   peroxisomal,
HCO3E,HCO3 equilibration reaction,
HCO3Em,HCO3 equilibration reaction,
HCO3En,HCO3 equilibrium reaction  nuclear,
HACD7p,3 hydroxyacyl CoA dehydrogenase  3 oxohexadecanoyl CoA   peroxisomal,
HACD8p,3 hydroxyacyl CoA dehydrogenase  3 oxooctadecanoyl CoA   peroxisomal,
HCO3tn,Bicarbonate nuclear transport via diffusion,
HACNHm,Homoacontinate hydratase  mitochondrial,
FE2t,Iron  II  transport,
HBZOPT6m,Hydroxybenzoate octaprenyltransferase  mitochondrial,
FE2utm,Iron  II  uptake  mitochondrial,
HCYSMT,Homocysteine S-methyltransferase,
HCYSt2p,Homocysteine peroxisomal transport via proton symport,
HDCAt,Hexadecanoate  n C160  transport in via uniport,
HDCEAt,Hexadecenoate  n C161  transport in via uniport,
FECOSTAT_SC,Acyl CoAfecosterol acyltransferase  yeast specific,
HEMEOMOm,Heme O monooxygenase  mitochondrial,
HEMEOSm,Heme O synthase  mitochondrial,
HETZK,Hydroxyethylthiazole kinase,
FECOSTESTH_SC,Fecosterol ester hydrolase  yeast specific,
HEX1,Hexokinase (D-glucose:ATP),
HEX4,Hexokinase (D-mannose:ATP),
FECOSTESTH_SCe,Fecosterol ester hydrolase  yeast specific  extracellular,
HEX7,Hexokinase (D-fructose:ATP),
HEXCCOAtx,Fatty acid intracellular transport,
HEXDPtm,All trans hexaprenyl diphosphate transport  mitochondrial,
ILEtmi,Isoleucine transport from mitochondria to cytosol,
FECOSTt,Fecosterol reversible transport,
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing,
HICITDm,Homoisocitrate dehydrogenase,
FEtm,Iron  II  transport,
IMPC,IMP cyclohydrolase,
FKYNH,N Formyl L kynurenine amidohydrolase,
IMPD,IMP dehydrogenase,
IND3ACtm,Indole 3 acetate mitochondrial transport via diffusion,
HISTD,Histidinol dehydrogenase,
FMETTRSm,Methionyl tRNA formyltransferase  mitochondrial,
HISTP,Histidinol-phosphatase,
HISTRS,Histidyl-tRNA synthetase,
IND3ETHt,Tryptophol transport  extracellular,
IND3ETHtm,Tryptophol transport  mitochondrial,
INDPYRD,Indole 3 pyruvate decarboxylase,
HISTRSm,Histidyl tRNA synthetase  mitochondrial,
INSK,Insosine kinase,
FMNAT,FMN adenylyltransferase,
HISt2m,Histidine mitochondrial transport via proton symport,
HISt2r,L histidine reversible transport via proton symport,
HISt6,L histidine transport in via proton antiport  vacuolar,
HKYNH,3 Hydroxy L kynurenine hydrolase,
HMBS,Hydroxymethylbilane synthase,
INSTt2,Inositol transport in via proton symport,
INSt2,Inosine transport in via proton symport,
IPC124PLC_SC,Inositol phosphorylceramide  ceramide 1  24C  phospholipase C,
IPC126PLC_SC,Inositol phosphorylceramide  ceramide 1  26C  phospholipase C,
IPC224PLC_SC,Inositol phosphorylceramide  ceramide 2  24C  phospholipase C,
IPC226PLC_SC,Inositol phosphorylceramide  ceramide 2  26C  phospholipase C,
HMGCOAR,Hydroxymethylglutaryl CoA reductase,
HMGCOAS,Hydroxymethylglutaryl CoA synthase,
HMGCOASm,Hydroxymethylglutaryl CoA synthase  mitochondrial,
IPC324PLC_SC,Inositol phosphorylceramide  ceramide 3  24C  phospholipase C,
IPC326PLC_SC,Inositol phosphorylceramide  ceramide 3  26C  phospholipase C,
HMGCOAtm,Hydroxymethylglutaryl CoA reversible mitochondrial transport,
FMNATm,FMN adenylyltransferase,
HMPK1,Hydroxymethylpyrimidine kinase (ATP),
HPPKm,2 amino 4 hydroxy 6 hydroxymethyldihydropteridine diphosphokinase  mitochondrial,
HPROa,L hydroxyproline reductase  NAD,
IPCS124_SC,Inositol phosphorylceramide synthase  ceramide 1  24C   yeast specific,
IPCS126_SC,Inositol phosphorylceramide synthase  ceramide 1  26C   yeast specific,
IPCS224_SC,Inositol phosphorylceramide synthase  ceramide 2  24C   yeast specific,
IPCS226_SC,Inositol phosphoryceramide synthase  ceramide 2  26C   yeast specific,
HPROb,L hydroxyproline reductase  NADP,
HPROxm,L hydroxyproline dehydrogenase  NAD   mitochondrial,
IPCS324_SC,Inositol phosphorylceramide synthase  ceramide 3  24C   yeast specific,
IPCS326_SC,Inositol phosphorylceramide synthase  ceramide 3  26C   yeast specific,
HPROym,L hydroxyproline dehydrogenase  NADP   mitochondrial,
FMNRx,FMN reductase,
HSDxi,Homoserine dehydrogenase  NADH   irreversible,
IPDDI,Isopentenyl-diphosphate D-isomerase,
FMNRx2,FMN reductase,
IPDPtm,Isopentenyl diphosphate transport  mitochondrial,
IPMD,3-isopropylmalate dehydrogenase,
IPPMIa,3-isopropylmalate dehydratase,
IPPMIb,2-isopropylmalate hydratase,
IPPS,2-isopropylmalate synthase,
HSDy,Homoserine dehydrogenase (NADPH),
HSERTA,Homoserine O trans acetylase,
HSK,Homoserine kinase,
HSTPT,Histidinol-phosphate transaminase,
HXANt2r,Hypoxanthine reversible transport via proton symport,
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),
HYPOE,Hypothetical enyme,
IAMACt,Isoamyl acetate transport  extracellular,
IAMOHt,Isoamyl alcohol transport  extracellular,
IAMOHtm,Isoamyl alcohol transport  mitochondrial,
IBUTACt,Isobutyl acetate transport  extracellular,
IBUTOHt,Isobutyl alcohol transport  extracellular,
IBUTOHtm,Isobutyl alcohol transport  mitochondrial,
ICDHxm,Isocitrate dehydrogenase  NAD,
IPPSm,2 isopropylmalate synthase  mitochondrial,
ITCOALm,Itaconate  CoA ligase  ADP forming   mitochondrial,
KARA1im,Acetohydroxy acid isomeroreductase  mitochondrial,
KARA2im,Ketol acid reductoisomerase  2 Aceto 2 hydroxybutanoate   mitochondrial,
KYN,Kynureninase,
KYN3OX,Kynurenine 3 monooxygenase,
Kt2r,Potassium reversible transport  via proton symport,
LALDO3,L-Lactaldehyde:NADP+ 1-oxidoreductase,
LANOSTAT_SC,Acyl CoAlanosterol acyltransferase  yeast specific,
ICDHyr,Isocitrate dehydrogenase (NADP),
ICDHym,Isocitrate dehydrogenase  NADP,
ICDHyp,Isocitrate dehydrogenase  NADP,
ICL,Isocitrate lyase,
LANOSTESTH_SC,Lanosterol ester hydrolase  yeast specific,
FOLD3m,Dihydropteroate synthase  mitochondrial,
LANOSTESTH_SCe,Lanosterol ester hydrolase  yeast specific  extracellular,
LANOSTt,Lanosterol reversible transport,
LCADi,Lactaldehyde dehydrogenase,
LCYSTintv,L cystine transport via proton symport  vacuolar,
LEUTA,Leucine transaminase,
LEUTAm,Leucine transaminase  mitochondrial,
LEUTRS,Leucyl-tRNA synthetase,
LEUTRSm,Leucyl tRNA synthetase  mitochondrial,
ID3ACALDt,Indoleacetaldehyde transport  extracellular,
ID3ACALDtm,Indole 3 acetaldehyde mitochondrial transport via diffusion,
IG3PS,Imidazole-glycerol-3-phosphate synthase,
IGPDH,Imidazoleglycerol-phosphate dehydratase,
IGPS,Indole-3-glycerol-phosphate synthase,
ILETA,Isoleucine transaminase,
ILETAm,Isoleucine transaminase  mitochondrial,
ILETRS,Isoleucyl-tRNA synthetase,
ILETRSm,Isoleucyl tRNA synthetase  mitochondrial,
ILEt2r,L isoleucine reversible transport via proton symport,
ILEt6,L isoleucine transport in via proton antiport  vacuolar,
ILEt7,L isoleucine transport out via proton symport  vacuolar,
LEUt2r,L leucine reversible transport via proton symport,
LEUt6,L leucine transport in via proton antiport  vacuolar,
LEUt7,L leucine transport out via proton symport  vacuolar,
LGTHL,Lactoylglutathione lyase,
LNS14DM,Cytochrome P450 lanosterol 14 alpha demethylase  NADP,
LNS14DMx,Cytochrome P450 lanosterol 14 alpha demethylase  NAD,
FORt,Formate transport via diffusion,
LNSTLS,Lanosterol synthase,
MACACI,Maleylacetoacetate isomerase,
MALOAAtp,Malateoxaloacetate shuttle,
LPCAT_SC,Lyso phosphatidylcholine acyltransferase acyltransferase  yeast specific,
LPP_SC,Lipid phosphate phosphatase  yeast specific,
FORtm,Formate mitochondrial transport,
FRDPtm,Farnesyl diphosphate transport  mitochondrial,
FRDcm,Fumarate reductase  cytosolicmitochondrial,
LSERDHr,L-serine dehydrogenase,
LYSTRS,Lysyl-tRNA synthetase,
LYSTRSm,Lysyl tRNA synthetase  mitochondrial,
LYSt2m,Lysine mitochondrial transport via proton symport,
LYSt2r,L lysine reversible transport via proton symport,
MALS,Malate synthase,
MALSp,Malate synthase,
MALT,Alpha glucosidase,
MALTt2,Maltose transport in via proton symport,
MALt2r,L malate reversible transport via proton symport,
MALtm,Malate transport  mitochondrial,
MAN1PT,Mannose 1 phosphate guanylyltransferase,
LYSt6,L lysine transport in via proton antiport  vacuolar,
L_LACD2cm,L Lactate dehydrogenase  cytosolicmitochondrial,
L_LACt2r,L lactate reversible transport via proton symport,
MAN6PI,Mannose-6-phosphate isomerase,
L_LACtm,L lactate transport  mitochondrial,
MANNANter,Mannan endoplasmic reticulum transport via diffusion,
FRDm,Fumarate reductase,
MANt2,D mannose transport in via proton symport,
MCITDm,2 methylcitrate dehydratase  mitochondrial,
MCITL2m,Methylisocitrate lyase,
FRTT,Farnesyltranstransferase,
MCITSm,2 methylcitrate synthase,
MCOATA,Malonyl-CoA-ACP transacylase,
MCOATAm,Malonyl CoA ACP transacylase  mitochondrial,
MIPC326PLC_SC,Mannose inositol phosphorylceramide  ceramide 3  26C  phospholipase C,
MIPCS124_SC,Mannose inositiol phophorylceramide synthase  ceramide 1  24C   yeast specific,
MIPCS126_SC,Mannose inositol phosphorylceramide synthase  ceramide 1  26C   yeast specific,
MDH,Malate dehydrogenase,
MIPCS224_SC,Mannose inositol phosphorylceramide synthase  ceramide 2  24C   yeast specific,
MDHm,Malate dehydrogenase  mitochondrial,
MDHp,Malate dehydrogenase  peroxisomal,
