reaction_id,reaction_name,subsystem
HQNt6,Hydroquinone transport inout via proton symport,
DPR,2-dehydropantoate 2-reductase,
ISOMS,Isomaltulose synthase,
GLYCt,Glycerol transport via channel,
GLYK,Glycerol kinase,
DRBK,Deoxyribokinase,
GMPR,GMP reductase,
GMPS2,GMP synthase,
GNKr,Gluconokinase,
GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),
GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),
IMPC,IMP cyclohydrolase,
HEXSabc,Hexanesulfonate transport via ABC system,
ICITt10,Isocitrate transport in via Mg complex,
ICITt2,Isocitrate transport inout via proton symport,
DRIBabc,Deoxyribose transport via ABC system,
DRPA,Deoxyribose-phosphate aldolase,
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),
IPDDI,Isopentenyl-diphosphate D-isomerase,
GTHPe,Glutathione peroxidase,
RAFH,Raffinose hydrolyzing enzyme,
DTMPK,DTMP kinase,
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),
HETZK,Hydroxyethylthiazole kinase,
GTPCI,GTP cyclohydrolase I,
GTPDPK,GTP diphosphokinase,
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),
GUAD,Guanine deaminase,
GUAPRT,Guanine phosphoribosyltransferase,
HXANt2r,Hypoxanthine reversible transport via proton symport,
HEMEOS_1,Heme O synthase,
GUI1,Glucuronate isomerase (D-glucuronate),
DURIPP,Deoxyuridine phosphorylase,
GUAt2r,Guanine reversible transport via proton symport,
HEX1,Hexokinase (D-glucose:ATP),
HGt,Mercury transport,
GUI2,Glucuronate isomerase (D-galacturonate),
DUTPDP,DUTP diphosphatase,
HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),
HACD1_1,3 hydroxyacyl CoA dehydrogenase  acetoacetyl CoA,
HEXTT,Trans-hexaprenyltranstransferase,
HIBD,3 hydroxyisobutyrate dehydrogenase,
HEMEAS,Heme A synthase,
DXPRIi,1-deoxy-D-xylulose reductoisomerase,
HISDr,Histidase r,
HISTD,Histidinol dehydrogenase,
LAAL17,L amino acid ligase  Ala Ile,
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,
LAAL18,L amino acid ligase  Ser Ile,
LAAL19,L amino acid ligase  Gly Met,
HISTP,Histidinol-phosphatase,
HKM1PP,2 hydroxy 3 keto 5 methylthiopentenyl 1 phosphate phophatase,
LAAL2,L amino acid ligase  L alanylglycine,
Kt2r,Potassium reversible transport  via proton symport,
LAAL20,L amino acid ligase  Ala Met,
LAAL21,L amino acid ligase  Ser Met,
LAAL22,L amino acid ligase  Thr Met,
HISt2r,L histidine reversible transport via proton symport,
HMBS,Hydroxymethylbilane synthase,
HMGCOAS,Hydroxymethylglutaryl CoA synthase,
LAAL23,L amino acid ligase  met met,
ECOAH1_1,3 hydroxyacyl CoA dehydratase  3 hydroxybutanoyl CoA,
LAAL24,L amino acid ligase  gly phe,
Kt3r,Potassium transport out via proton antiport,
HMGL,Hydroxymethylglutaryl-CoA lyase,
HOXPRx,2 hydroxy 3 oxopropionate reductase  NAD,
HMPK1,Hydroxymethylpyrimidine kinase (ATP),
ECOAH2,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),
HP5CD_1,3 hydroxy 1 pyrroline 5 carboxylate dehydrogenase,
Kt1,Potassium transport via uniport (facilitated diffusion),
HPPK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,
LAAL25,L amino acid ligase  Ala phe,
ECOAH2c,Enoyl CoA hydratase  bacterial,
LAAF,Alpha N arabinofuranosidase,
LAAL1,L amino acid ligase  L glycine L glycine,
HSDy,Homoserine dehydrogenase (NADPH),
HSK,Homoserine kinase,
HSST,Homoserine O-succinyltransferase,
LAAL10,L amino acid ligase  Thr Thr,
LAAL11,L amino acid ligase  Ala Val,
HXAD,Hexosaminidase,
ECOAH3,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),
HSTPTr,Histidinol phosphate transaminase,
LAAL12,L amino acid ligase  Ser Val,
LAAL13,L amino acid ligase  Gly Leu,
ECOAH4,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),
LAAL14,L amino acid ligase  ser leu,
LAAL15,L amino acid ligase  Ala Leu,
LAAL16,L amino acid ligase  Thr Leu,
LAAL26,L amino acid  ser phe,
LAAL27,L amino acid ligase  Thr Phe,
ICDHyr,Isocitrate dehydrogenase (NADP),
ICHORT,Isochorismatase,
IG3PS_1,Imidazole glycerol 3 phosphate synthase,
IGPDH_1,Imidazoleglycerol phosphate dehydratase,
IGPS,Indole-3-glycerol-phosphate synthase,
ILEDHr,Isoleucine dehydrogenase,
IMPD,IMP dehydrogenase,
ILETA,Isoleucine transaminase,
ILEt2r,L isoleucine reversible transport via proton symport,
LAAL28,L amino acid ligase  met phe,
LAAL29,L amino acid ligase  gly tyr,
ECOAH5_1,3 hydroxyacyl CoA dehydratase  3 hydroxydodecanoyl CoA,
LAAL3,L amino acid ligase  L serylglycine,
LAAL30,L amino acid  Ala Tyr,
INS2D,Inositol 2-dehydrogenase,
ECOAH6,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),
INSTt2,Inositol transport in via proton symport,
IPDPUPT,Di trans poly cis Decaprenyl diphosphateisopentenyl diphosphate undecaprenylcistransferase,
LANTHabc,Lanthionine transport via ABC system,
LIPO1S24_BS,Lipoteichoic acid synthesis  n24   linked  glucose substituted,
IPMD,3-isopropylmalate dehydrogenase,
ECOAH7,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),
IPPS,2-isopropylmalate synthase,
IZPN_1,Imidazolonepropionase,
LIPO2S24_BS,Lipoteichoic acid synthesis  n24   linked  N acetylglucosamine substituted,
LIPO4S24_BS,Lipoteichoic acid synthesis  n24   linked  unsubstituted,
LIPTabc,Lipoic acid transport via ABC system,
IPPMIa,3-isopropylmalate dehydratase,
IPPMIb,2-isopropylmalate hydratase,
KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),
LYSLG_BS,Lysylphosphatidylglycerol synthesis,
MALTTRabc,Maltotriose transport via ABC system,
MAL_Dt2,D malate transport in via proton symport,
MAN1Pt6,MAN1P transport inout via proton symport,
MAN6Pt6,MAN6P transport inout via proton symport,
KAS1,B-ketoacyl synthetase (Iso-C14:0),
LAAL31,L amino acid ligase  Ser Tyr,
ECOAH9ir,2 Methylprop 2 enoyl CoA  2 Methylbut 2 enoyl CoA,
EDA,2-dehydro-3-deoxy-phosphogluconate aldolase,
MANAO,Mannonate oxidoreductase,
METt3,L methionine transport out via proton antiport,
ENO,Enolase,
MELIBt2,Melibiose transport in via symport,
NACt,Nicotinic acid transport,
MALt2r,L malate reversible transport via proton symport,
ETHAt6,Ethanolamine transport inout via proton symport,
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",
NMNHYD,Nicotinamide ribonucleotide phosphohydrolase,
LCYSTabc,Cysteate transport via ABC system,
MANt2,D mannose transport in via proton symport,
LLEUDr,L leucine dehydrogenase,
L_LACt2r,L lactate reversible transport via proton symport,
MTAN,Methylthioadenosine nucleosidase,
MOPSabc,MOPS transport via ABC system,
MLTG1,Maltodextrin glucosidase (maltotriose),
NAPRT,NAPRTase (rev),
MLTG2,Maltodextrin glucosidase (maltotetraose),
LAAL32,L amino acid ligase  Met Tyr,
LEUTA,Leucine transaminase,
METS,Methionine synthase,
LEUt2r,L leucine reversible transport via proton symport,
O2t,O2 transport  diffusion,
LAAL33,L amino acid ligase  ala trp,
LACZ,B-galactosidase,
LIPO3S24_BS,Lipoteichoic acid synthesis  n24   unliked  D alanine substituted,
METSR_R1,L methionine R oxide reductase  trdrd,
METSR_R2,L methionine R oxide  H2O2,
METSabc,L methionine S oxide transport via ABC system,
METDabc,D-methionine transport via ABC system,
METabc,L-methionine transport via ABC system,
METSR_S1,L methionine S oxide reductase  trdrd,
METSR_S2,L methionine S oxide reductase  H2O2,
METTRS,Methionyl-tRNA synthetase,
MGSA,Methylglyoxal synthase,
LYSAM,"Lysine 2,3-aminomutase",
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,
LCTSabc,Lactose transport via ABC system (import),
MGt5,Magnesium transport in/out via permease (no H+),
PALAt2,Palatinose transport in via proton symport,
MMSAD2,Methylmalonate-semialdehyde dehydrogenase (propanol),
MI1PP,Myo-inositol 1-phosphatase,
LDH2,L lactate dehydrogenase  2 Hydroxybutanoic acid,
LDH_L,L-lactate dehydrogenase,
PAP_BS,Phosphatidic acid phosphatase,
LYSDC,Lysine decarboxylase,
MCITL2,Methylisocitrate lyase,
PEPt6,Phosphoenolpyruvate transport in via proton symport,
MMSAD3,Methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde),
PGL,6-phosphogluconolactonase,
MMSDHir,Methylmalonate semialdehyde dehydrogenase  acylating,
MMSAD1,Methylmalonate semialdehyde dehydrogenase,
MNNH,D-mannonate hydrolyase,
LYSt3r,L lysine transport out via proton antiport reversible,
MAN6PI,Mannose-6-phosphate isomerase,
M1PD,Mannitol-1-phosphate 5-dehydrogenase,
MAL6PG,Maltose 6  phosphate glucosidase,
MALT,Alpha glucosidase,
MNabc,Manganese transport via ABC system,
MNt2,Manganese transport in via proton symport,
MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,
MPL,Maltose phosphorylase,
MOBDabc,Molybdate transport via ABC system,
MTHFC,Methenyltetrahydrofolate cyclohydrolase,
MALTATr,Maltose O-acetyltransferase,
MCA,Methyl cis aconitase,
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),
PGPPH_BS,Phosphatidylglycerophosphate phosphohydrolase,
MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH,
MALTabc,Maltose transport via ABC system,
MALTpts,Maltose transport via PEP:Pyr PTS,
MALt10,Malate HNa lactate antiporter,
MCITS,2-methylcitrate synthase,
OXGDC,2 oxoglutarate decarboxylase,
MALt4,Namalate symporter,
MCSNAH,5-Methylcytosine aminohydrolase,
MTRI,5-methylthioribose-1-phosphate isomerase,
MTRK,5-methylthioribose kinase,
NADK,NAD kinase,
NADK1,NAD kinase  GTP,
NADH4,NADH dehydrogenase  Menaquinone 7  no proton,
MDH,Malate dehydrogenase,
NADK2,NAD kinase  dATP,
ORNTAC_1,Ornithine transacetylase,
NADK3,NAD kinase  dGTP,
MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,
MALDDH,Malate decarboxylating oxidoreductase (decarboxylating),
ME2,Malic enzyme (NADP),
NADK4,NAD kinase  dCTP,
BGLA1,6-phospho-beta-glucosidase,
NADK5,NAD kinase  dTTP,
NADS1,NAD synthase (nh3),
NAt3_1,Sodium proton antiporter  HNA is 11,
NAabcO,Sodium transport out via ABC system,
MECDPDH2,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,
METAT,Methionine adenosyltransferase,
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),
PENCAC,Penicillin acylase,
NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),
PAPSR,Phosphoadenylyl-sulfate reductase (thioredoxin),
NDPK5,Nucleoside-diphosphate kinase (ATP:dGDP),
PMDPHT,Pyrimidine phosphatase,
ORNt2,Ornithine transport in via proton symport,
PPAt6,Propionate transport inout via proton symport,
PPIabc,Diphosphate transport in via ABC system,
NDPK6,Nucleoside-diphosphate kinase (ATP:dUDP),
NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),
NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),
PPTGS_BS,Peptidoglycan subunit synthesis,
PGMT_B,B phosphoglucomutase,
PPTT,Trans pentaprenyltranstransferase,
PSER_Dt6,D O Phosphoserine transport inout via proton symport,
PSER_Lt6,O Phospho L serine transport in via proton symport,
RAFFINt2,Raffinose transport in via proton symport,
PGI,Glucose-6-phosphate isomerase,
RHCYS,5 deoxyribos 5 ylhomocysteinase,
P5CD,1-pyrroline-5-carboxylate dehydrogenase,
RIBFLVt2,Riboflavin transport in via proton symport,
NDPK9,Nucleoside diphosphate kinase  ATPIDP,
RMNt,L-rhamnose transport via proton symport,
PYRt2,Pyruvate transport in via proton symport,
PYNP1,Pyrimidine-nucleoside phosphorylase (cytosine),
PHETA1,Phenylalanine transaminase,
NDPK8,Nucleoside-diphosphate kinase (ATP:dADP),
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),
RMPA,Rhamnulose-1-phosphate aldolase,
SALADC2,Sulfinoalanine decarboxylase,
NH4t,Ammonia reversible transport,
DSERt2,D-serine transport via proton symport,
SERt2r,L serine reversible transport via proton symport,
PTAr,Phosphotransacetylase,
PMPK,Phosphomethylpyrimidine kinase,
SORD_D,D sorbitol dehydrogenase,
NMNAT,Nicotinamide-nucleotide adenylyltransferase,
SRB_Lt,L sorbose reversible transport,
PTA2,Phosphate acetyltransferase,
PHYT3,3 phytase,
NNATr,Nicotinate-nucleotide adenylyltransferase,
PIabc,Phosphate transport via ABC system,
SO4t2,Sulfate transport in via proton symport,
NNAM,Nicotinamidase,
SARCOX,Sarcosine oxidase,
PIt2r,Phosphate reversible transport via symport,
PIt7,Phosphate transport in/out via three Na+ symporter,
SUCR,Sucrose hydrolyzing enzyme,
NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),
PMANM,Phosphomannomutase,
SALCpts,Salicin transport via PEP:Pyr PTS,
NO2t2r,"Nitrite transport in via proton symport, reversible",
NPHS,Naphthoate synthase,
RBK,Ribokinase,
NO2t3,Nitrite transport out via proton antiport,
PNTEH,Hydrolase Class   RXN R02973,
NO3t2,Nitrate transport in via proton symport,
PNTK,Pantothenate kinase,
RBK_Dr,D-ribulokinase (D-ribulose),
RIBabc,D-ribose transport via ABC system,
NTR3B,Nitrate reductase,
SUCCt2r,Succinate transport via proton symport,
Q23DO,Quercetin 2 3 dioxygenase,
PNP,Purine nucleoside phosphorylase,
QULNS,Quinolinate synthase,
RBFK,Riboflavin kinase,
APNPT,ATP:pantetheine 4'-phosphotransferase,
PNTOt2,Pantothenate reversible transport via proton symport,
PPA,Inorganic diphosphatase,
PPBNGS,Porphobilinogen synthase,
PPNCL,Phosphopantothenate-cysteine ligase,
RBK_L1,L-ribulokinase (L-ribulose),
RBFSa,Riboflavin synthase,
PPCDC,Phosphopantothenoylcysteine decarboxylase,
PPCK,Phosphoenolpyruvate carboxykinase,
OCBT_1,Ornithine carbamoyltransferase,
PPM,Phosphopentomutase,
PPCOAC,Propionyl-CoA carboxylase,
RBFSb,Riboflavin synthase,
RBP4E,L-ribulose-phosphate 4-epimerase,
RMI,L-rhamnose isomerase,
RMK,Rhamnulokinase,
PPM2,Phosphopentomutase 2 (deoxyribose),
PPND,Prephenate dehydrogenase,
RNDR4,Ribonucleoside-diphosphate reductase (UDP),
NTRIR2x,Nitrite Reductase (NADH),
RPE,Ribulose 5-phosphate 3-epimerase,
RPI,Ribose-5-phosphate isomerase,
SADT,Sulfate adenylyltransferase,
PPNDH,Prephenate dehydratase,
PPPGO,Protoporphyrinogen oxidase (aerobic),
PPS,Phosphoenolpyruvate synthase,
PRAGSr,Phosphoribosylglycinamide synthase,
PRAIi,Phosphoribosylanthranilate isomerase (irreversible),
SBTD_D2,D sorbitol dehydrogenase  D fructose producing,
SBTt2,D sorbitol transport in via proton symport,
SDPDS,Succinyl-diaminopimelate desuccinylase,
SERAT,Serine O-acetyltransferase,
SERD_D,D-serine deaminase,
SHCHD2_1,Sirohydrochlorin dehydrogenase  NAD,
PRAIS_1,Phosphoribosylaminoimidazole synthetase,
PRATPP,Phosphoribosyl-ATP pyrophosphatase,
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,
PRFGS_1,Phosphoribosylformylglycinamidine synthase,
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,
SERD_L,L-serine deaminase,
SHCHF_2,Sirohydrochlorin ferrochetalase,
OMPDC,Orotidine-5'-phosphate decarboxylase,
SHK3Dr,Shikimate dehydrogenase,
SHKK,Shikimate kinase,
SHSL1,O-succinylhomoserine lyase (L-cysteine),
URATEt_1,Urate permease,
PRO1x,Proline oxidase  L proline  NAD,
PRPPS,Phosphoribosylpyrophosphate synthetase,
SHSL2,O succinylhomoserine lyase  H2S,
OCOAT1,3-oxoacid CoA-transferase (Succinyl-CoA: acetoacetate),
SHSL3,O succinylhomoserine lyase  methanethiol,
SHSL4r,O succinylhomoserine lyase  elimination   reversible,
PROt2r,L proline reversible transport via proton symport,
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,
PSDC_BS,Phosphatidylserine decarboxylase,
SLCYSS,O-acetyl-L-serine sulfhydrylase,
ORNTA_1,Ornithine transaminase,
SPODM,Superoxide dismutase,
PSERT,Phosphoserine transaminase,
PSP_D,Phosphoserine phosphatase  D serine,
PTHPS,6-pyruvoyltetrahydropterin synthase,
SPMDAT1,Spermidine acetyltransferase,
ORPT,Orotate phosphoribosyltransferase,
SPMDAT3,Spermidine acetyltransferase  spermine,
SPMDt3i,Spermidine transport in via proton antiport,
SPRMS,Spermine synthase,
SPMS,Spermidine synthase,
PTPATi,Pantetheine-phosphate adenylyltransferase,
PYK,Pyruvate kinase,
PUNP5,Purine-nucleoside phosphorylase (Inosine),
PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),
PURabc1,Puromycin efflux  via ABC system,
PYRIS,Pyridoxal 5  phsophate synthase,
OIVD1r,2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),
EX_f6p_e,D-fructose 6-phosphate exchange,
SSALy,Succinate-semialdehyde dehydrogenase (NADP),
SUCBZL,O-succinylbenzoate-CoA ligase,
SUCBZS,O-succinylbenzoate-CoA synthase,
TGBPA,Tagatose-bisphosphate aldolase,
SUCD1,Succinate dehydrogenase,
OIVD2,2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate),
SUCD5_BS,Succinate dehydrogenase,
SUCOAS,Succinyl-CoA synthetase (ADP-forming),
THIOGabc,Thioglycolate transport via ABC system,
THMt6,Thymine transport inout via proton symport,
OIVD3,2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate),
THRt2r,L threonine reversible transport via proton symport,
P5CR,Pyrroline-5-carboxylate reductase,
TMPHi,Trimetaphosphate hydrolase,
UREAt,Urea transport via facilitate diffusion,
TMPt6,TMP transport inout via proton symport,
OXADC,Oxalate decarboxylase,
TYRt2r,L tyrosine reversible transport via proton symport,
UGLYCH,Ureidoglycolate hydrolase,
UMPt6,UMP transport in via proton symport,
SULAabc,Sulfoacetate transport via ABC system,
TAURabc,Taurine transport via ABC system,
TRPAS1,Tryptophanase  L cysteine,
THMDt2,Thymidine transport in via proton symport,
TMDK1,Thymidine kinase (ATP:thymidine),
TMDPP,Thymidine phosphorylase,
UAGDP,UDP-N-acetylglucosamine diphosphorylase,
TARTDC,Tartrate decarboxylase,
TYRTA,Tyrosine transaminase,
TECA1S45,Glycerol teichoic acid  n45   unlinked  unsubstituted,
TARTRDH,Tartrate dehydrogenase,
TAGURr,Tagaturonate reductase,
SULR_1,Sulfite reductase  NADPH2,
TALA,Transaldolase,
THRD,L-threonine dehydrogenase,
TECA4S_BS,Minor teichoic acid synthesis  n30,
TEICH45,Teichuronic acid  n45   unlinked  GalNAc GlcA repeated,
THRD_L,L-threonine deaminase,
THRS,Threonine synthase,
TKT1,Transketolase,
TKT2,Transketolase,
TMN,Thiaminase,
TMDS,Thymidylate synthase,
TMPK,Thiamine-phosphate kinase,
TMPPP,Thiamine-phosphate diphosphorylase,
TPI,Triose-phosphate isomerase,
TRDR,Thioredoxin reductase (NADPH),
TRE6PH,Trehalose-6-phosphate hydrolase,
TRPt2r,L tryptophan reversible transport via proton symport,
TRPS1,Tryptophan synthase (indoleglycerol phosphate),
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",
UAG2E,UDP-N-acetylglucosamine 2-epimerase,
UAG2EMA,UDP-N-acetyl-D-glucosamine 2-epimerase (Hydrolysis),
UDPG4E,UDPglucose 4-epimerase,
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,
UAG4E,UDP N acetylglucosamine 4 epimerase,
UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,
UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,
UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,
UDCPDP,Undecaprenyl-diphosphatase,
UDPGD,UDPglucose 6-dehydrogenase,
UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",
UGT1_BS,UDP glucosyltransferase  monoglucosyl,
UGT2_BS,UDP glucosyltransferase  triglucosyl,
UGT_BS,UDP glucosyltransferase  diglucosyl,
UNK5,2 keto 4 methylthiobutyrate transamination,
UPP3S,Uroporphyrinogen-III synthase,
UPP3MT_2,Uroporphyrinogen methyltransferase,
ALDD9,Aldehyde dehydrogenase  nonanal  NAD,
FRUpts,D-fructose transport via PEP:Pyr PTS,
CYTDt2,Cytidine transport in via proton symport,
GLYBabc,Glycine betaine transport via ABC system,
ACLS,Acetolactate synthase,
ACHBS,2-aceto-2-hydroxybutanoate synthase,
X00002,Lumped reaction for synthesis of pime,
NTD8,5'-nucleotidase (dGMP),
23CN2P1,2  3  cyclic nucleotide 2  phosphodiesterase  2  3  cyclc AMP,
23CN2P2,2  3  cyclic nucleotide 2  phosphodiesterase  2  3  cyclic UMP,
23CN2P3,2  3  cyclic nucleotide 2  phosphodiesterase  2  3  cyclic CMP,
23CN2P4,2  3  cyclic nucleotide 2  phosphodiesterase  2  3   cyclic GMP,
NTD6,5'-nucleotidase (dAMP),
NTD9,5'-nucleotidase (GMP),
NTD1,5'-nucleotidase (dUMP),
NTD10,5'-nucleotidase (XMP),
NTD2,5'-nucleotidase (UMP),
3NUCLE1,3  nucleotidase  3  AMP,
3NUCLE2,3  nucleotidase  3  UMP,
3NUCLE3,3  nucleotidase  3  cMP,
3NUCLE4,3  nucleotidase  guanosine 3  phosphate,
NTD3,5'-nucleotidase (dCMP),
NTD4,5'-nucleotidase (CMP),
NTD5,5'-nucleotidase (dTMP),
NTD7,5'-nucleotidase (AMP),
ABUTt2r,4 aminobutyrate reversible transport in via proton symport,
BALAt2r,Beta Alanine transport in via proton symport,
S6PG,Salicin 6 phosphate glucohydrolase,
URIK3,Uridine kinase (ITP:Uridine),
LCADi,Lactaldehyde dehydrogenase,
XTSNt2,Xanthosine transport in via proton symport,
XYLt2,D-xylose transport in via proton symport,
ZN2t4,Zinc transport out via antiport,
URIK1,Uridine kinase  ATPUridine,
URIK2,Uridine kinase (GTP:Uridine),
URIt2,Uridine transport in via proton symport,
UPPRT,Uracil phosphoribosyltransferase,
XPPT,Xanthine phosphoribosyltransferase,
HXAND,Hypoxanthine dehydrogenase,
URIDK2r_copy2,Uridylate kinase (dUMP),
VALDHr,Valine dehydrogenase,
VALTA,Valine transaminase,
VALt2r,L valine reversible transport via proton symport,
UMPK,UMP kinase,
XYL14BASE,Xylan 1 4 beta xylosidase,
UPPDC1,Uroporphyrinogen decarboxylase (uroporphyrinogen III),
URAt2,Uracil transport in via proton symport,
URCN,Urocanase,
URIDK2r_copy1,Uridylate kinase (dUMP),
UREA,Urease,
XAND,Xanthine dehydrogenase,
URIC,Uricase,
XYLI1,Xylose isomerase,
XANt2,Xanthine transport in via proton symport,
XYLI2,Xylose isomerase,
XYLK,Xylulokinase,
ZNabc,Zinc transport via ABC system,
ALDD10,Aldehyde dehydrogenase  decanal  NAD,
ALDD11,Aldehyde dehydrogenase  undecanal  NAD,
ALDD12,Aldehyde dehydrogenase  dodecanal  NAD,
ALDD13,Aldehyde dehydrogenase  tridecanal  NAD,
ALDD14,Aldehyde dehydrogenase  tetradecanal  NAD,
ALDD15,Aldehyde dehydrogenase  pentadecanal  NAD,
ALDD16,Aldehyde dehydrogenase  hexadecanal  NAD,
ALDD17,Aldehyde dehydrogenase  heptadecanal  NAD,
ALDD18,Aldehyde dehydrogenase  octadecanal  NAD,
ALDD1,Aldehyde dehydrogenase  formaldehyde  NAD,
ALDD20x_1,Aldehyde dehydrogenase  NAD,
ALDD2x,"Aldehyde dehydrogenase (acetaldehyde, NAD)",
ALDD3,Aldehyde dehydrogenase  propanal  NAD,
GLXO1,Glyoxylate oxidase,
ALDD31_1,Aldehyde dehydrogenase  aminoacetaldehyde  NAD,
ALDD32,Aldehyde dehydrogenase  D Glucuronolactone  NADH,
ALDD4,"Aldehyde dehydrogenase (butanal, NAD)",
ALDD4x,Aldehyde dehydrogenase  methylmalonate semialdehyde  NAD,
ALDD5,Aldehyde dehydrogenase  pentanal  NAD,
ALDD6,Aldehyde dehydrogenase  hexanal  NAD,
ALDD7,Aldehyde dehydrogenase  heptanal  NAD,
ALDD8,Aldehyde dehydrogenase  octanal  NAD,
GLYALDDr,D-Glyceraldehyde dehydrogenase,
DIPEPabc12,Dipeptide transport via ABC system  met ala,
DIPEPabc13,Dipeptide transport via ABC system  gly asp,
DIPEPabc14,Dipeptide transport via ABC system  gly pro L,
DIPEPabc15,Dipeptide transport via ABC system  cgly,
DIPEPabc2,Dipeptide transport via ABC system  ala gln,
DIPEPabc3,Dipeptide transport via ABC system  ala glu,
DIPEPabc4,Dipeptide transport via ABC system  ala gly,
DIPEPabc5,Dipeptide transport via ABC system  ala his,
DIPEPabc6,Dipeptide transport via ABC system  ala leu,
DIPEPabc7,Dipeptide transport via ABC system  ala thr,
DIPEPabc8,Dipeptide transport via ABC system  gly asn,
DIPEPabc9,Dipeptide transport via ABC system  gly gln,
RIBabc1,D ribose transport out via ABC system,
FRUK,Fructose-1-phosphate kinase,
FACOAL140,Fatty acid  CoA ligase  tetradecanoate,
FACOAL140_ISO,Fatty acid  CoA ligase  Iso C140,
FACOAL150_ISO,Fatty acid  CoA ligase  Iso C150,
PPAKr,Propionate kinase,
ACOAD3,Acyl-CoA dehydrogenase (octanoyl-CoA),
ACOAD4_1,Acyl CoA dehydrogenase  decanoyl CoA,
ACOAD5_1,Acyl CoA dehydrogenase  dodecanoyl CoA,
ACOAD6,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),
ACOAD7,Acyl-CoA dehydrogenase (hexadecanoyl-CoA),
DADNK,Deoxyadenosine kinase,
CSNt2,Cytosine transport in via proton symport,
INSt2,Inosine transport in via proton symport,
DHAD3,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate,
CELBpts,Cellobiose transport via PEPPyr PTS,
MSO3abc,Methanesulfonate transport via ABC system,
ISTNTabc,Isethionate transport via ABC system,
CTBTabc,Crotonobetaine transport in via ABC system,
CHLabc,Choline transport via ABC system,
CITt15,Citrate transport in via Zn complex,
CHOLSabc_1,Choline sulfate transport in via ABC system,
ECTOINEabc,Ecotine transport in via ABC system,
ITCY,ITP:cytidine 5'-phosphotransferase,
PROLBabc,Proline betaine transport in via ABC system,
GLCpts,D-glucose transport via PEP:Pyr PTS,
MANpts,D-mannose transport via PEP:Pyr PTS,
MNLpts,Mannitol transport via PEP:Pyr PTS,
DIPEPabc10,Dipeptide transport via ABC system  gly glu,
