reaction_id,reaction_name,subsystem
DIPEPabc11,Dipeptide transport via ABC system  gly met,
SUCpts,Sucrose transport via PEP:Pyr PTS,
TREpts,Trehalose transport via PEP:Pyr PTS,
FERRICHabc,Ferrichrome transport via ABC system,
GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),
HACD3,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),
HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),
HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),
HACD6,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),
HACD7,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),
HACD9,3 hydroxyacyl CoA dehydrogenase  2 Methylacetoacetyl CoA,
HACOADr,3 hydroxyacyl CoA dehydrogenase,
ICHORS,Isochorismate synthase,
INSCR,Inositol catabolic reactions  lumped,
FACOAL161_ISO,Fatty acid  CoA ligase  Iso C161,
FACOAL170_ISO,Fatty acid  CoA ligase  Iso C170,
FACOAL170_anteiso,Fatty acid  CoA ligase  anteiso C170,
FACOAL171_ISO,Fatty acid  CoA ligase  Iso C171,
FACOAL171_anteiso,Fatty acid  CoA ligase  anteiso C171,
FACOAL180_2,Fatty acid  CoA ligase  octadecanoate,
FACOAL181,Fatty acid  CoA ligase  octadecenoate,
KAS13,B-ketoacyl synthetase (octadecanoate),
KAS17,B-ketoacyl synthetase (n-C18:1),
FACOAL150_anteiso,Fatty acid  CoA ligase  anteiso C150,
FACOAL160,Fatty acid  CoA ligase  hexadecanoate,
FACOAL160_ISO,Fatty acid  CoA ligase  Iso C160,
FACOAL161,Fatty acid  CoA ligase  hexadecenoate,
KAS2,B-ketoacyl synthetase (n-C14:0),
KAS3,B-ketoacyl synthetase (Iso-C15:0),
KAS4,B-ketoacyl synthetase (Anteiso-C15:0),
KAS5,B-ketoacyl synthetase (Iso-C16:1),
KAS6,B-ketoacyl synthetase (Iso-C16:0),
KAS7,B-ketoacyl synthetase (n-C16:1),
KAS8,"B-ketoacyl synthetase (palmitate, n-C16:0)",
KAS9,B-ketoacyl synthetase (Iso-C17:1),
KAS10,B-ketoacyl synthetase (Anteiso-C17:1),
KAS11,B-ketoacyl synthetase (Iso-C17:0),
PUNP7,Purine-nucleoside phosphorylase (Xanthosine),
PUNP8,Purine nucleoside phosphorylase  nebularine,
PUNP1,Purine-nucleoside phosphorylase (Adenosine),
PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),
KAS12,B-ketoacyl synthetase (Anteiso-C17:0),
LAAL34,L amino acid ligase  ser trp,
LAAL35,L amino acid ligase  gly gln,
LAAL36,L amino acid ligase  ala gln,
LAAL37,L amino acid ligase  ser gln,
LAAL38,L amino acid ligase  thr gln,
LAAL39,L amino acid ligase  ala asn,
PANTS,Pantothenate synthase,
LAAL4,L amino acid ligase  thr gly,
LAAL40,L amino acid ligase  ala his,
LAAL41,L amino acid ligase  ser his,
LAAL42,L amino acid ligase  met his,
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",
LAAL5,L amino acid ligase  Ala Ala,
LAAL6,L amino acid ligase  Ser Ala,
PC,Pyruvate carboxylase,
LAAL7,L amino acid ligase  Ala Ser,
LAAL8,L amino acid ligase  Ser Ser,
LAAL9,L amino acid ligase  Gly Cys,
PBUTT,Phosphate butyryltransferase,
MLTG3,Maltodextrin glucosidase (maltopentaose),
MLTG4,Maltodextrin glucosidase (maltohexaose),
PDH,Pyruvate dehydrogenase,
MLTG5,Maltodextrin glucosidase (maltoheptaose),
MLTG6,Maltodextrin glucosidase  dextrin,
MLTG7,Maltodextrin glucosidase  isomaltose,
PFK_2,Phosphofructokinase,
TARTRDH2,Tartrate dehydrogenase,
PUNP3,Purine-nucleoside phosphorylase (Guanosine),
PUNP4,Purine-nucleoside phosphorylase (Deoxyguanosine),
PFK,Phosphofructokinase,
METSRabc,L methionine R oxide transport via ABC system,
PRAMPC_1,Phosphoribosyl AMP cyclohydrolase,
PSP_L,Phosphoserine phosphatase (L-serine),
PGAMT,Phosphoglucosamine mutase,
TECA2S45,Glycerol teichoic acid  n45   unlinked  D ala substituted,
RNDR1,Ribonucleoside-diphosphate reductase (ADP),
PGMT,Phosphoglucomutase,
RNDR2,Ribonucleoside-diphosphate reductase (GDP),
PGCD,Phosphoglycerate dehydrogenase,
RNDR3,Ribonucleoside-diphosphate reductase (CDP),
TECA3S45,Glycerol teichoic acid  n45   unlinked  glucose substituted,
GND,Phosphogluconate dehydrogenase,
PGK,Phosphoglycerate kinase,
PGLYCP,Phosphoglycolate phosphatase,
PGM,Phosphoglycerate mutase,
PHCYT_BS,Phosphatidate cytidylyltransferase,
